Police Force,Type of force,Tactic,White,Black (or Black British),Asian (or Asian British),Mixed,Other,Not reported,Number of times tactic reported
Northamptonshire,Less lethal weapons,CED discharge,21.0,2.0,0.0,2.0,0.0,0.0,25.0
Northamptonshire,Less lethal weapons,CED not stated,3.0,1.0,0.0,0.0,0.0,0.0,4.0
Northamptonshire,Less lethal weapons,"AEP, of which",9.0,4.0,0.0,0.0,0.0,0.0,13.0
Northamptonshire,Less lethal weapons,AEP drawn,9.0,4.0,0.0,0.0,0.0,0.0,13.0
Northamptonshire,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northamptonshire,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northamptonshire,Firearms,*Total Firearms,42.0,12.0,1.0,4.0,1.0,0.0,60.0
Northamptonshire,Other,*Total Other,693.0,62.0,10.0,35.0,10.0,0.0,810.0
Northamptonshire,Other,"Dog use, of which",60.0,8.0,2.0,6.0,3.0,0.0,79.0
Northamptonshire,Other,Dog deployed,55.0,6.0,2.0,6.0,3.0,0.0,72.0
Northamptonshire,Other,Dog bite,5.0,2.0,0.0,0.0,0.0,0.0,7.0
Northamptonshire,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northamptonshire,Other,Other / improvised,633.0,54.0,8.0,29.0,7.0,0.0,731.0
Northamptonshire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northamptonshire,Tactical communication,Tactical communication,2603.0,267.0,40.0,114.0,21.0,0.0,3045.0
Northumbria,Total (excluding not reported and tactical communication),*Total Tactics,25547.0,527.0,467.0,131.0,155.0,10.0,26837.0
Northumbria,Restraint,*Total Restraint,18736.0,366.0,355.0,97.0,124.0,2.0,19680.0
Northumbria,Restraint,"Handcuffing, of which",14429.0,277.0,284.0,84.0,98.0,1.0,15173.0
Northumbria,Restraint,Compliant handcuffing,10318.0,182.0,217.0,67.0,72.0,1.0,10857.0
Northumbria,Restraint,Non-compliant handcuffing,4111.0,95.0,67.0,17.0,26.0,0.0,4316.0
Northumbria,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northumbria,Restraint,Limb / Body restraints,493.0,17.0,13.0,1.0,5.0,0.0,529.0
Northumbria,Restraint,Ground restraint,3814.0,72.0,58.0,12.0,21.0,1.0,3978.0
Northumbria,Unarmed skills,*Total Unarmed skills,4936.0,101.0,72.0,16.0,21.0,1.0,5147.0
Northumbria,Other equipment,*Total Other equipment,800.0,29.0,13.0,5.0,3.0,0.0,850.0
Northumbria,Other equipment,"Baton, of which",122.0,8.0,1.0,2.0,0.0,0.0,133.0
Northumbria,Other equipment,Baton drawn,91.0,4.0,1.0,1.0,0.0,0.0,97.0
Northumbria,Other equipment,Baton used,31.0,4.0,0.0,1.0,0.0,0.0,36.0
Northumbria,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northumbria,Other equipment,"Irritant spray, of which",266.0,8.0,4.0,0.0,1.0,0.0,279.0
Northumbria,Other equipment,Irritant spray - drawn,126.0,4.0,3.0,0.0,1.0,0.0,134.0
Northumbria,Other equipment,Irritant spray - used,140.0,4.0,1.0,0.0,0.0,0.0,145.0
Northumbria,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northumbria,Other equipment,Spit and bite guard,388.0,9.0,8.0,3.0,2.0,0.0,410.0
Northumbria,Other equipment,Shield,24.0,4.0,0.0,0.0,0.0,0.0,28.0
Northumbria,Less lethal weapons,*Total Less lethal weapons,345.0,12.0,12.0,7.0,3.0,1.0,380.0
Northumbria,Less lethal weapons,CED of which,313.0,11.0,10.0,6.0,2.0,1.0,343.0
Northumbria,Less lethal weapons,CED non-discharge,268.0,9.0,9.0,4.0,1.0,1.0,292.0
Northumbria,Less lethal weapons,CED discharge,45.0,2.0,1.0,2.0,1.0,0.0,51.0
Northumbria,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northumbria,Less lethal weapons,"AEP, of which",32.0,1.0,2.0,1.0,1.0,0.0,37.0
Northumbria,Less lethal weapons,AEP drawn,32.0,1.0,2.0,1.0,1.0,0.0,37.0
Northumbria,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northumbria,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northumbria,Firearms,*Total Firearms,111.0,4.0,6.0,4.0,1.0,0.0,126.0
Northumbria,Other,*Total Other,619.0,15.0,9.0,2.0,3.0,6.0,654.0
Northumbria,Other,"Dog use, of which",118.0,1.0,0.0,0.0,0.0,0.0,119.0
Northumbria,Other,Dog deployed,103.0,1.0,0.0,0.0,0.0,0.0,104.0
Northumbria,Other,Dog bite,15.0,0.0,0.0,0.0,0.0,0.0,15.0
Northumbria,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northumbria,Other,Other / improvised,501.0,14.0,9.0,2.0,3.0,6.0,535.0
Northumbria,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northumbria,Tactical communication,Tactical communication,14889.0,293.0,304.0,89.0,97.0,3.0,15675.0
Nottinghamshire,Total (excluding not reported and tactical communication),*Total Tactics,7437.0,1215.0,557.0,444.0,146.0,0.0,9799.0
Nottinghamshire,Restraint,*Total Restraint,4087.0,738.0,396.0,286.0,90.0,0.0,5597.0
Nottinghamshire,Restraint,"Handcuffing, of which",3805.0,713.0,385.0,278.0,88.0,0.0,5269.0
Nottinghamshire,Restraint,Compliant handcuffing,2038.0,432.0,306.0,190.0,55.0,0.0,3021.0
Nottinghamshire,Restraint,Non-compliant handcuffing,1767.0,281.0,79.0,88.0,33.0,0.0,2248.0
Nottinghamshire,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nottinghamshire,Restraint,Limb / Body restraints,282.0,25.0,11.0,8.0,2.0,0.0,328.0
Nottinghamshire,Restraint,Ground restraint,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nottinghamshire,Unarmed skills,*Total Unarmed skills,2033.0,270.0,81.0,76.0,37.0,0.0,2497.0
Nottinghamshire,Other equipment,*Total Other equipment,265.0,55.0,19.0,18.0,4.0,0.0,361.0
Nottinghamshire,Other equipment,"Baton, of which",59.0,19.0,6.0,10.0,2.0,0.0,96.0
Nottinghamshire,Other equipment,Baton drawn,36.0,11.0,4.0,5.0,1.0,0.0,57.0
Nottinghamshire,Other equipment,Baton used,23.0,8.0,2.0,5.0,1.0,0.0,39.0
Nottinghamshire,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nottinghamshire,Other equipment,"Irritant spray, of which",118.0,31.0,6.0,7.0,1.0,0.0,163.0
Nottinghamshire,Other equipment,Irritant spray - drawn,53.0,14.0,2.0,3.0,0.0,0.0,72.0
Nottinghamshire,Other equipment,Irritant spray - used,65.0,17.0,4.0,4.0,1.0,0.0,91.0
Nottinghamshire,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nottinghamshire,Other equipment,Spit and bite guard,80.0,5.0,4.0,1.0,1.0,0.0,91.0
Nottinghamshire,Other equipment,Shield,8.0,0.0,3.0,0.0,0.0,0.0,11.0
Nottinghamshire,Less lethal weapons,*Total Less lethal weapons,299.0,48.0,15.0,26.0,3.0,0.0,391.0
Nottinghamshire,Less lethal weapons,CED of which,297.0,47.0,15.0,26.0,3.0,0.0,388.0
Nottinghamshire,Less lethal weapons,CED non-discharge,267.0,41.0,13.0,23.0,2.0,0.0,346.0
Nottinghamshire,Less lethal weapons,CED discharge,30.0,6.0,2.0,3.0,1.0,0.0,42.0
Nottinghamshire,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nottinghamshire,Less lethal weapons,"AEP, of which",2.0,1.0,0.0,0.0,0.0,0.0,3.0
Nottinghamshire,Less lethal weapons,AEP drawn,2.0,1.0,0.0,0.0,0.0,0.0,3.0
Nottinghamshire,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nottinghamshire,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nottinghamshire,Firearms,*Total Firearms,4.0,0.0,0.0,0.0,0.0,0.0,4.0
Nottinghamshire,Other,*Total Other,749.0,104.0,46.0,38.0,12.0,0.0,949.0
Nottinghamshire,Other,"Dog use, of which",51.0,14.0,0.0,1.0,0.0,0.0,66.0
Nottinghamshire,Other,Dog deployed,29.0,7.0,0.0,1.0,0.0,0.0,37.0
Nottinghamshire,Other,Dog bite,22.0,7.0,0.0,0.0,0.0,0.0,29.0
Nottinghamshire,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nottinghamshire,Other,Other / improvised,698.0,90.0,46.0,37.0,12.0,0.0,883.0
Nottinghamshire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nottinghamshire,Tactical communication,Tactical communication,2770.0,401.0,137.0,122.0,57.0,0.0,3487.0
South Wales,Total (excluding not reported and tactical communication),*Total Tactics,23271.0,1611.0,889.0,677.0,213.0,157.0,26818.0
South Wales,Restraint,*Total Restraint,15953.0,1081.0,636.0,468.0,158.0,95.0,18391.0
South Wales,Restraint,"Handcuffing, of which",13215.0,909.0,576.0,375.0,149.0,85.0,15309.0
South Wales,Restraint,Compliant handcuffing,8982.0,620.0,480.0,258.0,118.0,56.0,10514.0
South Wales,Restraint,Non-compliant handcuffing,4233.0,289.0,96.0,117.0,31.0,29.0,4795.0
South Wales,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Wales,Restraint,Limb / Body restraints,445.0,20.0,5.0,12.0,1.0,3.0,486.0
South Wales,Restraint,Ground restraint,2293.0,152.0,55.0,81.0,8.0,7.0,2596.0
South Wales,Unarmed skills,*Total Unarmed skills,5217.0,326.0,155.0,143.0,35.0,40.0,5916.0
South Wales,Other equipment,*Total Other equipment,395.0,14.0,12.0,5.0,0.0,1.0,427.0
South Wales,Other equipment,"Baton, of which",79.0,4.0,3.0,0.0,0.0,0.0,86.0
South Wales,Other equipment,Baton drawn,49.0,3.0,3.0,0.0,0.0,0.0,55.0
South Wales,Other equipment,Baton used,30.0,1.0,0.0,0.0,0.0,0.0,31.0
South Wales,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Wales,Other equipment,"Irritant spray, of which",158.0,5.0,5.0,4.0,0.0,1.0,173.0
South Wales,Other equipment,Irritant spray - drawn,83.0,1.0,1.0,0.0,0.0,0.0,85.0
South Wales,Other equipment,Irritant spray - used,75.0,4.0,4.0,4.0,0.0,1.0,88.0
South Wales,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Wales,Other equipment,Spit and bite guard,150.0,5.0,4.0,1.0,0.0,0.0,160.0
South Wales,Other equipment,Shield,8.0,0.0,0.0,0.0,0.0,0.0,8.0
South Wales,Less lethal weapons,*Total Less lethal weapons,703.0,82.0,30.0,33.0,11.0,7.0,866.0
South Wales,Less lethal weapons,CED of which,631.0,61.0,23.0,31.0,11.0,7.0,764.0
South Wales,Less lethal weapons,CED non-discharge,426.0,39.0,12.0,23.0,7.0,1.0,508.0
South Wales,Less lethal weapons,CED discharge,65.0,8.0,3.0,2.0,1.0,0.0,79.0
South Wales,Less lethal weapons,CED not stated,140.0,14.0,8.0,6.0,3.0,6.0,177.0
South Wales,Less lethal weapons,"AEP, of which",72.0,21.0,7.0,2.0,0.0,0.0,102.0
South Wales,Less lethal weapons,AEP drawn,72.0,19.0,7.0,2.0,0.0,0.0,100.0
South Wales,Less lethal weapons,AEP used,0.0,2.0,0.0,0.0,0.0,0.0,2.0
South Wales,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Wales,Firearms,*Total Firearms,110.0,15.0,8.0,5.0,2.0,1.0,141.0
South Wales,Other,*Total Other,893.0,93.0,48.0,23.0,7.0,13.0,1077.0
South Wales,Other,"Dog use, of which",67.0,4.0,10.0,5.0,0.0,1.0,87.0
South Wales,Other,Dog deployed,63.0,4.0,9.0,3.0,0.0,1.0,80.0
South Wales,Other,Dog bite,4.0,0.0,1.0,2.0,0.0,0.0,7.0
South Wales,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Wales,Other,Other / improvised,826.0,89.0,38.0,18.0,7.0,12.0,990.0
South Wales,Not reported,*Total Not reported,17.0,1.0,0.0,2.0,0.0,0.0,20.0
South Wales,Tactical communication,Tactical communication,9388.0,639.0,350.0,258.0,78.0,74.0,10787.0
South Yorkshire,Total (excluding not reported and tactical communication),*Total Tactics,10563.0,771.0,515.0,245.0,203.0,0.0,12297.0
South Yorkshire,Restraint,*Total Restraint,4820.0,342.0,234.0,109.0,77.0,0.0,5582.0
South Yorkshire,Restraint,"Handcuffing, of which",3222.0,226.0,168.0,68.0,61.0,0.0,3745.0
South Yorkshire,Restraint,Compliant handcuffing,1151.0,93.0,77.0,32.0,28.0,0.0,1381.0
South Yorkshire,Restraint,Non-compliant handcuffing,2071.0,133.0,91.0,36.0,33.0,0.0,2364.0
South Yorkshire,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Yorkshire,Restraint,Limb / Body restraints,388.0,21.0,12.0,5.0,1.0,0.0,427.0
South Yorkshire,Restraint,Ground restraint,1210.0,95.0,54.0,36.0,15.0,0.0,1410.0
South Yorkshire,Unarmed skills,*Total Unarmed skills,4087.0,280.0,209.0,96.0,84.0,0.0,4756.0
South Yorkshire,Other equipment,*Total Other equipment,695.0,57.0,23.0,15.0,20.0,0.0,810.0
South Yorkshire,Other equipment,"Baton, of which",166.0,8.0,4.0,1.0,8.0,0.0,187.0
South Yorkshire,Other equipment,Baton drawn,98.0,5.0,2.0,1.0,8.0,0.0,114.0
South Yorkshire,Other equipment,Baton used,68.0,3.0,2.0,0.0,0.0,0.0,73.0
South Yorkshire,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Yorkshire,Other equipment,"Irritant spray, of which",413.0,30.0,13.0,13.0,11.0,0.0,480.0
South Yorkshire,Other equipment,Irritant spray - drawn,135.0,11.0,8.0,3.0,3.0,0.0,160.0
South Yorkshire,Other equipment,Irritant spray - used,278.0,19.0,5.0,10.0,8.0,0.0,320.0
South Yorkshire,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Yorkshire,Other equipment,Spit and bite guard,109.0,19.0,4.0,0.0,1.0,0.0,133.0
South Yorkshire,Other equipment,Shield,7.0,0.0,2.0,1.0,0.0,0.0,10.0
South Yorkshire,Less lethal weapons,*Total Less lethal weapons,480.0,53.0,20.0,11.0,8.0,0.0,572.0
South Yorkshire,Less lethal weapons,CED of which,473.0,53.0,17.0,11.0,8.0,0.0,562.0
South Yorkshire,Less lethal weapons,CED non-discharge,399.0,46.0,15.0,9.0,7.0,0.0,476.0
South Yorkshire,Less lethal weapons,CED discharge,74.0,7.0,2.0,2.0,1.0,0.0,86.0
South Yorkshire,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Yorkshire,Less lethal weapons,"AEP, of which",7.0,0.0,3.0,0.0,0.0,0.0,10.0
South Yorkshire,Less lethal weapons,AEP drawn,7.0,0.0,3.0,0.0,0.0,0.0,10.0
South Yorkshire,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Yorkshire,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Yorkshire,Firearms,*Total Firearms,46.0,3.0,6.0,0.0,3.0,0.0,58.0
South Yorkshire,Other,*Total Other,435.0,36.0,23.0,14.0,11.0,0.0,519.0
South Yorkshire,Other,"Dog use, of which",95.0,3.0,6.0,5.0,3.0,0.0,112.0
South Yorkshire,Other,Dog deployed,64.0,3.0,5.0,4.0,2.0,0.0,78.0
South Yorkshire,Other,Dog bite,31.0,0.0,1.0,1.0,1.0,0.0,34.0
South Yorkshire,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Yorkshire,Other,Other / improvised,340.0,33.0,17.0,9.0,8.0,0.0,407.0
South Yorkshire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Yorkshire,Tactical communication,Tactical communication,3885.0,269.0,180.0,87.0,86.0,0.0,4507.0
Staffordshire,Total (excluding not reported and tactical communication),*Total Tactics,6275.0,242.0,256.0,144.0,80.0,354.0,7351.0
Staffordshire,Restraint,*Total Restraint,2731.0,95.0,105.0,59.0,26.0,45.0,3061.0
Staffordshire,Restraint,"Handcuffing, of which",1822.0,64.0,79.0,45.0,13.0,29.0,2052.0
Staffordshire,Restraint,Compliant handcuffing,:,:,:,:,:,:,:
Staffordshire,Restraint,Non-compliant handcuffing,:,:,:,:,:,:,:
Staffordshire,Restraint,Handcuffing not stated,1822.0,64.0,79.0,45.0,13.0,29.0,2052.0
Staffordshire,Restraint,Limb / Body restraints,177.0,6.0,8.0,5.0,2.0,5.0,203.0
Staffordshire,Restraint,Ground restraint,732.0,25.0,18.0,9.0,11.0,11.0,806.0
Staffordshire,Unarmed skills,*Total Unarmed skills,2712.0,108.0,114.0,69.0,34.0,290.0,3327.0
Staffordshire,Other equipment,*Total Other equipment,516.0,25.0,19.0,10.0,10.0,11.0,591.0
Staffordshire,Other equipment,"Baton, of which",50.0,9.0,5.0,0.0,3.0,2.0,69.0
Staffordshire,Other equipment,Baton drawn,27.0,4.0,2.0,0.0,3.0,1.0,37.0
Staffordshire,Other equipment,Baton used,23.0,5.0,3.0,0.0,0.0,1.0,32.0
Staffordshire,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Staffordshire,Other equipment,"Irritant spray, of which",385.0,14.0,10.0,8.0,7.0,8.0,432.0
Staffordshire,Other equipment,Irritant spray - drawn,183.0,4.0,8.0,3.0,3.0,3.0,204.0
Staffordshire,Other equipment,Irritant spray - used,202.0,10.0,2.0,5.0,4.0,5.0,228.0
Staffordshire,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Staffordshire,Other equipment,Spit and bite guard,76.0,2.0,4.0,2.0,0.0,1.0,85.0
Staffordshire,Other equipment,Shield,5.0,0.0,0.0,0.0,0.0,0.0,5.0
Staffordshire,Less lethal weapons,*Total Less lethal weapons,170.0,5.0,8.0,1.0,3.0,4.0,191.0
Staffordshire,Less lethal weapons,CED of which,153.0,5.0,8.0,1.0,3.0,3.0,173.0
Staffordshire,Less lethal weapons,CED non-discharge,136.0,5.0,8.0,1.0,1.0,2.0,153.0
Staffordshire,Less lethal weapons,CED discharge,17.0,0.0,0.0,0.0,2.0,0.0,19.0
Staffordshire,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Staffordshire,Less lethal weapons,"AEP, of which",17.0,0.0,0.0,0.0,0.0,1.0,18.0
Staffordshire,Less lethal weapons,AEP drawn,14.0,0.0,0.0,0.0,0.0,1.0,15.0
Staffordshire,Less lethal weapons,AEP used,3.0,0.0,0.0,0.0,0.0,0.0,3.0
Staffordshire,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Staffordshire,Firearms,*Total Firearms,17.0,4.0,4.0,3.0,0.0,0.0,28.0
Staffordshire,Other,*Total Other,129.0,5.0,6.0,2.0,7.0,4.0,153.0
Staffordshire,Other,"Dog use, of which",50.0,1.0,4.0,2.0,3.0,3.0,63.0
Staffordshire,Other,Dog deployed,40.0,1.0,3.0,1.0,2.0,2.0,49.0
Staffordshire,Other,Dog bite,10.0,0.0,1.0,1.0,1.0,1.0,14.0
Staffordshire,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Staffordshire,Other,Other / improvised,79.0,4.0,2.0,0.0,4.0,1.0,90.0
Staffordshire,Not reported,*Total Not reported,12.0,1.0,0.0,0.0,0.0,1.0,14.0
Staffordshire,Tactical communication,Tactical communication,2366.0,94.0,105.0,62.0,29.0,38.0,2694.0
Suffolk,Total (excluding not reported and tactical communication),*Total Tactics,4898.0,518.0,58.0,0.0,17.0,200.0,5691.0
Suffolk,Restraint,*Total Restraint,2727.0,284.0,35.0,0.0,10.0,96.0,3152.0
Suffolk,Restraint,"Handcuffing, of which",2254.0,244.0,30.0,0.0,9.0,80.0,2617.0
Suffolk,Restraint,Compliant handcuffing,1199.0,129.0,22.0,0.0,6.0,49.0,1405.0
Suffolk,Restraint,Non-compliant handcuffing,1055.0,115.0,8.0,0.0,3.0,31.0,1212.0
Suffolk,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Suffolk,Restraint,Limb / Body restraints,168.0,10.0,1.0,0.0,0.0,7.0,186.0
Suffolk,Restraint,Ground restraint,305.0,30.0,4.0,0.0,1.0,9.0,349.0
Suffolk,Unarmed skills,*Total Unarmed skills,740.0,73.0,6.0,0.0,2.0,28.0,849.0
Suffolk,Other equipment,*Total Other equipment,298.0,32.0,3.0,0.0,4.0,15.0,352.0
Suffolk,Other equipment,"Baton, of which",13.0,0.0,0.0,0.0,1.0,3.0,17.0
Suffolk,Other equipment,Baton drawn,10.0,0.0,0.0,0.0,0.0,3.0,13.0
Suffolk,Other equipment,Baton used,3.0,0.0,0.0,0.0,1.0,0.0,4.0
Suffolk,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Suffolk,Other equipment,"Irritant spray, of which",220.0,27.0,3.0,0.0,3.0,10.0,263.0
Suffolk,Other equipment,Irritant spray - drawn,92.0,18.0,2.0,0.0,1.0,5.0,118.0
Suffolk,Other equipment,Irritant spray - used,128.0,9.0,1.0,0.0,2.0,5.0,145.0
Suffolk,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Suffolk,Other equipment,Spit and bite guard,62.0,2.0,0.0,0.0,0.0,2.0,66.0
Suffolk,Other equipment,Shield,3.0,3.0,0.0,0.0,0.0,0.0,6.0
Suffolk,Less lethal weapons,*Total Less lethal weapons,308.0,47.0,6.0,0.0,0.0,28.0,389.0
Suffolk,Less lethal weapons,CED of which,289.0,43.0,6.0,0.0,0.0,25.0,363.0
Suffolk,Less lethal weapons,CED non-discharge,:,:,:,:,:,:,:
Suffolk,Less lethal weapons,CED discharge,:,:,:,:,:,:,:
Suffolk,Less lethal weapons,CED not stated,289.0,43.0,6.0,0.0,0.0,25.0,363.0
Suffolk,Less lethal weapons,"AEP, of which",19.0,4.0,0.0,0.0,0.0,3.0,26.0
Suffolk,Less lethal weapons,AEP drawn,18.0,3.0,0.0,0.0,0.0,1.0,22.0
Suffolk,Less lethal weapons,AEP used,1.0,1.0,0.0,0.0,0.0,2.0,4.0
Suffolk,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Suffolk,Firearms,*Total Firearms,13.0,2.0,0.0,0.0,0.0,3.0,18.0
Suffolk,Other,*Total Other,812.0,80.0,8.0,0.0,1.0,30.0,931.0
Suffolk,Other,"Dog use, of which",9.0,0.0,0.0,0.0,0.0,0.0,9.0
Suffolk,Other,Dog deployed,4.0,0.0,0.0,0.0,0.0,0.0,4.0
Suffolk,Other,Dog bite,5.0,0.0,0.0,0.0,0.0,0.0,5.0
Suffolk,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Suffolk,Other,Other / improvised,803.0,80.0,8.0,0.0,1.0,30.0,922.0
Suffolk,Not reported,*Total Not reported,66.0,13.0,0.0,0.0,0.0,0.0,79.0
Suffolk,Tactical communication,Tactical communication,2064.0,211.0,22.0,0.0,5.0,85.0,2387.0
Surrey,Total (excluding not reported and tactical communication),*Total Tactics,6452.0,517.0,362.0,108.0,114.0,0.0,7553.0
Surrey,Restraint,*Total Restraint,3659.0,309.0,222.0,69.0,68.0,0.0,4327.0
Surrey,Restraint,"Handcuffing, of which",2951.0,277.0,186.0,60.0,57.0,0.0,3531.0
Surrey,Restraint,Compliant handcuffing,1548.0,189.0,128.0,34.0,38.0,0.0,1937.0
Surrey,Restraint,Non-compliant handcuffing,1403.0,88.0,58.0,26.0,19.0,0.0,1594.0
Surrey,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Surrey,Restraint,Limb / Body restraints,359.0,14.0,15.0,5.0,7.0,0.0,400.0
Surrey,Restraint,Ground restraint,349.0,18.0,21.0,4.0,4.0,0.0,396.0
Surrey,Unarmed skills,*Total Unarmed skills,1918.0,114.0,82.0,27.0,23.0,0.0,2164.0
Surrey,Other equipment,*Total Other equipment,329.0,36.0,14.0,6.0,2.0,0.0,387.0
Surrey,Other equipment,"Baton, of which",32.0,9.0,1.0,2.0,0.0,0.0,44.0
Surrey,Other equipment,Baton drawn,17.0,6.0,1.0,1.0,0.0,0.0,25.0
Surrey,Other equipment,Baton used,15.0,3.0,0.0,1.0,0.0,0.0,19.0
Surrey,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Surrey,Other equipment,"Irritant spray, of which",185.0,21.0,8.0,3.0,1.0,0.0,218.0
Surrey,Other equipment,Irritant spray - drawn,75.0,10.0,5.0,1.0,1.0,0.0,92.0
Surrey,Other equipment,Irritant spray - used,110.0,11.0,3.0,2.0,0.0,0.0,126.0
Surrey,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Surrey,Other equipment,Spit and bite guard,110.0,5.0,5.0,1.0,1.0,0.0,122.0
Surrey,Other equipment,Shield,2.0,1.0,0.0,0.0,0.0,0.0,3.0
Surrey,Less lethal weapons,*Total Less lethal weapons,362.0,42.0,31.0,3.0,8.0,0.0,446.0
Surrey,Less lethal weapons,CED of which,347.0,42.0,28.0,3.0,8.0,0.0,428.0
Surrey,Less lethal weapons,CED non-discharge,316.0,37.0,24.0,3.0,8.0,0.0,388.0
Surrey,Less lethal weapons,CED discharge,31.0,5.0,4.0,0.0,0.0,0.0,40.0
Surrey,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Surrey,Less lethal weapons,"AEP, of which",15.0,0.0,3.0,0.0,0.0,0.0,18.0
Surrey,Less lethal weapons,AEP drawn,15.0,0.0,3.0,0.0,0.0,0.0,18.0
Surrey,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Surrey,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Surrey,Firearms,*Total Firearms,40.0,3.0,12.0,2.0,6.0,0.0,63.0
Surrey,Other,*Total Other,144.0,13.0,1.0,1.0,7.0,0.0,166.0
Surrey,Other,"Dog use, of which",6.0,3.0,0.0,0.0,0.0,0.0,9.0
Surrey,Other,Dog deployed,5.0,3.0,0.0,0.0,0.0,0.0,8.0
Surrey,Other,Dog bite,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Surrey,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Surrey,Other,Other / improvised,138.0,10.0,1.0,1.0,7.0,0.0,157.0
Surrey,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Surrey,Tactical communication,Tactical communication,2654.0,205.0,151.0,49.0,42.0,0.0,3101.0
Sussex,Total (excluding not reported and tactical communication),*Total Tactics,20942.0,1635.0,641.0,484.0,208.0,180.0,24090.0
Sussex,Restraint,*Total Restraint,11206.0,902.0,362.0,258.0,131.0,82.0,12941.0
