Police Force,Type of force,Tactic,Mental,Physical,Physical and mental,None,Not reported,Number of times tactic reported
Staffordshire,Other,Other / improvised,10.0,0.0,1.0,95.0,0.0,106.0
Staffordshire,Not reported,*Total Not reported,0.0,0.0,0.0,6.0,0.0,6.0
Staffordshire,Tactical communication,Tactical communication,233.0,14.0,10.0,2268.0,0.0,2525.0
Suffolk,Total (excluding not reported and tactical communication),*Total Tactics,384.0,43.0,23.0,3989.0,0.0,4439.0
Suffolk,Restraint,*Total Restraint,206.0,25.0,11.0,2448.0,0.0,2690.0
Suffolk,Restraint,"Handcuffing, of which",144.0,23.0,10.0,2026.0,0.0,2203.0
Suffolk,Restraint,Compliant handcuffing,44.0,11.0,2.0,1107.0,0.0,1164.0
Suffolk,Restraint,Non-compliant handcuffing,100.0,12.0,8.0,919.0,0.0,1039.0
Suffolk,Restraint,Not stated handcuffing,0.0,0.0,0.0,0.0,0.0,0.0
Suffolk,Restraint,Limb / Body restraints,29.0,1.0,0.0,189.0,0.0,219.0
Suffolk,Restraint,Ground restraint,33.0,1.0,1.0,233.0,0.0,268.0
Suffolk,Unarmed skills,*Total Unarmed skills,81.0,9.0,7.0,646.0,0.0,743.0
Suffolk,Other equipment,*Total Other equipment,17.0,1.0,1.0,278.0,0.0,297.0
Suffolk,Other equipment,"Baton, of which",0.0,0.0,0.0,13.0,0.0,13.0
Suffolk,Other equipment,Baton drawn,0.0,0.0,0.0,8.0,0.0,8.0
Suffolk,Other equipment,Baton used,0.0,0.0,0.0,5.0,0.0,5.0
Suffolk,Other equipment,Not stated baton,0.0,0.0,0.0,0.0,0.0,0.0
Suffolk,Other equipment,"Irritant spray, of which",13.0,0.0,0.0,216.0,0.0,229.0
Suffolk,Other equipment,Irritant spray - drawn,6.0,0.0,0.0,95.0,0.0,101.0
Suffolk,Other equipment,Irritant spray - used,7.0,0.0,0.0,121.0,0.0,128.0
Suffolk,Other equipment,Not stated irritant spray,0.0,0.0,0.0,0.0,0.0,0.0
Suffolk,Other equipment,Spit and bite guard,4.0,1.0,1.0,46.0,0.0,52.0
Suffolk,Other equipment,Shield,0.0,0.0,0.0,3.0,0.0,3.0
Suffolk,Less lethal weapons,*Total Less lethal weapons,3.0,0.0,0.0,18.0,0.0,21.0
Suffolk,Less lethal weapons,CED,0.0,0.0,0.0,0.0,0.0,0.0
Suffolk,Less lethal weapons,"AEP, of which",3.0,0.0,0.0,18.0,0.0,21.0
Suffolk,Less lethal weapons,AEP aimed,3.0,0.0,0.0,18.0,0.0,21.0
Suffolk,Less lethal weapons,AEP fired,0.0,0.0,0.0,0.0,0.0,0.0
Suffolk,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,0.0,0.0,0.0
Suffolk,Firearms,*Total Firearms,2.0,0.0,0.0,24.0,0.0,26.0
Suffolk,Other,*Total Other,75.0,8.0,4.0,575.0,0.0,662.0
Suffolk,Other,"Dog use, of which",1.0,1.0,0.0,17.0,0.0,19.0
Suffolk,Other,Dog deployed,0.0,0.0,0.0,6.0,0.0,6.0
Suffolk,Other,Dog bite,1.0,1.0,0.0,11.0,0.0,13.0
Suffolk,Other,Not stated dog,0.0,0.0,0.0,0.0,0.0,0.0
Suffolk,Other,Other / improvised,74.0,7.0,4.0,558.0,0.0,643.0
Suffolk,Not reported,*Total Not reported,2.0,1.0,0.0,53.0,0.0,56.0
Suffolk,Tactical communication,Tactical communication,147.0,22.0,9.0,1555.0,0.0,1733.0
Surrey,Total (excluding not reported and tactical communication),*Total Tactics,921.0,11.0,17.0,7657.0,0.0,8606.0
Surrey,Restraint,*Total Restraint,519.0,6.0,9.0,5085.0,0.0,5619.0
Surrey,Restraint,"Handcuffing, of which",364.0,6.0,7.0,2463.0,0.0,2840.0
Surrey,Restraint,Compliant handcuffing,152.0,2.0,5.0,2172.0,0.0,2331.0
Surrey,Restraint,Non-compliant handcuffing,212.0,4.0,2.0,291.0,0.0,509.0
Surrey,Restraint,Not stated handcuffing,0.0,0.0,0.0,0.0,0.0,0.0
Surrey,Restraint,Limb / Body restraints,89.0,0.0,2.0,1417.0,0.0,1508.0
Surrey,Restraint,Ground restraint,66.0,0.0,0.0,1205.0,0.0,1271.0
Surrey,Unarmed skills,*Total Unarmed skills,289.0,3.0,5.0,583.0,0.0,880.0
Surrey,Other equipment,*Total Other equipment,65.0,0.0,0.0,324.0,0.0,389.0
Surrey,Other equipment,"Baton, of which",13.0,0.0,0.0,53.0,0.0,66.0
Surrey,Other equipment,Baton drawn,3.0,0.0,0.0,5.0,0.0,8.0
Surrey,Other equipment,Baton used,10.0,0.0,0.0,48.0,0.0,58.0
Surrey,Other equipment,Not stated baton,0.0,0.0,0.0,0.0,0.0,0.0
Surrey,Other equipment,"Irritant spray, of which",21.0,0.0,0.0,186.0,0.0,207.0
Surrey,Other equipment,Irritant spray - drawn,9.0,0.0,0.0,98.0,0.0,107.0
Surrey,Other equipment,Irritant spray - used,12.0,0.0,0.0,88.0,0.0,100.0
Surrey,Other equipment,Not stated irritant spray,0.0,0.0,0.0,0.0,0.0,0.0
Surrey,Other equipment,Spit and bite guard,27.0,0.0,0.0,84.0,0.0,111.0
Surrey,Other equipment,Shield,4.0,0.0,0.0,1.0,0.0,5.0
Surrey,Less lethal weapons,*Total Less lethal weapons,24.0,2.0,0.0,266.0,0.0,292.0
Surrey,Less lethal weapons,CED,24.0,2.0,0.0,261.0,0.0,287.0
Surrey,Less lethal weapons,"AEP, of which",0.0,0.0,0.0,5.0,0.0,5.0
Surrey,Less lethal weapons,AEP aimed,0.0,0.0,0.0,5.0,0.0,5.0
Surrey,Less lethal weapons,AEP fired,0.0,0.0,0.0,0.0,0.0,0.0
Surrey,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,0.0,0.0,0.0
Surrey,Firearms,*Total Firearms,3.0,0.0,0.0,75.0,0.0,78.0
Surrey,Other,*Total Other,21.0,0.0,3.0,1324.0,0.0,1348.0
Surrey,Other,"Dog use, of which",0.0,0.0,0.0,11.0,0.0,11.0
Surrey,Other,Dog deployed,0.0,0.0,0.0,8.0,0.0,8.0
Surrey,Other,Dog bite,0.0,0.0,0.0,3.0,0.0,3.0
Surrey,Other,Not stated dog,0.0,0.0,0.0,0.0,0.0,0.0
Surrey,Other,Other / improvised,21.0,0.0,3.0,1313.0,0.0,1337.0
Surrey,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0
Surrey,Tactical communication,Tactical communication,369.0,7.0,8.0,613.0,0.0,997.0
Sussex,Total (excluding not reported and tactical communication),*Total Tactics,4402.0,40.0,41.0,23007.0,0.0,27490.0
Sussex,Restraint,*Total Restraint,2340.0,17.0,14.0,12571.0,0.0,14942.0
Sussex,Restraint,"Handcuffing, of which",1178.0,14.0,11.0,6328.0,0.0,7531.0
Sussex,Restraint,Compliant handcuffing,0.0,0.0,0.0,0.0,0.0,0.0
Sussex,Restraint,Non-compliant handcuffing,0.0,0.0,0.0,0.0,0.0,0.0
Sussex,Restraint,Not stated handcuffing,1178.0,14.0,11.0,6328.0,0.0,7531.0
Sussex,Restraint,Limb / Body restraints,538.0,2.0,2.0,3545.0,0.0,4087.0
Sussex,Restraint,Ground restraint,624.0,1.0,1.0,2698.0,0.0,3324.0
Sussex,Unarmed skills,*Total Unarmed skills,1670.0,14.0,15.0,8690.0,0.0,10389.0
Sussex,Other equipment,*Total Other equipment,166.0,2.0,2.0,721.0,0.0,891.0
Sussex,Other equipment,"Baton, of which",42.0,0.0,0.0,152.0,0.0,194.0
Sussex,Other equipment,Baton drawn,5.0,0.0,0.0,31.0,0.0,36.0
Sussex,Other equipment,Baton used,11.0,0.0,0.0,18.0,0.0,29.0
Sussex,Other equipment,Not stated baton,26.0,0.0,0.0,103.0,0.0,129.0
Sussex,Other equipment,"Irritant spray, of which",108.0,1.0,2.0,527.0,0.0,638.0
Sussex,Other equipment,Irritant spray - drawn,32.0,0.0,2.0,72.0,0.0,106.0
Sussex,Other equipment,Irritant spray - used,28.0,1.0,0.0,81.0,0.0,110.0
Sussex,Other equipment,Not stated irritant spray,48.0,0.0,0.0,374.0,0.0,422.0
Sussex,Other equipment,Spit and bite guard,9.0,1.0,0.0,42.0,0.0,52.0
Sussex,Other equipment,Shield,7.0,0.0,0.0,0.0,0.0,7.0
Sussex,Less lethal weapons,*Total Less lethal weapons,79.0,2.0,5.0,307.0,0.0,393.0
Sussex,Less lethal weapons,CED,78.0,2.0,4.0,307.0,0.0,391.0
Sussex,Less lethal weapons,"AEP, of which",1.0,0.0,1.0,0.0,0.0,2.0
Sussex,Less lethal weapons,AEP aimed,1.0,0.0,1.0,0.0,0.0,2.0
Sussex,Less lethal weapons,AEP fired,0.0,0.0,0.0,0.0,0.0,0.0
Sussex,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,0.0,0.0,0.0
Sussex,Firearms,*Total Firearms,10.0,0.0,1.0,117.0,0.0,128.0
Sussex,Other,*Total Other,137.0,5.0,4.0,601.0,0.0,747.0
Sussex,Other,"Dog use, of which",4.0,0.0,0.0,68.0,0.0,72.0
Sussex,Other,Dog deployed,2.0,0.0,0.0,19.0,0.0,21.0
Sussex,Other,Dog bite,0.0,0.0,0.0,10.0,0.0,10.0
Sussex,Other,Not stated dog,2.0,0.0,0.0,39.0,0.0,41.0
Sussex,Other,Other / improvised,133.0,5.0,4.0,533.0,0.0,675.0
Sussex,Not reported,*Total Not reported,23.0,0.0,0.0,251.0,0.0,274.0
Sussex,Tactical communication,Tactical communication,651.0,13.0,17.0,1330.0,0.0,2011.0
Thames Valley,Total (excluding not reported and tactical communication),*Total Tactics,2155.0,123.0,87.0,25911.0,0.0,28276.0
Thames Valley,Restraint,*Total Restraint,1281.0,73.0,42.0,15880.0,0.0,17276.0
Thames Valley,Restraint,"Handcuffing, of which",681.0,53.0,26.0,10431.0,0.0,11191.0
Thames Valley,Restraint,Compliant handcuffing,156.0,26.0,1.0,4556.0,0.0,4739.0
Thames Valley,Restraint,Non-compliant handcuffing,502.0,27.0,24.0,5578.0,0.0,6131.0
Thames Valley,Restraint,Not stated handcuffing,23.0,0.0,1.0,297.0,0.0,321.0
Thames Valley,Restraint,Limb / Body restraints,168.0,5.0,4.0,852.0,0.0,1029.0
Thames Valley,Restraint,Ground restraint,432.0,15.0,12.0,4597.0,0.0,5056.0
Thames Valley,Unarmed skills,*Total Unarmed skills,663.0,38.0,35.0,7004.0,0.0,7740.0
Thames Valley,Other equipment,*Total Other equipment,114.0,6.0,1.0,1489.0,0.0,1610.0
Thames Valley,Other equipment,"Baton, of which",29.0,0.0,0.0,309.0,0.0,338.0
Thames Valley,Other equipment,Baton drawn,5.0,0.0,0.0,113.0,0.0,118.0
Thames Valley,Other equipment,Baton used,13.0,0.0,0.0,119.0,0.0,132.0
Thames Valley,Other equipment,Not stated baton,11.0,0.0,0.0,77.0,0.0,88.0
Thames Valley,Other equipment,"Irritant spray, of which",64.0,4.0,1.0,878.0,0.0,947.0
Thames Valley,Other equipment,Irritant spray - drawn,18.0,4.0,1.0,316.0,0.0,339.0
Thames Valley,Other equipment,Irritant spray - used,46.0,0.0,0.0,562.0,0.0,608.0
Thames Valley,Other equipment,Not stated irritant spray,0.0,0.0,0.0,0.0,0.0,0.0
Thames Valley,Other equipment,Spit and bite guard,17.0,2.0,0.0,264.0,0.0,283.0
Thames Valley,Other equipment,Shield,4.0,0.0,0.0,38.0,0.0,42.0
Thames Valley,Less lethal weapons,*Total Less lethal weapons,50.0,3.0,5.0,734.0,0.0,792.0
Thames Valley,Less lethal weapons,CED,47.0,3.0,5.0,723.0,0.0,778.0
Thames Valley,Less lethal weapons,"AEP, of which",3.0,0.0,0.0,11.0,0.0,14.0
Thames Valley,Less lethal weapons,AEP aimed,2.0,0.0,0.0,10.0,0.0,12.0
Thames Valley,Less lethal weapons,AEP fired,1.0,0.0,0.0,0.0,0.0,1.0
Thames Valley,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,1.0,0.0,1.0
Thames Valley,Firearms,*Total Firearms,4.0,0.0,0.0,58.0,0.0,62.0
Thames Valley,Other,*Total Other,43.0,3.0,4.0,746.0,0.0,796.0
Thames Valley,Other,"Dog use, of which",1.0,0.0,0.0,87.0,0.0,88.0
Thames Valley,Other,Dog deployed,1.0,0.0,0.0,57.0,0.0,58.0
Thames Valley,Other,Dog bite,0.0,0.0,0.0,27.0,0.0,27.0
Thames Valley,Other,Not stated dog,0.0,0.0,0.0,3.0,0.0,3.0
Thames Valley,Other,Other / improvised,42.0,3.0,4.0,659.0,0.0,708.0
Thames Valley,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0
Thames Valley,Tactical communication,Tactical communication,936.0,71.0,45.0,13014.0,0.0,14066.0
Warwickshire,Total (excluding not reported and tactical communication),*Total Tactics,344.0,18.0,0.0,2110.0,0.0,2472.0
Warwickshire,Restraint,*Total Restraint,199.0,7.0,0.0,1171.0,0.0,1377.0
Warwickshire,Restraint,"Handcuffing, of which",140.0,5.0,0.0,872.0,0.0,1017.0
Warwickshire,Restraint,Compliant handcuffing,53.0,2.0,0.0,389.0,0.0,444.0
Warwickshire,Restraint,Non-compliant handcuffing,87.0,3.0,0.0,483.0,0.0,573.0
Warwickshire,Restraint,Not stated handcuffing,0.0,0.0,0.0,0.0,0.0,0.0
Warwickshire,Restraint,Limb / Body restraints,10.0,1.0,0.0,25.0,0.0,36.0
Warwickshire,Restraint,Ground restraint,49.0,1.0,0.0,274.0,0.0,324.0
Warwickshire,Unarmed skills,*Total Unarmed skills,73.0,4.0,0.0,455.0,0.0,532.0
Warwickshire,Other equipment,*Total Other equipment,18.0,1.0,0.0,179.0,0.0,198.0
Warwickshire,Other equipment,"Baton, of which",1.0,0.0,0.0,34.0,0.0,35.0
Warwickshire,Other equipment,Baton drawn,1.0,0.0,0.0,21.0,0.0,22.0
Warwickshire,Other equipment,Baton used,0.0,0.0,0.0,13.0,0.0,13.0
Warwickshire,Other equipment,Not stated baton,0.0,0.0,0.0,0.0,0.0,0.0
Warwickshire,Other equipment,"Irritant spray, of which",12.0,0.0,0.0,102.0,0.0,114.0
Warwickshire,Other equipment,Irritant spray - drawn,7.0,0.0,0.0,42.0,0.0,49.0
Warwickshire,Other equipment,Irritant spray - used,5.0,0.0,0.0,60.0,0.0,65.0
Warwickshire,Other equipment,Not stated irritant spray,0.0,0.0,0.0,0.0,0.0,0.0
Warwickshire,Other equipment,Spit and bite guard,5.0,1.0,0.0,37.0,0.0,43.0
Warwickshire,Other equipment,Shield,0.0,0.0,0.0,6.0,0.0,6.0
Warwickshire,Less lethal weapons,*Total Less lethal weapons,0.0,0.0,0.0,1.0,0.0,1.0
Warwickshire,Less lethal weapons,CED,0.0,0.0,0.0,0.0,0.0,0.0
Warwickshire,Less lethal weapons,"AEP, of which",0.0,0.0,0.0,1.0,0.0,1.0
Warwickshire,Less lethal weapons,AEP aimed,0.0,0.0,0.0,0.0,0.0,0.0
Warwickshire,Less lethal weapons,AEP fired,0.0,0.0,0.0,1.0,0.0,1.0
Warwickshire,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,0.0,0.0,0.0
Warwickshire,Firearms,*Total Firearms,5.0,2.0,0.0,53.0,0.0,60.0
Warwickshire,Other,*Total Other,49.0,4.0,0.0,251.0,0.0,304.0
Warwickshire,Other,"Dog use, of which",1.0,0.0,0.0,36.0,0.0,37.0
Warwickshire,Other,Dog deployed,1.0,0.0,0.0,34.0,0.0,35.0
Warwickshire,Other,Dog bite,0.0,0.0,0.0,2.0,0.0,2.0
Warwickshire,Other,Not stated dog,0.0,0.0,0.0,0.0,0.0,0.0
Warwickshire,Other,Other / improvised,48.0,4.0,0.0,215.0,0.0,267.0
Warwickshire,Not reported,*Total Not reported,16.0,2.0,0.0,37.0,0.0,55.0
Warwickshire,Tactical communication,Tactical communication,72.0,2.0,0.0,410.0,0.0,484.0
West Mercia,Total (excluding not reported and tactical communication),*Total Tactics,1673.0,116.0,0.0,9408.0,0.0,11197.0
West Mercia,Restraint,*Total Restraint,918.0,45.0,0.0,5002.0,0.0,5965.0
West Mercia,Restraint,"Handcuffing, of which",581.0,33.0,0.0,3395.0,0.0,4009.0
West Mercia,Restraint,Compliant handcuffing,154.0,13.0,0.0,1595.0,0.0,1762.0
West Mercia,Restraint,Non-compliant handcuffing,427.0,20.0,0.0,1800.0,0.0,2247.0
West Mercia,Restraint,Not stated handcuffing,0.0,0.0,0.0,0.0,0.0,0.0
West Mercia,Restraint,Limb / Body restraints,63.0,1.0,0.0,170.0,0.0,234.0
West Mercia,Restraint,Ground restraint,274.0,11.0,0.0,1437.0,0.0,1722.0
West Mercia,Unarmed skills,*Total Unarmed skills,402.0,21.0,0.0,2228.0,0.0,2651.0
West Mercia,Other equipment,*Total Other equipment,99.0,6.0,0.0,642.0,0.0,747.0
West Mercia,Other equipment,"Baton, of which",9.0,2.0,0.0,131.0,0.0,142.0
West Mercia,Other equipment,Baton drawn,8.0,1.0,0.0,76.0,0.0,85.0
West Mercia,Other equipment,Baton used,1.0,1.0,0.0,55.0,0.0,57.0
West Mercia,Other equipment,Not stated baton,0.0,0.0,0.0,0.0,0.0,0.0
West Mercia,Other equipment,"Irritant spray, of which",46.0,3.0,0.0,380.0,0.0,429.0
West Mercia,Other equipment,Irritant spray - drawn,24.0,2.0,0.0,172.0,0.0,198.0
West Mercia,Other equipment,Irritant spray - used,22.0,1.0,0.0,208.0,0.0,231.0
West Mercia,Other equipment,Not stated irritant spray,0.0,0.0,0.0,0.0,0.0,0.0
West Mercia,Other equipment,Spit and bite guard,37.0,1.0,0.0,116.0,0.0,154.0
West Mercia,Other equipment,Shield,7.0,0.0,0.0,15.0,0.0,22.0
West Mercia,Less lethal weapons,*Total Less lethal weapons,0.0,0.0,0.0,7.0,0.0,7.0
West Mercia,Less lethal weapons,CED,0.0,0.0,0.0,0.0,0.0,0.0
West Mercia,Less lethal weapons,"AEP, of which",0.0,0.0,0.0,7.0,0.0,7.0
West Mercia,Less lethal weapons,AEP aimed,0.0,0.0,0.0,7.0,0.0,7.0
West Mercia,Less lethal weapons,AEP fired,0.0,0.0,0.0,0.0,0.0,0.0
West Mercia,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,0.0,0.0,0.0
West Mercia,Firearms,*Total Firearms,11.0,1.0,0.0,129.0,0.0,141.0
West Mercia,Other,*Total Other,243.0,43.0,0.0,1400.0,0.0,1686.0
West Mercia,Other,"Dog use, of which",12.0,1.0,0.0,164.0,0.0,177.0
West Mercia,Other,Dog deployed,12.0,1.0,0.0,142.0,0.0,155.0
West Mercia,Other,Dog bite,0.0,0.0,0.0,22.0,0.0,22.0
West Mercia,Other,Not stated dog,0.0,0.0,0.0,0.0,0.0,0.0
West Mercia,Other,Other / improvised,231.0,42.0,0.0,1236.0,0.0,1509.0
West Mercia,Not reported,*Total Not reported,29.0,4.0,0.0,111.0,0.0,144.0
West Mercia,Tactical communication,Tactical communication,366.0,14.0,0.0,1699.0,0.0,2079.0
West Midlands,Total (excluding not reported and tactical communication),*Total Tactics,897.0,102.0,36.0,11225.0,0.0,12260.0
West Midlands,Restraint,*Total Restraint,436.0,38.0,17.0,4517.0,0.0,5008.0
West Midlands,Restraint,"Handcuffing, of which",246.0,20.0,13.0,2661.0,0.0,2940.0
West Midlands,Restraint,Compliant handcuffing,0.0,0.0,0.0,0.0,0.0,0.0
West Midlands,Restraint,Non-compliant handcuffing,246.0,20.0,13.0,2661.0,0.0,2940.0
West Midlands,Restraint,Not stated handcuffing,0.0,0.0,0.0,0.0,0.0,0.0
West Midlands,Restraint,Limb / Body restraints,89.0,7.0,0.0,454.0,0.0,550.0
West Midlands,Restraint,Ground restraint,101.0,11.0,4.0,1402.0,0.0,1518.0
West Midlands,Unarmed skills,*Total Unarmed skills,262.0,38.0,10.0,3494.0,0.0,3804.0
West Midlands,Other equipment,*Total Other equipment,78.0,9.0,3.0,1290.0,0.0,1380.0
West Midlands,Other equipment,"Baton, of which",7.0,0.0,0.0,265.0,0.0,272.0
West Midlands,Other equipment,Baton drawn,0.0,0.0,0.0,0.0,0.0,0.0
West Midlands,Other equipment,Baton used,7.0,0.0,0.0,265.0,0.0,272.0
West Midlands,Other equipment,Not stated baton,0.0,0.0,0.0,0.0,0.0,0.0
West Midlands,Other equipment,"Irritant spray, of which",44.0,4.0,1.0,786.0,0.0,835.0
West Midlands,Other equipment,Irritant spray - drawn,0.0,0.0,0.0,0.0,0.0,0.0
West Midlands,Other equipment,Irritant spray - used,44.0,4.0,1.0,786.0,0.0,835.0
West Midlands,Other equipment,Not stated irritant spray,0.0,0.0,0.0,0.0,0.0,0.0
West Midlands,Other equipment,Spit and bite guard,26.0,5.0,2.0,216.0,0.0,249.0
West Midlands,Other equipment,Shield,1.0,0.0,0.0,23.0,0.0,24.0
West Midlands,Less lethal weapons,*Total Less lethal weapons,62.0,6.0,3.0,664.0,0.0,735.0
West Midlands,Less lethal weapons,CED,60.0,5.0,3.0,638.0,0.0,706.0
West Midlands,Less lethal weapons,"AEP, of which",2.0,1.0,0.0,26.0,0.0,29.0
West Midlands,Less lethal weapons,AEP aimed,1.0,0.0,0.0,24.0,0.0,25.0
West Midlands,Less lethal weapons,AEP fired,1.0,1.0,0.0,2.0,0.0,4.0
West Midlands,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,0.0,0.0,0.0
West Midlands,Firearms,*Total Firearms,11.0,6.0,1.0,585.0,0.0,603.0
West Midlands,Other,*Total Other,48.0,5.0,2.0,675.0,0.0,730.0
West Midlands,Other,"Dog use, of which",0.0,0.0,0.0,116.0,0.0,116.0
West Midlands,Other,Dog deployed,0.0,0.0,0.0,0.0,0.0,0.0
West Midlands,Other,Dog bite,0.0,0.0,0.0,116.0,0.0,116.0
West Midlands,Other,Not stated dog,0.0,0.0,0.0,0.0,0.0,0.0
West Midlands,Other,Other / improvised,48.0,5.0,2.0,559.0,0.0,614.0
West Midlands,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0
West Midlands,Tactical communication,Tactical communication,0.0,0.0,0.0,0.0,0.0,0.0
West Yorkshire,Total (excluding not reported and tactical communication),*Total Tactics,5498.0,108.0,126.0,15314.0,359.0,21405.0
West Yorkshire,Restraint,*Total Restraint,2948.0,60.0,60.0,9299.0,76.0,12443.0
West Yorkshire,Restraint,"Handcuffing, of which",2435.0,57.0,51.0,8563.0,62.0,11168.0
West Yorkshire,Restraint,Compliant handcuffing,1052.0,29.0,16.0,5811.0,34.0,6942.0
West Yorkshire,Restraint,Non-compliant handcuffing,1383.0,28.0,35.0,2752.0,28.0,4226.0
West Yorkshire,Restraint,Not stated handcuffing,0.0,0.0,0.0,0.0,0.0,0.0
West Yorkshire,Restraint,Limb / Body restraints,276.0,1.0,4.0,338.0,7.0,626.0
West Yorkshire,Restraint,Ground restraint,237.0,2.0,5.0,398.0,7.0,649.0
West Yorkshire,Unarmed skills,*Total Unarmed skills,1721.0,33.0,39.0,3859.0,139.0,5791.0
West Yorkshire,Other equipment,*Total Other equipment,431.0,7.0,13.0,1096.0,65.0,1612.0
West Yorkshire,Other equipment,"Baton, of which",36.0,1.0,1.0,134.0,23.0,195.0
West Yorkshire,Other equipment,Baton drawn,21.0,1.0,0.0,82.0,19.0,123.0
West Yorkshire,Other equipment,Baton used,15.0,0.0,1.0,52.0,4.0,72.0
West Yorkshire,Other equipment,Not stated baton,0.0,0.0,0.0,0.0,0.0,0.0
West Yorkshire,Other equipment,"Irritant spray, of which",291.0,5.0,8.0,806.0,39.0,1149.0
West Yorkshire,Other equipment,Irritant spray - drawn,108.0,2.0,5.0,297.0,14.0,426.0
West Yorkshire,Other equipment,Irritant spray - used,183.0,3.0,3.0,509.0,25.0,723.0
West Yorkshire,Other equipment,Not stated irritant spray,0.0,0.0,0.0,0.0,0.0,0.0
West Yorkshire,Other equipment,Spit and bite guard,92.0,1.0,4.0,149.0,2.0,248.0
West Yorkshire,Other equipment,Shield,12.0,0.0,0.0,7.0,1.0,20.0
West Yorkshire,Less lethal weapons,*Total Less lethal weapons,274.0,3.0,4.0,542.0,16.0,839.0
West Yorkshire,Less lethal weapons,CED,269.0,2.0,3.0,502.0,8.0,784.0
West Yorkshire,Less lethal weapons,"AEP, of which",5.0,1.0,1.0,40.0,8.0,55.0
West Yorkshire,Less lethal weapons,AEP aimed,5.0,1.0,1.0,40.0,8.0,55.0
West Yorkshire,Less lethal weapons,AEP fired,0.0,0.0,0.0,0.0,0.0,0.0
West Yorkshire,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,0.0,0.0,0.0
West Yorkshire,Firearms,*Total Firearms,29.0,2.0,4.0,313.0,32.0,380.0
West Yorkshire,Other,*Total Other,95.0,3.0,6.0,205.0,31.0,340.0
West Yorkshire,Other,"Dog use, of which",11.0,0.0,1.0,59.0,18.0,89.0
West Yorkshire,Other,Dog deployed,10.0,0.0,1.0,50.0,18.0,79.0
West Yorkshire,Other,Dog bite,1.0,0.0,0.0,9.0,0.0,10.0
West Yorkshire,Other,Not stated dog,0.0,0.0,0.0,0.0,0.0,0.0
West Yorkshire,Other,Other / improvised,84.0,3.0,5.0,146.0,13.0,251.0
West Yorkshire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,67.0,67.0
West Yorkshire,Tactical communication,Tactical communication,2622.0,59.0,56.0,7059.0,211.0,10007.0
Wiltshire,Total (excluding not reported and tactical communication),*Total Tactics,143.0,16.0,11.0,1586.0,797.0,2553.0
Wiltshire,Restraint,*Total Restraint,54.0,5.0,3.0,664.0,647.0,1373.0
Wiltshire,Restraint,"Handcuffing, of which",36.0,3.0,1.0,411.0,607.0,1058.0
Wiltshire,Restraint,Compliant handcuffing,11.0,1.0,0.0,174.0,247.0,433.0
Wiltshire,Restraint,Non-compliant handcuffing,25.0,2.0,1.0,237.0,0.0,265.0
Wiltshire,Restraint,Not stated handcuffing,0.0,0.0,0.0,0.0,360.0,360.0
Wiltshire,Restraint,Limb / Body restraints,2.0,0.0,1.0,51.0,40.0,94.0
Wiltshire,Restraint,Ground restraint,16.0,2.0,1.0,202.0,0.0,221.0
Wiltshire,Unarmed skills,*Total Unarmed skills,51.0,7.0,4.0,599.0,19.0,680.0
Wiltshire,Other equipment,*Total Other equipment,8.0,1.0,1.0,71.0,32.0,113.0
Wiltshire,Other equipment,"Baton, of which",4.0,1.0,0.0,20.0,7.0,32.0
Wiltshire,Other equipment,Baton drawn,0.0,1.0,0.0,9.0,0.0,10.0
Wiltshire,Other equipment,Baton used,4.0,0.0,0.0,11.0,0.0,15.0
Wiltshire,Other equipment,Not stated baton,0.0,0.0,0.0,0.0,7.0,7.0
Wiltshire,Other equipment,"Irritant spray, of which",4.0,0.0,1.0,49.0,22.0,76.0
Wiltshire,Other equipment,Irritant spray - drawn,0.0,0.0,0.0,12.0,0.0,12.0
Wiltshire,Other equipment,Irritant spray - used,4.0,0.0,1.0,37.0,0.0,42.0
Wiltshire,Other equipment,Not stated irritant spray,0.0,0.0,0.0,0.0,22.0,22.0
Wiltshire,Other equipment,Spit and bite guard,0.0,0.0,0.0,0.0,3.0,3.0
Wiltshire,Other equipment,Shield,0.0,0.0,0.0,2.0,0.0,2.0
Wiltshire,Less lethal weapons,*Total Less lethal weapons,28.0,2.0,3.0,211.0,66.0,310.0
Wiltshire,Less lethal weapons,CED,27.0,2.0,3.0,211.0,66.0,309.0
Wiltshire,Less lethal weapons,"AEP, of which",1.0,0.0,0.0,0.0,0.0,1.0
Wiltshire,Less lethal weapons,AEP aimed,1.0,0.0,0.0,0.0,0.0,1.0
Wiltshire,Less lethal weapons,AEP fired,0.0,0.0,0.0,0.0,0.0,0.0
Wiltshire,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,0.0,0.0,0.0
