Police Force,Type of force,Tactic,Under 11 years,11 - 17 years,18 - 34 years,35 - 49 years,50 - 64 years,65 and over,Not reported,Number of times tactic reported
Northamptonshire,Less lethal weapons,"AEP, of which",0.0,1.0,15.0,0.0,1.0,0.0,0.0,17.0
Northamptonshire,Less lethal weapons,AEP aimed,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0
Northamptonshire,Less lethal weapons,AEP fired,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northamptonshire,Less lethal weapons,Not stated AEP,0.0,1.0,6.0,0.0,1.0,0.0,0.0,8.0
Northamptonshire,Firearms,*Total Firearms,0.0,2.0,53.0,16.0,9.0,0.0,0.0,80.0
Northamptonshire,Other,*Total Other,0.0,102.0,441.0,188.0,35.0,4.0,0.0,770.0
Northamptonshire,Other,"Dog use, of which",0.0,24.0,48.0,19.0,2.0,0.0,0.0,93.0
Northamptonshire,Other,Dog deployed,0.0,19.0,40.0,14.0,2.0,0.0,0.0,75.0
Northamptonshire,Other,Dog bite,0.0,5.0,8.0,5.0,0.0,0.0,0.0,18.0
Northamptonshire,Other,Not stated dog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northamptonshire,Other,Other / improvised,0.0,78.0,393.0,169.0,33.0,4.0,0.0,677.0
Northamptonshire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northamptonshire,Tactical communication,Tactical communication,4.0,363.0,1746.0,780.0,196.0,15.0,0.0,3104.0
Northumbria,Total (excluding not reported and tactical communication),*Total Tactics,29.0,2387.0,15916.0,6901.0,1366.0,100.0,13.0,26712.0
Northumbria,Restraint,*Total Restraint,12.0,1705.0,11753.0,5198.0,1031.0,67.0,8.0,19774.0
Northumbria,Restraint,"Handcuffing, of which",3.0,1282.0,9158.0,4223.0,899.0,55.0,6.0,15626.0
Northumbria,Restraint,Compliant handcuffing,2.0,868.0,6540.0,3184.0,688.0,45.0,3.0,11330.0
Northumbria,Restraint,Non-compliant handcuffing,1.0,414.0,2618.0,1039.0,211.0,10.0,3.0,4296.0
Northumbria,Restraint,Not stated handcuffing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northumbria,Restraint,Limb / Body restraints,1.0,63.0,331.0,108.0,14.0,1.0,0.0,518.0
Northumbria,Restraint,Ground restraint,8.0,360.0,2264.0,867.0,118.0,11.0,2.0,3630.0
Northumbria,Unarmed skills,*Total Unarmed skills,10.0,557.0,2969.0,1214.0,249.0,27.0,4.0,5030.0
Northumbria,Other equipment,*Total Other equipment,0.0,45.0,509.0,226.0,22.0,2.0,0.0,804.0
Northumbria,Other equipment,"Baton, of which",0.0,14.0,127.0,66.0,8.0,0.0,0.0,215.0
Northumbria,Other equipment,Baton drawn,0.0,11.0,98.0,50.0,7.0,0.0,0.0,166.0
Northumbria,Other equipment,Baton used,0.0,3.0,29.0,16.0,1.0,0.0,0.0,49.0
Northumbria,Other equipment,Not stated baton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northumbria,Other equipment,"Irritant spray, of which",0.0,14.0,209.0,71.0,8.0,0.0,0.0,302.0
Northumbria,Other equipment,Irritant spray - drawn,0.0,9.0,98.0,36.0,4.0,0.0,0.0,147.0
Northumbria,Other equipment,Irritant spray - used,0.0,5.0,111.0,35.0,4.0,0.0,0.0,155.0
Northumbria,Other equipment,Not stated irritant spray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northumbria,Other equipment,Spit and bite guard,0.0,17.0,155.0,81.0,4.0,2.0,0.0,259.0
Northumbria,Other equipment,Shield,0.0,0.0,18.0,8.0,2.0,0.0,0.0,28.0
Northumbria,Less lethal weapons,*Total Less lethal weapons,0.0,6.0,188.0,72.0,18.0,0.0,0.0,284.0
Northumbria,Less lethal weapons,CED,0.0,6.0,157.0,64.0,15.0,0.0,0.0,242.0
Northumbria,Less lethal weapons,"AEP, of which",0.0,0.0,31.0,8.0,3.0,0.0,0.0,42.0
Northumbria,Less lethal weapons,AEP aimed,0.0,0.0,31.0,8.0,3.0,0.0,0.0,42.0
Northumbria,Less lethal weapons,AEP fired,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northumbria,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northumbria,Firearms,*Total Firearms,3.0,3.0,93.0,28.0,11.0,0.0,0.0,138.0
Northumbria,Other,*Total Other,4.0,71.0,404.0,163.0,35.0,4.0,1.0,682.0
Northumbria,Other,"Dog use, of which",0.0,19.0,86.0,30.0,2.0,0.0,0.0,137.0
Northumbria,Other,Dog deployed,0.0,13.0,69.0,24.0,2.0,0.0,0.0,108.0
Northumbria,Other,Dog bite,0.0,6.0,17.0,6.0,0.0,0.0,0.0,29.0
Northumbria,Other,Not stated dog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northumbria,Other,Other / improvised,4.0,52.0,318.0,133.0,33.0,4.0,1.0,545.0
Northumbria,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northumbria,Tactical communication,Tactical communication,17.0,1408.0,9394.0,4340.0,935.0,65.0,5.0,16164.0
Nottinghamshire,Total (excluding not reported and tactical communication),*Total Tactics,9.0,676.0,3817.0,1901.0,399.0,35.0,0.0,6837.0
Nottinghamshire,Restraint,*Total Restraint,0.0,385.0,2259.0,1141.0,243.0,19.0,0.0,4047.0
Nottinghamshire,Restraint,"Handcuffing, of which",0.0,358.0,2119.0,1093.0,240.0,18.0,0.0,3828.0
Nottinghamshire,Restraint,Compliant handcuffing,0.0,171.0,1140.0,603.0,126.0,9.0,0.0,2049.0
Nottinghamshire,Restraint,Non-compliant handcuffing,0.0,187.0,979.0,490.0,114.0,9.0,0.0,1779.0
Nottinghamshire,Restraint,Not stated handcuffing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nottinghamshire,Restraint,Limb / Body restraints,0.0,27.0,140.0,48.0,3.0,1.0,0.0,219.0
Nottinghamshire,Restraint,Ground restraint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nottinghamshire,Unarmed skills,*Total Unarmed skills,7.0,192.0,903.0,444.0,95.0,13.0,0.0,1654.0
Nottinghamshire,Other equipment,*Total Other equipment,0.0,10.0,164.0,62.0,11.0,0.0,0.0,247.0
Nottinghamshire,Other equipment,"Baton, of which",0.0,2.0,68.0,23.0,6.0,0.0,0.0,99.0
Nottinghamshire,Other equipment,Baton drawn,0.0,2.0,44.0,13.0,4.0,0.0,0.0,63.0
Nottinghamshire,Other equipment,Baton used,0.0,0.0,24.0,10.0,2.0,0.0,0.0,36.0
Nottinghamshire,Other equipment,Not stated baton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nottinghamshire,Other equipment,"Irritant spray, of which",0.0,8.0,69.0,35.0,5.0,0.0,0.0,117.0
Nottinghamshire,Other equipment,Irritant spray - drawn,0.0,4.0,36.0,18.0,4.0,0.0,0.0,62.0
Nottinghamshire,Other equipment,Irritant spray - used,0.0,4.0,33.0,17.0,1.0,0.0,0.0,55.0
Nottinghamshire,Other equipment,Not stated irritant spray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nottinghamshire,Other equipment,Spit and bite guard,0.0,0.0,17.0,1.0,0.0,0.0,0.0,18.0
Nottinghamshire,Other equipment,Shield,0.0,0.0,10.0,3.0,0.0,0.0,0.0,13.0
Nottinghamshire,Less lethal weapons,*Total Less lethal weapons,0.0,10.0,125.0,58.0,9.0,0.0,0.0,202.0
Nottinghamshire,Less lethal weapons,CED,0.0,10.0,122.0,56.0,9.0,0.0,0.0,197.0
Nottinghamshire,Less lethal weapons,"AEP, of which",0.0,0.0,3.0,2.0,0.0,0.0,0.0,5.0
Nottinghamshire,Less lethal weapons,AEP aimed,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
Nottinghamshire,Less lethal weapons,AEP fired,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0
Nottinghamshire,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nottinghamshire,Firearms,*Total Firearms,0.0,0.0,5.0,1.0,1.0,0.0,0.0,7.0
Nottinghamshire,Other,*Total Other,2.0,79.0,361.0,195.0,40.0,3.0,0.0,680.0
Nottinghamshire,Other,"Dog use, of which",0.0,7.0,20.0,5.0,2.0,0.0,0.0,34.0
Nottinghamshire,Other,Dog deployed,0.0,5.0,12.0,1.0,1.0,0.0,0.0,19.0
Nottinghamshire,Other,Dog bite,0.0,2.0,8.0,4.0,1.0,0.0,0.0,15.0
Nottinghamshire,Other,Not stated dog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nottinghamshire,Other,Other / improvised,2.0,72.0,341.0,190.0,38.0,3.0,0.0,646.0
Nottinghamshire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nottinghamshire,Tactical communication,Tactical communication,3.0,260.0,1350.0,649.0,151.0,16.0,0.0,2429.0
South Wales,Total (excluding not reported and tactical communication),*Total Tactics,103.0,2126.0,15534.0,6711.0,1471.0,140.0,1251.0,27336.0
South Wales,Restraint,*Total Restraint,64.0,1390.0,10825.0,4838.0,1051.0,74.0,878.0,19120.0
South Wales,Restraint,"Handcuffing, of which",56.0,1131.0,9045.0,4270.0,970.0,66.0,767.0,16305.0
South Wales,Restraint,Compliant handcuffing,38.0,712.0,6247.0,3059.0,706.0,42.0,542.0,11346.0
South Wales,Restraint,Non-compliant handcuffing,18.0,419.0,2798.0,1211.0,264.0,24.0,225.0,4959.0
South Wales,Restraint,Not stated handcuffing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Wales,Restraint,Limb / Body restraints,1.0,51.0,300.0,80.0,20.0,1.0,21.0,474.0
South Wales,Restraint,Ground restraint,7.0,208.0,1480.0,488.0,61.0,7.0,90.0,2341.0
South Wales,Unarmed skills,*Total Unarmed skills,25.0,553.0,3382.0,1353.0,293.0,44.0,245.0,5895.0
South Wales,Other equipment,*Total Other equipment,3.0,38.0,330.0,107.0,27.0,0.0,20.0,525.0
South Wales,Other equipment,"Baton, of which",0.0,8.0,71.0,16.0,6.0,0.0,1.0,102.0
South Wales,Other equipment,Baton drawn,0.0,5.0,46.0,12.0,3.0,0.0,1.0,67.0
South Wales,Other equipment,Baton used,0.0,3.0,25.0,4.0,3.0,0.0,0.0,35.0
South Wales,Other equipment,Not stated baton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Wales,Other equipment,"Irritant spray, of which",2.0,15.0,142.0,43.0,11.0,0.0,10.0,223.0
South Wales,Other equipment,Irritant spray - drawn,1.0,11.0,77.0,22.0,7.0,0.0,6.0,124.0
South Wales,Other equipment,Irritant spray - used,1.0,4.0,65.0,21.0,4.0,0.0,4.0,99.0
South Wales,Other equipment,Not stated irritant spray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Wales,Other equipment,Spit and bite guard,1.0,15.0,113.0,46.0,9.0,0.0,9.0,193.0
South Wales,Other equipment,Shield,0.0,0.0,4.0,2.0,1.0,0.0,0.0,7.0
South Wales,Less lethal weapons,*Total Less lethal weapons,2.0,41.0,274.0,133.0,40.0,6.0,34.0,530.0
South Wales,Less lethal weapons,CED,2.0,35.0,242.0,119.0,33.0,5.0,31.0,467.0
South Wales,Less lethal weapons,"AEP, of which",0.0,6.0,32.0,14.0,7.0,1.0,3.0,63.0
South Wales,Less lethal weapons,AEP aimed,0.0,6.0,29.0,14.0,7.0,1.0,3.0,60.0
South Wales,Less lethal weapons,AEP fired,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
South Wales,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Wales,Firearms,*Total Firearms,0.0,4.0,78.0,28.0,5.0,3.0,11.0,129.0
South Wales,Other,*Total Other,9.0,100.0,645.0,252.0,55.0,13.0,63.0,1137.0
South Wales,Other,"Dog use, of which",0.0,24.0,59.0,22.0,3.0,0.0,9.0,117.0
South Wales,Other,Dog deployed,0.0,21.0,56.0,21.0,3.0,0.0,9.0,110.0
South Wales,Other,Dog bite,0.0,3.0,3.0,1.0,0.0,0.0,0.0,7.0
South Wales,Other,Not stated dog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Wales,Other,Other / improvised,9.0,76.0,586.0,230.0,52.0,13.0,54.0,1020.0
South Wales,Not reported,*Total Not reported,0.0,3.0,30.0,11.0,4.0,1.0,0.0,49.0
South Wales,Tactical communication,Tactical communication,48.0,816.0,6094.0,2816.0,676.0,60.0,484.0,10994.0
South Yorkshire,Total (excluding not reported and tactical communication),*Total Tactics,74.0,822.0,7176.0,2998.0,684.0,2.0,0.0,11756.0
South Yorkshire,Restraint,*Total Restraint,34.0,355.0,3048.0,1289.0,284.0,0.0,0.0,5010.0
South Yorkshire,Restraint,"Handcuffing, of which",28.0,270.0,2150.0,954.0,237.0,0.0,0.0,3639.0
South Yorkshire,Restraint,Compliant handcuffing,10.0,101.0,842.0,386.0,81.0,0.0,0.0,1420.0
South Yorkshire,Restraint,Non-compliant handcuffing,18.0,169.0,1308.0,568.0,156.0,0.0,0.0,2219.0
South Yorkshire,Restraint,Not stated handcuffing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Yorkshire,Restraint,Limb / Body restraints,0.0,22.0,222.0,73.0,7.0,0.0,0.0,324.0
South Yorkshire,Restraint,Ground restraint,6.0,63.0,676.0,262.0,40.0,0.0,0.0,1047.0
South Yorkshire,Unarmed skills,*Total Unarmed skills,30.0,377.0,2639.0,1139.0,250.0,2.0,0.0,4437.0
South Yorkshire,Other equipment,*Total Other equipment,5.0,27.0,579.0,205.0,56.0,0.0,0.0,872.0
South Yorkshire,Other equipment,"Baton, of which",0.0,11.0,221.0,50.0,13.0,0.0,0.0,295.0
South Yorkshire,Other equipment,Baton drawn,0.0,8.0,136.0,30.0,8.0,0.0,0.0,182.0
South Yorkshire,Other equipment,Baton used,0.0,3.0,85.0,20.0,5.0,0.0,0.0,113.0
South Yorkshire,Other equipment,Not stated baton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Yorkshire,Other equipment,"Irritant spray, of which",5.0,11.0,293.0,125.0,30.0,0.0,0.0,464.0
South Yorkshire,Other equipment,Irritant spray - drawn,2.0,6.0,98.0,43.0,12.0,0.0,0.0,161.0
South Yorkshire,Other equipment,Irritant spray - used,3.0,5.0,195.0,82.0,18.0,0.0,0.0,303.0
South Yorkshire,Other equipment,Not stated irritant spray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Yorkshire,Other equipment,Spit and bite guard,0.0,5.0,58.0,26.0,12.0,0.0,0.0,101.0
South Yorkshire,Other equipment,Shield,0.0,0.0,7.0,4.0,1.0,0.0,0.0,12.0
South Yorkshire,Less lethal weapons,*Total Less lethal weapons,4.0,16.0,313.0,147.0,35.0,0.0,0.0,515.0
South Yorkshire,Less lethal weapons,CED,4.0,16.0,311.0,144.0,35.0,0.0,0.0,510.0
South Yorkshire,Less lethal weapons,"AEP, of which",0.0,0.0,2.0,3.0,0.0,0.0,0.0,5.0
South Yorkshire,Less lethal weapons,AEP aimed,0.0,0.0,2.0,3.0,0.0,0.0,0.0,5.0
South Yorkshire,Less lethal weapons,AEP fired,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Yorkshire,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Yorkshire,Firearms,*Total Firearms,0.0,4.0,26.0,8.0,10.0,0.0,0.0,48.0
South Yorkshire,Other,*Total Other,1.0,43.0,571.0,210.0,49.0,0.0,0.0,874.0
South Yorkshire,Other,"Dog use, of which",0.0,8.0,65.0,19.0,2.0,0.0,0.0,94.0
South Yorkshire,Other,Dog deployed,0.0,5.0,43.0,11.0,1.0,0.0,0.0,60.0
South Yorkshire,Other,Dog bite,0.0,3.0,22.0,8.0,1.0,0.0,0.0,34.0
South Yorkshire,Other,Not stated dog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Yorkshire,Other,Other / improvised,1.0,35.0,506.0,191.0,47.0,0.0,0.0,780.0
South Yorkshire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Yorkshire,Tactical communication,Tactical communication,26.0,315.0,2293.0,1023.0,231.0,2.0,0.0,3890.0
Staffordshire,Total (excluding not reported and tactical communication),*Total Tactics,3.0,505.0,3502.0,1485.0,299.0,25.0,11.0,5830.0
Staffordshire,Restraint,*Total Restraint,0.0,285.0,2022.0,855.0,177.0,17.0,2.0,3358.0
Staffordshire,Restraint,"Handcuffing, of which",0.0,178.0,1206.0,531.0,118.0,13.0,1.0,2047.0
Staffordshire,Restraint,Compliant handcuffing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Staffordshire,Restraint,Non-compliant handcuffing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Staffordshire,Restraint,Not stated handcuffing,0.0,178.0,1206.0,531.0,118.0,13.0,1.0,2047.0
Staffordshire,Restraint,Limb / Body restraints,0.0,23.0,157.0,64.0,14.0,2.0,0.0,260.0
Staffordshire,Restraint,Ground restraint,0.0,84.0,659.0,260.0,45.0,2.0,1.0,1051.0
Staffordshire,Unarmed skills,*Total Unarmed skills,2.0,173.0,920.0,426.0,94.0,8.0,1.0,1624.0
Staffordshire,Other equipment,*Total Other equipment,0.0,32.0,409.0,149.0,14.0,0.0,6.0,610.0
Staffordshire,Other equipment,"Baton, of which",0.0,4.0,85.0,17.0,3.0,0.0,4.0,113.0
Staffordshire,Other equipment,Baton drawn,0.0,4.0,46.0,10.0,1.0,0.0,2.0,63.0
Staffordshire,Other equipment,Baton used,0.0,0.0,39.0,7.0,2.0,0.0,2.0,50.0
Staffordshire,Other equipment,Not stated baton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Staffordshire,Other equipment,"Irritant spray, of which",0.0,21.0,258.0,111.0,10.0,0.0,2.0,402.0
Staffordshire,Other equipment,Irritant spray - drawn,0.0,11.0,128.0,52.0,6.0,0.0,1.0,198.0
Staffordshire,Other equipment,Irritant spray - used,0.0,10.0,130.0,59.0,4.0,0.0,1.0,204.0
Staffordshire,Other equipment,Not stated irritant spray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Staffordshire,Other equipment,Spit and bite guard,0.0,7.0,54.0,15.0,1.0,0.0,0.0,77.0
Staffordshire,Other equipment,Shield,0.0,0.0,12.0,6.0,0.0,0.0,0.0,18.0
Staffordshire,Less lethal weapons,*Total Less lethal weapons,0.0,0.0,19.0,12.0,0.0,0.0,0.0,31.0
Staffordshire,Less lethal weapons,CED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Staffordshire,Less lethal weapons,"AEP, of which",0.0,0.0,19.0,12.0,0.0,0.0,0.0,31.0
Staffordshire,Less lethal weapons,AEP aimed,0.0,0.0,17.0,12.0,0.0,0.0,0.0,29.0
Staffordshire,Less lethal weapons,AEP fired,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
Staffordshire,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Staffordshire,Firearms,*Total Firearms,0.0,0.0,14.0,6.0,1.0,0.0,0.0,21.0
Staffordshire,Other,*Total Other,1.0,15.0,118.0,37.0,13.0,0.0,2.0,186.0
Staffordshire,Other,"Dog use, of which",0.0,2.0,60.0,15.0,2.0,0.0,1.0,80.0
Staffordshire,Other,Dog deployed,0.0,2.0,46.0,13.0,2.0,0.0,1.0,64.0
Staffordshire,Other,Dog bite,0.0,0.0,14.0,2.0,0.0,0.0,0.0,16.0
Staffordshire,Other,Not stated dog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Staffordshire,Other,Other / improvised,1.0,13.0,58.0,22.0,11.0,0.0,1.0,106.0
Staffordshire,Not reported,*Total Not reported,0.0,0.0,5.0,1.0,0.0,0.0,0.0,6.0
Staffordshire,Tactical communication,Tactical communication,1.0,240.0,1474.0,648.0,145.0,13.0,4.0,2525.0
Suffolk,Total (excluding not reported and tactical communication),*Total Tactics,18.0,450.0,2647.0,1007.0,227.0,29.0,61.0,4439.0
Suffolk,Restraint,*Total Restraint,5.0,258.0,1610.0,626.0,141.0,16.0,34.0,2690.0
Suffolk,Restraint,"Handcuffing, of which",1.0,211.0,1287.0,537.0,129.0,13.0,25.0,2203.0
Suffolk,Restraint,Compliant handcuffing,0.0,108.0,664.0,300.0,73.0,5.0,14.0,1164.0
Suffolk,Restraint,Non-compliant handcuffing,1.0,103.0,623.0,237.0,56.0,8.0,11.0,1039.0
Suffolk,Restraint,Not stated handcuffing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Suffolk,Restraint,Limb / Body restraints,3.0,25.0,144.0,35.0,5.0,1.0,6.0,219.0
Suffolk,Restraint,Ground restraint,1.0,22.0,179.0,54.0,7.0,2.0,3.0,268.0
Suffolk,Unarmed skills,*Total Unarmed skills,4.0,84.0,430.0,172.0,39.0,7.0,7.0,743.0
Suffolk,Other equipment,*Total Other equipment,1.0,26.0,195.0,60.0,10.0,1.0,4.0,297.0
Suffolk,Other equipment,"Baton, of which",0.0,2.0,7.0,4.0,0.0,0.0,0.0,13.0
Suffolk,Other equipment,Baton drawn,0.0,2.0,3.0,3.0,0.0,0.0,0.0,8.0
Suffolk,Other equipment,Baton used,0.0,0.0,4.0,1.0,0.0,0.0,0.0,5.0
Suffolk,Other equipment,Not stated baton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Suffolk,Other equipment,"Irritant spray, of which",1.0,19.0,144.0,51.0,10.0,1.0,3.0,229.0
Suffolk,Other equipment,Irritant spray - drawn,1.0,7.0,61.0,21.0,7.0,1.0,3.0,101.0
Suffolk,Other equipment,Irritant spray - used,0.0,12.0,83.0,30.0,3.0,0.0,0.0,128.0
Suffolk,Other equipment,Not stated irritant spray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Suffolk,Other equipment,Spit and bite guard,0.0,5.0,42.0,5.0,0.0,0.0,0.0,52.0
Suffolk,Other equipment,Shield,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0
Suffolk,Less lethal weapons,*Total Less lethal weapons,0.0,3.0,13.0,2.0,3.0,0.0,0.0,21.0
Suffolk,Less lethal weapons,CED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Suffolk,Less lethal weapons,"AEP, of which",0.0,3.0,13.0,2.0,3.0,0.0,0.0,21.0
Suffolk,Less lethal weapons,AEP aimed,0.0,3.0,13.0,2.0,3.0,0.0,0.0,21.0
Suffolk,Less lethal weapons,AEP fired,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Suffolk,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Suffolk,Firearms,*Total Firearms,0.0,3.0,18.0,5.0,0.0,0.0,0.0,26.0
Suffolk,Other,*Total Other,8.0,76.0,381.0,142.0,34.0,5.0,16.0,662.0
Suffolk,Other,"Dog use, of which",0.0,1.0,10.0,6.0,1.0,0.0,1.0,19.0
Suffolk,Other,Dog deployed,0.0,0.0,2.0,3.0,1.0,0.0,0.0,6.0
Suffolk,Other,Dog bite,0.0,1.0,8.0,3.0,0.0,0.0,1.0,13.0
Suffolk,Other,Not stated dog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Suffolk,Other,Other / improvised,8.0,75.0,371.0,136.0,33.0,5.0,15.0,643.0
Suffolk,Not reported,*Total Not reported,0.0,8.0,36.0,10.0,1.0,0.0,1.0,56.0
Suffolk,Tactical communication,Tactical communication,8.0,170.0,983.0,436.0,111.0,9.0,16.0,1733.0
Surrey,Total (excluding not reported and tactical communication),*Total Tactics,5.0,740.0,5004.0,1912.0,581.0,44.0,320.0,8606.0
Surrey,Restraint,*Total Restraint,4.0,513.0,3271.0,1224.0,381.0,28.0,198.0,5619.0
Surrey,Restraint,"Handcuffing, of which",2.0,269.0,1624.0,653.0,207.0,10.0,75.0,2840.0
Surrey,Restraint,Compliant handcuffing,2.0,235.0,1317.0,521.0,172.0,9.0,75.0,2331.0
Surrey,Restraint,Non-compliant handcuffing,0.0,34.0,307.0,132.0,35.0,1.0,0.0,509.0
Surrey,Restraint,Not stated handcuffing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Surrey,Restraint,Limb / Body restraints,1.0,133.0,865.0,311.0,104.0,15.0,79.0,1508.0
Surrey,Restraint,Ground restraint,1.0,111.0,782.0,260.0,70.0,3.0,44.0,1271.0
Surrey,Unarmed skills,*Total Unarmed skills,0.0,69.0,539.0,204.0,53.0,2.0,13.0,880.0
Surrey,Other equipment,*Total Other equipment,0.0,22.0,232.0,89.0,26.0,1.0,19.0,389.0
Surrey,Other equipment,"Baton, of which",0.0,6.0,39.0,15.0,3.0,0.0,3.0,66.0
Surrey,Other equipment,Baton drawn,0.0,2.0,6.0,0.0,0.0,0.0,0.0,8.0
Surrey,Other equipment,Baton used,0.0,4.0,33.0,15.0,3.0,0.0,3.0,58.0
Surrey,Other equipment,Not stated baton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Surrey,Other equipment,"Irritant spray, of which",0.0,14.0,114.0,53.0,14.0,0.0,12.0,207.0
Surrey,Other equipment,Irritant spray - drawn,0.0,5.0,61.0,26.0,9.0,0.0,6.0,107.0
Surrey,Other equipment,Irritant spray - used,0.0,9.0,53.0,27.0,5.0,0.0,6.0,100.0
Surrey,Other equipment,Not stated irritant spray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Surrey,Other equipment,Spit and bite guard,0.0,2.0,77.0,21.0,6.0,1.0,4.0,111.0
Surrey,Other equipment,Shield,0.0,0.0,2.0,0.0,3.0,0.0,0.0,5.0
Surrey,Less lethal weapons,*Total Less lethal weapons,0.0,24.0,161.0,66.0,24.0,5.0,12.0,292.0
Surrey,Less lethal weapons,CED,0.0,22.0,161.0,65.0,22.0,5.0,12.0,287.0
Surrey,Less lethal weapons,"AEP, of which",0.0,2.0,0.0,1.0,2.0,0.0,0.0,5.0
Surrey,Less lethal weapons,AEP aimed,0.0,2.0,0.0,1.0,2.0,0.0,0.0,5.0
Surrey,Less lethal weapons,AEP fired,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Surrey,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Surrey,Firearms,*Total Firearms,0.0,5.0,42.0,15.0,14.0,1.0,1.0,78.0
Surrey,Other,*Total Other,1.0,107.0,759.0,314.0,83.0,7.0,77.0,1348.0
Surrey,Other,"Dog use, of which",0.0,4.0,6.0,1.0,0.0,0.0,0.0,11.0
Surrey,Other,Dog deployed,0.0,3.0,4.0,1.0,0.0,0.0,0.0,8.0
Surrey,Other,Dog bite,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0
Surrey,Other,Not stated dog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Surrey,Other,Other / improvised,1.0,103.0,753.0,313.0,83.0,7.0,77.0,1337.0
Surrey,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Surrey,Tactical communication,Tactical communication,0.0,92.0,586.0,240.0,78.0,1.0,0.0,997.0
Sussex,Total (excluding not reported and tactical communication),*Total Tactics,13.0,2338.0,14799.0,6647.0,1979.0,265.0,1449.0,27490.0
Sussex,Restraint,*Total Restraint,5.0,1283.0,8063.0,3644.0,1075.0,128.0,744.0,14942.0
