Police Force,Type of force,Tactic,Under 11 years,11 - 17 years,18 - 34 years,35 - 49 years,50 - 64 years,65 and over,Not reported,Number of times tactic reported
North Wales,Other equipment,Irritant spray - used,0.0,13.0,113.0,37.0,7.0,0.0,0.0,170.0
North Wales,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Wales,Other equipment,Spit and bite guard,0.0,0.0,4.0,2.0,1.0,0.0,0.0,7.0
North Wales,Other equipment,Shield,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
North Wales,Less lethal weapons,*Total Less lethal weapons,0.0,15.0,93.0,45.0,15.0,0.0,1.0,169.0
North Wales,Less lethal weapons,CED of which,0.0,15.0,93.0,45.0,15.0,0.0,1.0,169.0
North Wales,Less lethal weapons,CED non-discharge,0.0,15.0,82.0,39.0,14.0,0.0,1.0,151.0
North Wales,Less lethal weapons,CED discharge,0.0,0.0,11.0,6.0,1.0,0.0,0.0,18.0
North Wales,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Wales,Less lethal weapons,"AEP, of which",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Wales,Less lethal weapons,AEP drawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Wales,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Wales,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Wales,Firearms,*Total Firearms,0.0,0.0,4.0,0.0,3.0,0.0,0.0,7.0
North Wales,Other,*Total Other,0.0,43.0,332.0,169.0,46.0,11.0,0.0,601.0
North Wales,Other,"Dog use, of which",0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
North Wales,Other,Dog deployed,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
North Wales,Other,Dog bite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Wales,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Wales,Other,Other / improvised,0.0,43.0,330.0,169.0,46.0,11.0,0.0,599.0
North Wales,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Wales,Tactical communication,Tactical communication,0.0,12.0,106.0,42.0,9.0,1.0,0.0,170.0
North Yorkshire,Total (excluding not reported and tactical communication),*Total Tactics,13.0,589.0,3178.0,1434.0,344.0,34.0,0.0,5592.0
North Yorkshire,Restraint,*Total Restraint,6.0,337.0,1885.0,845.0,200.0,16.0,0.0,3289.0
North Yorkshire,Restraint,"Handcuffing, of which",0.0,232.0,1309.0,628.0,164.0,13.0,0.0,2346.0
North Yorkshire,Restraint,Compliant handcuffing,0.0,123.0,763.0,373.0,97.0,7.0,0.0,1363.0
North Yorkshire,Restraint,Non-compliant handcuffing,0.0,109.0,546.0,255.0,67.0,6.0,0.0,983.0
North Yorkshire,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Yorkshire,Restraint,Limb / Body restraints,0.0,21.0,120.0,30.0,6.0,3.0,0.0,180.0
North Yorkshire,Restraint,Ground restraint,6.0,84.0,456.0,187.0,30.0,0.0,0.0,763.0
North Yorkshire,Unarmed skills,*Total Unarmed skills,5.0,211.0,855.0,405.0,102.0,13.0,0.0,1591.0
North Yorkshire,Other equipment,*Total Other equipment,0.0,20.0,208.0,81.0,13.0,3.0,0.0,325.0
North Yorkshire,Other equipment,"Baton, of which",0.0,3.0,27.0,12.0,1.0,2.0,0.0,45.0
North Yorkshire,Other equipment,Baton drawn,0.0,3.0,15.0,5.0,1.0,2.0,0.0,26.0
North Yorkshire,Other equipment,Baton used,0.0,0.0,12.0,7.0,0.0,0.0,0.0,19.0
North Yorkshire,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Yorkshire,Other equipment,"Irritant spray, of which",0.0,8.0,147.0,58.0,9.0,1.0,0.0,223.0
North Yorkshire,Other equipment,Irritant spray - drawn,0.0,6.0,58.0,21.0,6.0,0.0,0.0,91.0
North Yorkshire,Other equipment,Irritant spray - used,0.0,2.0,89.0,37.0,3.0,1.0,0.0,132.0
North Yorkshire,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Yorkshire,Other equipment,Spit and bite guard,0.0,9.0,30.0,10.0,3.0,0.0,0.0,52.0
North Yorkshire,Other equipment,Shield,0.0,0.0,4.0,1.0,0.0,0.0,0.0,5.0
North Yorkshire,Less lethal weapons,*Total Less lethal weapons,1.0,11.0,143.0,54.0,19.0,0.0,0.0,228.0
North Yorkshire,Less lethal weapons,CED of which,1.0,9.0,135.0,50.0,19.0,0.0,0.0,214.0
North Yorkshire,Less lethal weapons,CED non-discharge,1.0,9.0,112.0,42.0,17.0,0.0,0.0,181.0
North Yorkshire,Less lethal weapons,CED discharge,0.0,0.0,23.0,8.0,2.0,0.0,0.0,33.0
North Yorkshire,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Yorkshire,Less lethal weapons,"AEP, of which",0.0,2.0,8.0,4.0,0.0,0.0,0.0,14.0
North Yorkshire,Less lethal weapons,AEP drawn,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
North Yorkshire,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Yorkshire,Less lethal weapons,AEP not stated,0.0,2.0,7.0,3.0,0.0,0.0,0.0,12.0
North Yorkshire,Firearms,*Total Firearms,0.0,1.0,16.0,8.0,1.0,0.0,0.0,26.0
North Yorkshire,Other,*Total Other,1.0,9.0,71.0,41.0,9.0,2.0,0.0,133.0
North Yorkshire,Other,"Dog use, of which",0.0,1.0,8.0,3.0,0.0,0.0,0.0,12.0
North Yorkshire,Other,Dog deployed,0.0,1.0,5.0,2.0,0.0,0.0,0.0,8.0
North Yorkshire,Other,Dog bite,0.0,0.0,3.0,1.0,0.0,0.0,0.0,4.0
North Yorkshire,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Yorkshire,Other,Other / improvised,1.0,8.0,63.0,38.0,9.0,2.0,0.0,121.0
North Yorkshire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Yorkshire,Tactical communication,Tactical communication,7.0,252.0,1243.0,561.0,154.0,21.0,0.0,2238.0
Northamptonshire,Total (excluding not reported and tactical communication),*Total Tactics,20.0,902.0,5952.0,2395.0,601.0,57.0,1.0,9928.0
Northamptonshire,Restraint,*Total Restraint,2.0,453.0,2979.0,1246.0,302.0,19.0,0.0,5001.0
Northamptonshire,Restraint,"Handcuffing, of which",2.0,379.0,2497.0,1081.0,274.0,19.0,0.0,4252.0
Northamptonshire,Restraint,Compliant handcuffing,1.0,232.0,1586.0,716.0,174.0,13.0,0.0,2722.0
Northamptonshire,Restraint,Non-compliant handcuffing,1.0,147.0,911.0,365.0,100.0,6.0,0.0,1530.0
Northamptonshire,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northamptonshire,Restraint,Limb / Body restraints,0.0,49.0,285.0,91.0,15.0,0.0,0.0,440.0
Northamptonshire,Restraint,Ground restraint,0.0,25.0,197.0,74.0,13.0,0.0,0.0,309.0
Northamptonshire,Unarmed skills,*Total Unarmed skills,8.0,277.0,1690.0,650.0,158.0,22.0,0.0,2805.0
Northamptonshire,Other equipment,*Total Other equipment,1.0,47.0,447.0,162.0,25.0,1.0,1.0,684.0
Northamptonshire,Other equipment,"Baton, of which",0.0,6.0,74.0,22.0,0.0,0.0,0.0,102.0
Northamptonshire,Other equipment,Baton drawn,0.0,4.0,45.0,12.0,0.0,0.0,0.0,61.0
Northamptonshire,Other equipment,Baton used,0.0,2.0,29.0,10.0,0.0,0.0,0.0,41.0
Northamptonshire,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northamptonshire,Other equipment,"Irritant spray, of which",1.0,24.0,286.0,112.0,18.0,1.0,1.0,443.0
Northamptonshire,Other equipment,Irritant spray - drawn,0.0,11.0,141.0,61.0,10.0,1.0,0.0,224.0
Northamptonshire,Other equipment,Irritant spray - used,1.0,13.0,145.0,51.0,8.0,0.0,1.0,219.0
Northamptonshire,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northamptonshire,Other equipment,Spit and bite guard,0.0,12.0,81.0,23.0,5.0,0.0,0.0,121.0
Northamptonshire,Other equipment,Shield,0.0,5.0,6.0,5.0,2.0,0.0,0.0,18.0
Northamptonshire,Less lethal weapons,*Total Less lethal weapons,2.0,43.0,334.0,123.0,59.0,7.0,0.0,568.0
Northamptonshire,Less lethal weapons,CED of which,2.0,42.0,324.0,123.0,57.0,7.0,0.0,555.0
Northamptonshire,Less lethal weapons,CED non-discharge,2.0,42.0,308.0,116.0,51.0,7.0,0.0,526.0
Northamptonshire,Less lethal weapons,CED discharge,0.0,0.0,15.0,4.0,6.0,0.0,0.0,25.0
Northamptonshire,Less lethal weapons,CED not stated,0.0,0.0,1.0,3.0,0.0,0.0,0.0,4.0
Northamptonshire,Less lethal weapons,"AEP, of which",0.0,1.0,10.0,0.0,2.0,0.0,0.0,13.0
Northamptonshire,Less lethal weapons,AEP drawn,0.0,1.0,10.0,0.0,2.0,0.0,0.0,13.0
Northamptonshire,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northamptonshire,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northamptonshire,Firearms,*Total Firearms,0.0,2.0,42.0,13.0,3.0,0.0,0.0,60.0
Northamptonshire,Other,*Total Other,7.0,80.0,460.0,201.0,54.0,8.0,0.0,810.0
Northamptonshire,Other,"Dog use, of which",0.0,10.0,51.0,16.0,2.0,0.0,0.0,79.0
Northamptonshire,Other,Dog deployed,0.0,9.0,45.0,16.0,2.0,0.0,0.0,72.0
Northamptonshire,Other,Dog bite,0.0,1.0,6.0,0.0,0.0,0.0,0.0,7.0
Northamptonshire,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northamptonshire,Other,Other / improvised,7.0,70.0,409.0,185.0,52.0,8.0,0.0,731.0
Northamptonshire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northamptonshire,Tactical communication,Tactical communication,11.0,287.0,1811.0,719.0,191.0,26.0,0.0,3045.0
Northumbria,Total (excluding not reported and tactical communication),*Total Tactics,41.0,2431.0,15372.0,7520.0,1359.0,109.0,5.0,26837.0
Northumbria,Restraint,*Total Restraint,22.0,1694.0,11337.0,5531.0,1018.0,73.0,5.0,19680.0
Northumbria,Restraint,"Handcuffing, of which",13.0,1254.0,8554.0,4402.0,883.0,63.0,4.0,15173.0
Northumbria,Restraint,Compliant handcuffing,10.0,822.0,6049.0,3248.0,682.0,42.0,4.0,10857.0
Northumbria,Restraint,Non-compliant handcuffing,3.0,432.0,2505.0,1154.0,201.0,21.0,0.0,4316.0
Northumbria,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northumbria,Restraint,Limb / Body restraints,0.0,63.0,346.0,111.0,9.0,0.0,0.0,529.0
Northumbria,Restraint,Ground restraint,9.0,377.0,2437.0,1018.0,126.0,10.0,1.0,3978.0
Northumbria,Unarmed skills,*Total Unarmed skills,15.0,549.0,2909.0,1391.0,254.0,29.0,0.0,5147.0
Northumbria,Other equipment,*Total Other equipment,0.0,73.0,473.0,281.0,23.0,0.0,0.0,850.0
Northumbria,Other equipment,"Baton, of which",0.0,10.0,84.0,38.0,1.0,0.0,0.0,133.0
Northumbria,Other equipment,Baton drawn,0.0,8.0,58.0,30.0,1.0,0.0,0.0,97.0
Northumbria,Other equipment,Baton used,0.0,2.0,26.0,8.0,0.0,0.0,0.0,36.0
Northumbria,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northumbria,Other equipment,"Irritant spray, of which",0.0,14.0,160.0,92.0,13.0,0.0,0.0,279.0
Northumbria,Other equipment,Irritant spray - drawn,0.0,6.0,80.0,42.0,6.0,0.0,0.0,134.0
Northumbria,Other equipment,Irritant spray - used,0.0,8.0,80.0,50.0,7.0,0.0,0.0,145.0
Northumbria,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northumbria,Other equipment,Spit and bite guard,0.0,42.0,219.0,140.0,9.0,0.0,0.0,410.0
Northumbria,Other equipment,Shield,0.0,7.0,10.0,11.0,0.0,0.0,0.0,28.0
Northumbria,Less lethal weapons,*Total Less lethal weapons,1.0,22.0,217.0,118.0,22.0,0.0,0.0,380.0
Northumbria,Less lethal weapons,CED of which,0.0,21.0,196.0,108.0,18.0,0.0,0.0,343.0
Northumbria,Less lethal weapons,CED non-discharge,0.0,20.0,169.0,87.0,16.0,0.0,0.0,292.0
Northumbria,Less lethal weapons,CED discharge,0.0,1.0,27.0,21.0,2.0,0.0,0.0,51.0
Northumbria,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northumbria,Less lethal weapons,"AEP, of which",1.0,1.0,21.0,10.0,4.0,0.0,0.0,37.0
Northumbria,Less lethal weapons,AEP drawn,1.0,1.0,21.0,10.0,4.0,0.0,0.0,37.0
Northumbria,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northumbria,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northumbria,Firearms,*Total Firearms,0.0,8.0,77.0,30.0,11.0,0.0,0.0,126.0
Northumbria,Other,*Total Other,3.0,85.0,359.0,169.0,31.0,7.0,0.0,654.0
Northumbria,Other,"Dog use, of which",0.0,12.0,73.0,28.0,6.0,0.0,0.0,119.0
Northumbria,Other,Dog deployed,0.0,11.0,61.0,26.0,6.0,0.0,0.0,104.0
Northumbria,Other,Dog bite,0.0,1.0,12.0,2.0,0.0,0.0,0.0,15.0
Northumbria,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northumbria,Other,Other / improvised,3.0,73.0,286.0,141.0,25.0,7.0,0.0,535.0
Northumbria,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northumbria,Tactical communication,Tactical communication,29.0,1371.0,8745.0,4533.0,916.0,77.0,4.0,15675.0
Nottinghamshire,Total (excluding not reported and tactical communication),*Total Tactics,19.0,903.0,5644.0,2554.0,613.0,66.0,0.0,9799.0
Nottinghamshire,Restraint,*Total Restraint,10.0,548.0,3218.0,1459.0,323.0,39.0,0.0,5597.0
Nottinghamshire,Restraint,"Handcuffing, of which",10.0,525.0,3017.0,1374.0,305.0,38.0,0.0,5269.0
Nottinghamshire,Restraint,Compliant handcuffing,6.0,325.0,1765.0,753.0,153.0,19.0,0.0,3021.0
Nottinghamshire,Restraint,Non-compliant handcuffing,4.0,200.0,1252.0,621.0,152.0,19.0,0.0,2248.0
Nottinghamshire,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nottinghamshire,Restraint,Limb / Body restraints,0.0,23.0,201.0,85.0,18.0,1.0,0.0,328.0
Nottinghamshire,Restraint,Ground restraint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nottinghamshire,Unarmed skills,*Total Unarmed skills,5.0,212.0,1444.0,649.0,173.0,14.0,0.0,2497.0
Nottinghamshire,Other equipment,*Total Other equipment,0.0,22.0,223.0,96.0,17.0,3.0,0.0,361.0
Nottinghamshire,Other equipment,"Baton, of which",0.0,8.0,69.0,15.0,3.0,1.0,0.0,96.0
Nottinghamshire,Other equipment,Baton drawn,0.0,6.0,39.0,10.0,2.0,0.0,0.0,57.0
Nottinghamshire,Other equipment,Baton used,0.0,2.0,30.0,5.0,1.0,1.0,0.0,39.0
Nottinghamshire,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nottinghamshire,Other equipment,"Irritant spray, of which",0.0,12.0,98.0,43.0,9.0,1.0,0.0,163.0
Nottinghamshire,Other equipment,Irritant spray - drawn,0.0,8.0,42.0,18.0,4.0,0.0,0.0,72.0
Nottinghamshire,Other equipment,Irritant spray - used,0.0,4.0,56.0,25.0,5.0,1.0,0.0,91.0
Nottinghamshire,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nottinghamshire,Other equipment,Spit and bite guard,0.0,2.0,50.0,34.0,4.0,1.0,0.0,91.0
Nottinghamshire,Other equipment,Shield,0.0,0.0,6.0,4.0,1.0,0.0,0.0,11.0
Nottinghamshire,Less lethal weapons,*Total Less lethal weapons,0.0,14.0,232.0,102.0,42.0,1.0,0.0,391.0
Nottinghamshire,Less lethal weapons,CED of which,0.0,14.0,232.0,102.0,39.0,1.0,0.0,388.0
Nottinghamshire,Less lethal weapons,CED non-discharge,0.0,14.0,213.0,89.0,29.0,1.0,0.0,346.0
Nottinghamshire,Less lethal weapons,CED discharge,0.0,0.0,19.0,13.0,10.0,0.0,0.0,42.0
Nottinghamshire,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nottinghamshire,Less lethal weapons,"AEP, of which",0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
Nottinghamshire,Less lethal weapons,AEP drawn,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
Nottinghamshire,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nottinghamshire,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nottinghamshire,Firearms,*Total Firearms,0.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0
Nottinghamshire,Other,*Total Other,4.0,107.0,525.0,248.0,56.0,9.0,0.0,949.0
Nottinghamshire,Other,"Dog use, of which",0.0,8.0,33.0,18.0,7.0,0.0,0.0,66.0
Nottinghamshire,Other,Dog deployed,0.0,4.0,19.0,9.0,5.0,0.0,0.0,37.0
Nottinghamshire,Other,Dog bite,0.0,4.0,14.0,9.0,2.0,0.0,0.0,29.0
Nottinghamshire,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nottinghamshire,Other,Other / improvised,4.0,99.0,492.0,230.0,49.0,9.0,0.0,883.0
Nottinghamshire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nottinghamshire,Tactical communication,Tactical communication,8.0,305.0,1950.0,936.0,264.0,24.0,0.0,3487.0
South Wales,Total (excluding not reported and tactical communication),*Total Tactics,222.0,2141.0,14492.0,6943.0,1523.0,1497.0,0.0,26818.0
South Wales,Restraint,*Total Restraint,131.0,1418.0,9972.0,4877.0,1042.0,951.0,0.0,18391.0
South Wales,Restraint,"Handcuffing, of which",101.0,1174.0,8139.0,4194.0,885.0,816.0,0.0,15309.0
South Wales,Restraint,Compliant handcuffing,61.0,794.0,5589.0,2937.0,598.0,535.0,0.0,10514.0
South Wales,Restraint,Non-compliant handcuffing,40.0,380.0,2550.0,1257.0,287.0,281.0,0.0,4795.0
South Wales,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Wales,Restraint,Limb / Body restraints,9.0,45.0,279.0,108.0,23.0,22.0,0.0,486.0
South Wales,Restraint,Ground restraint,21.0,199.0,1554.0,575.0,134.0,113.0,0.0,2596.0
South Wales,Unarmed skills,*Total Unarmed skills,72.0,524.0,3164.0,1452.0,345.0,359.0,0.0,5916.0
South Wales,Other equipment,*Total Other equipment,6.0,37.0,230.0,113.0,25.0,16.0,0.0,427.0
South Wales,Other equipment,"Baton, of which",0.0,7.0,42.0,30.0,4.0,3.0,0.0,86.0
South Wales,Other equipment,Baton drawn,0.0,4.0,30.0,15.0,4.0,2.0,0.0,55.0
South Wales,Other equipment,Baton used,0.0,3.0,12.0,15.0,0.0,1.0,0.0,31.0
South Wales,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Wales,Other equipment,"Irritant spray, of which",2.0,8.0,106.0,40.0,10.0,7.0,0.0,173.0
South Wales,Other equipment,Irritant spray - drawn,0.0,5.0,49.0,19.0,8.0,4.0,0.0,85.0
South Wales,Other equipment,Irritant spray - used,2.0,3.0,57.0,21.0,2.0,3.0,0.0,88.0
South Wales,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Wales,Other equipment,Spit and bite guard,4.0,22.0,76.0,41.0,11.0,6.0,0.0,160.0
South Wales,Other equipment,Shield,0.0,0.0,6.0,2.0,0.0,0.0,0.0,8.0
South Wales,Less lethal weapons,*Total Less lethal weapons,3.0,58.0,502.0,197.0,45.0,61.0,0.0,866.0
South Wales,Less lethal weapons,CED of which,1.0,57.0,439.0,176.0,43.0,48.0,0.0,764.0
South Wales,Less lethal weapons,CED non-discharge,1.0,40.0,289.0,125.0,20.0,33.0,0.0,508.0
South Wales,Less lethal weapons,CED discharge,0.0,2.0,44.0,19.0,12.0,2.0,0.0,79.0
South Wales,Less lethal weapons,CED not stated,0.0,15.0,106.0,32.0,11.0,13.0,0.0,177.0
South Wales,Less lethal weapons,"AEP, of which",2.0,1.0,63.0,21.0,2.0,13.0,0.0,102.0
South Wales,Less lethal weapons,AEP drawn,2.0,1.0,61.0,21.0,2.0,13.0,0.0,100.0
South Wales,Less lethal weapons,AEP used,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
South Wales,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Wales,Firearms,*Total Firearms,0.0,8.0,63.0,39.0,15.0,16.0,0.0,141.0
South Wales,Other,*Total Other,10.0,96.0,561.0,265.0,51.0,94.0,0.0,1077.0
South Wales,Other,"Dog use, of which",0.0,19.0,45.0,16.0,4.0,3.0,0.0,87.0
South Wales,Other,Dog deployed,0.0,19.0,39.0,15.0,4.0,3.0,0.0,80.0
South Wales,Other,Dog bite,0.0,0.0,6.0,1.0,0.0,0.0,0.0,7.0
South Wales,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Wales,Other,Other / improvised,10.0,77.0,516.0,249.0,47.0,91.0,0.0,990.0
South Wales,Not reported,*Total Not reported,2.0,1.0,10.0,3.0,2.0,2.0,0.0,20.0
South Wales,Tactical communication,Tactical communication,81.0,838.0,5807.0,2963.0,605.0,493.0,0.0,10787.0
South Yorkshire,Total (excluding not reported and tactical communication),*Total Tactics,4.0,693.0,7679.0,3292.0,572.0,57.0,0.0,12297.0
South Yorkshire,Restraint,*Total Restraint,0.0,308.0,3487.0,1518.0,244.0,25.0,0.0,5582.0
South Yorkshire,Restraint,"Handcuffing, of which",0.0,223.0,2269.0,1043.0,190.0,20.0,0.0,3745.0
South Yorkshire,Restraint,Compliant handcuffing,0.0,71.0,841.0,401.0,61.0,7.0,0.0,1381.0
South Yorkshire,Restraint,Non-compliant handcuffing,0.0,152.0,1428.0,642.0,129.0,13.0,0.0,2364.0
South Yorkshire,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Yorkshire,Restraint,Limb / Body restraints,0.0,25.0,278.0,106.0,15.0,3.0,0.0,427.0
South Yorkshire,Restraint,Ground restraint,0.0,60.0,940.0,369.0,39.0,2.0,0.0,1410.0
South Yorkshire,Unarmed skills,*Total Unarmed skills,2.0,319.0,2922.0,1238.0,249.0,26.0,0.0,4756.0
South Yorkshire,Other equipment,*Total Other equipment,1.0,20.0,535.0,224.0,27.0,3.0,0.0,810.0
South Yorkshire,Other equipment,"Baton, of which",0.0,1.0,147.0,29.0,10.0,0.0,0.0,187.0
South Yorkshire,Other equipment,Baton drawn,0.0,1.0,88.0,20.0,5.0,0.0,0.0,114.0
South Yorkshire,Other equipment,Baton used,0.0,0.0,59.0,9.0,5.0,0.0,0.0,73.0
South Yorkshire,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Yorkshire,Other equipment,"Irritant spray, of which",1.0,15.0,303.0,147.0,13.0,1.0,0.0,480.0
South Yorkshire,Other equipment,Irritant spray - drawn,0.0,2.0,99.0,52.0,6.0,1.0,0.0,160.0
South Yorkshire,Other equipment,Irritant spray - used,1.0,13.0,204.0,95.0,7.0,0.0,0.0,320.0
South Yorkshire,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Yorkshire,Other equipment,Spit and bite guard,0.0,4.0,79.0,44.0,4.0,2.0,0.0,133.0
South Yorkshire,Other equipment,Shield,0.0,0.0,6.0,4.0,0.0,0.0,0.0,10.0
South Yorkshire,Less lethal weapons,*Total Less lethal weapons,1.0,24.0,355.0,161.0,31.0,0.0,0.0,572.0
South Yorkshire,Less lethal weapons,CED of which,1.0,24.0,348.0,158.0,31.0,0.0,0.0,562.0
South Yorkshire,Less lethal weapons,CED non-discharge,1.0,22.0,298.0,128.0,27.0,0.0,0.0,476.0
South Yorkshire,Less lethal weapons,CED discharge,0.0,2.0,50.0,30.0,4.0,0.0,0.0,86.0
South Yorkshire,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Yorkshire,Less lethal weapons,"AEP, of which",0.0,0.0,7.0,3.0,0.0,0.0,0.0,10.0
South Yorkshire,Less lethal weapons,AEP drawn,0.0,0.0,7.0,3.0,0.0,0.0,0.0,10.0
South Yorkshire,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Yorkshire,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Yorkshire,Firearms,*Total Firearms,0.0,0.0,35.0,23.0,0.0,0.0,0.0,58.0
South Yorkshire,Other,*Total Other,0.0,22.0,345.0,128.0,21.0,3.0,0.0,519.0
South Yorkshire,Other,"Dog use, of which",0.0,7.0,81.0,17.0,7.0,0.0,0.0,112.0
South Yorkshire,Other,Dog deployed,0.0,4.0,57.0,13.0,4.0,0.0,0.0,78.0
South Yorkshire,Other,Dog bite,0.0,3.0,24.0,4.0,3.0,0.0,0.0,34.0
South Yorkshire,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Yorkshire,Other,Other / improvised,0.0,15.0,264.0,111.0,14.0,3.0,0.0,407.0
South Yorkshire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Yorkshire,Tactical communication,Tactical communication,2.0,281.0,2761.0,1207.0,233.0,23.0,0.0,4507.0
Staffordshire,Total (excluding not reported and tactical communication),*Total Tactics,15.0,494.0,3136.0,1347.0,351.0,20.0,1988.0,7351.0
Staffordshire,Restraint,*Total Restraint,7.0,210.0,1377.0,567.0,141.0,7.0,752.0,3061.0
Staffordshire,Restraint,"Handcuffing, of which",6.0,144.0,880.0,392.0,105.0,6.0,519.0,2052.0
Staffordshire,Restraint,Compliant handcuffing,,,,,,,,
Staffordshire,Restraint,Non-compliant handcuffing,,,,,,,,
Staffordshire,Restraint,Handcuffing not stated,6.0,144.0,880.0,392.0,105.0,6.0,519.0,2052.0
Staffordshire,Restraint,Limb / Body restraints,0.0,15.0,96.0,28.0,13.0,0.0,51.0,203.0
Staffordshire,Restraint,Ground restraint,1.0,51.0,401.0,147.0,23.0,1.0,182.0,806.0
