Police Force,Type of force,Tactic,Under 11 years,11 - 17 years,18 - 34 years,35 - 49 years,50 - 64 years,65 and over,Not reported,Number of times tactic reported,Force type - Output,Tactic - Output
Lincolnshire,Other,Dog bite,0.0,0.0,6.0,3.0,0.0,0.0,0.0,9.0,Other,Dog: bite
Lincolnshire,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Lincolnshire,Other,Other / improvised,0.0,12.0,56.0,26.0,12.0,4.0,0.0,110.0,Other,Other / improvised
Lincolnshire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
Lincolnshire,Tactical communication,Tactical communication,2.0,203.0,1388.0,663.0,174.0,24.0,0.0,2454.0,Excluded: Tactical Communication,Tactical Communication
Merseyside,Total (excluding not reported and tactical communication),*Total Tactics,13.0,1078.0,6139.0,3195.0,832.0,73.0,308.0,11638.0,Total,Total: all
Merseyside,Restraint,*Total Restraint,4.0,529.0,2603.0,1310.0,351.0,28.0,77.0,4902.0,Restraint,Total: Restraint
Merseyside,Restraint,"Handcuffing, of which",3.0,395.0,1882.0,970.0,280.0,26.0,56.0,3612.0,Restraint,Total: Handcuffing
Merseyside,Restraint,Compliant handcuffing,1.0,83.0,536.0,298.0,80.0,7.0,13.0,1018.0,Restraint,Handcuffing: compliant
Merseyside,Restraint,Non-compliant handcuffing,2.0,312.0,1346.0,672.0,200.0,19.0,43.0,2594.0,Restraint,Handcuffing: non-compliant
Merseyside,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Merseyside,Restraint,Limb / Body restraints,1.0,38.0,190.0,79.0,18.0,0.0,4.0,330.0,Restraint,Limb / body restraints
Merseyside,Restraint,Ground restraint,0.0,96.0,531.0,261.0,53.0,2.0,17.0,960.0,Restraint,Ground restraint
Merseyside,Unarmed skills,*Total Unarmed skills,7.0,450.0,2623.0,1431.0,377.0,35.0,155.0,5078.0,Unarmed skills,Total: unarmed skills
Merseyside,Other equipment,*Total Other equipment,1.0,54.0,575.0,269.0,57.0,4.0,51.0,1011.0,Other equipment,Total: Other equipment
Merseyside,Other equipment,"Baton, of which",0.0,8.0,65.0,35.0,17.0,1.0,25.0,151.0,Other equipment,Total: Baton
Merseyside,Other equipment,Baton drawn,0.0,5.0,42.0,20.0,8.0,1.0,19.0,95.0,Other equipment,Baton: drawn
Merseyside,Other equipment,Baton used,0.0,3.0,23.0,15.0,9.0,0.0,6.0,56.0,Other equipment,Baton: used
Merseyside,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Merseyside,Other equipment,"Irritant spray, of which",1.0,28.0,362.0,181.0,28.0,2.0,23.0,625.0,Other equipment,Total: Irritant spray
Merseyside,Other equipment,Irritant spray - drawn,0.0,19.0,147.0,70.0,6.0,1.0,12.0,255.0,Other equipment,Irritant spray: drawn
Merseyside,Other equipment,Irritant spray - used,1.0,9.0,215.0,111.0,22.0,1.0,11.0,370.0,Other equipment,Irritant spray: used
Merseyside,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Merseyside,Other equipment,Spit and bite guard,0.0,18.0,142.0,49.0,12.0,1.0,3.0,225.0,Other equipment,Spit and bite guard
Merseyside,Other equipment,Shield,0.0,0.0,6.0,4.0,0.0,0.0,0.0,10.0,Other equipment,Shield
Merseyside,Less lethal weapons,*Total Less lethal weapons,0.0,15.0,184.0,101.0,32.0,2.0,9.0,343.0,Less lethal weapons,Total: Less lethal weapons
Merseyside,Less lethal weapons,CED of which,0.0,15.0,181.0,99.0,32.0,2.0,9.0,338.0,,
Merseyside,Less lethal weapons,CED non-discharge,0.0,15.0,166.0,92.0,27.0,2.0,7.0,309.0,,
Merseyside,Less lethal weapons,CED discharge,0.0,0.0,15.0,7.0,5.0,0.0,2.0,29.0,,
Merseyside,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Merseyside,Less lethal weapons,"AEP, of which",0.0,0.0,3.0,2.0,0.0,0.0,0.0,5.0,Less lethal weapons,Total: AEP
Merseyside,Less lethal weapons,AEP drawn,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,,
Merseyside,Less lethal weapons,AEP used,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,
Merseyside,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Merseyside,Firearms,*Total Firearms,0.0,4.0,26.0,7.0,2.0,0.0,2.0,41.0,Firearms,Total: Firearms
Merseyside,Other,*Total Other,1.0,26.0,128.0,77.0,13.0,4.0,14.0,263.0,Other,Total: Other
Merseyside,Other,"Dog use, of which",0.0,6.0,18.0,5.0,1.0,0.0,1.0,31.0,Other,Total: Dog
Merseyside,Other,Dog deployed,0.0,3.0,11.0,3.0,1.0,0.0,1.0,19.0,Other,Dog: deployed
Merseyside,Other,Dog bite,0.0,3.0,7.0,2.0,0.0,0.0,0.0,12.0,Other,Dog: bite
Merseyside,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Merseyside,Other,Other / improvised,1.0,20.0,110.0,72.0,12.0,4.0,13.0,232.0,Other,Other / improvised
Merseyside,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
Merseyside,Tactical communication,Tactical communication,10.0,543.0,3011.0,1630.0,439.0,45.0,192.0,5870.0,Excluded: Tactical Communication,Tactical Communication
Metropolitan,Total (excluding not reported and tactical communication),*Total Tactics,71.0,25495.0,118040.0,47674.0,12736.0,1119.0,0.0,205135.0,Total,Total: all
Metropolitan,Restraint,*Total Restraint,38.0,18583.0,84814.0,35010.0,9213.0,728.0,0.0,148386.0,Restraint,Total: Restraint
Metropolitan,Restraint,"Handcuffing, of which",16.0,15611.0,69163.0,29114.0,7875.0,610.0,0.0,122389.0,Restraint,Total: Handcuffing
Metropolitan,Restraint,Compliant handcuffing,7.0,11315.0,50205.0,21046.0,5585.0,405.0,0.0,88563.0,Restraint,Handcuffing: compliant
Metropolitan,Restraint,Non-compliant handcuffing,9.0,4296.0,18958.0,8068.0,2290.0,205.0,0.0,33826.0,Restraint,Handcuffing: non-compliant
Metropolitan,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Metropolitan,Restraint,Limb / Body restraints,8.0,885.0,4985.0,2057.0,537.0,71.0,0.0,8543.0,Restraint,Limb / body restraints
Metropolitan,Restraint,Ground restraint,14.0,2087.0,10666.0,3839.0,801.0,47.0,0.0,17454.0,Restraint,Ground restraint
Metropolitan,Unarmed skills,*Total Unarmed skills,22.0,4156.0,19298.0,7670.0,2074.0,208.0,0.0,33428.0,Unarmed skills,Total: unarmed skills
Metropolitan,Other equipment,*Total Other equipment,3.0,540.0,3213.0,1137.0,250.0,18.0,0.0,5161.0,Other equipment,Total: Other equipment
Metropolitan,Other equipment,"Baton, of which",2.0,286.0,1364.0,358.0,82.0,5.0,0.0,2097.0,Other equipment,Total: Baton
Metropolitan,Other equipment,Baton drawn,2.0,228.0,952.0,252.0,67.0,5.0,0.0,1506.0,Other equipment,Baton: drawn
Metropolitan,Other equipment,Baton used,0.0,58.0,412.0,106.0,15.0,0.0,0.0,591.0,Other equipment,Baton: used
Metropolitan,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Metropolitan,Other equipment,"Irritant spray, of which",1.0,156.0,892.0,282.0,61.0,3.0,0.0,1395.0,Other equipment,Total: Irritant spray
Metropolitan,Other equipment,Irritant spray - drawn,1.0,122.0,534.0,152.0,32.0,3.0,0.0,844.0,Other equipment,Irritant spray: drawn
Metropolitan,Other equipment,Irritant spray - used,0.0,34.0,358.0,130.0,29.0,0.0,0.0,551.0,Other equipment,Irritant spray: used
Metropolitan,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Metropolitan,Other equipment,Spit and bite guard,0.0,84.0,860.0,469.0,98.0,7.0,0.0,1518.0,Other equipment,Spit and bite guard
Metropolitan,Other equipment,Shield,0.0,14.0,97.0,28.0,9.0,3.0,0.0,151.0,Other equipment,Shield
Metropolitan,Less lethal weapons,*Total Less lethal weapons,0.0,1330.0,6026.0,2108.0,576.0,40.0,0.0,10080.0,Less lethal weapons,Total: Less lethal weapons
Metropolitan,Less lethal weapons,CED of which,0.0,1330.0,6018.0,2104.0,576.0,40.0,0.0,10068.0,,
Metropolitan,Less lethal weapons,CED non-discharge,0.0,1257.0,5440.0,1881.0,516.0,39.0,0.0,9133.0,,
Metropolitan,Less lethal weapons,CED discharge,0.0,73.0,578.0,223.0,60.0,1.0,0.0,935.0,,
Metropolitan,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Metropolitan,Less lethal weapons,"AEP, of which",0.0,0.0,8.0,4.0,0.0,0.0,0.0,12.0,Less lethal weapons,Total: AEP
Metropolitan,Less lethal weapons,AEP drawn,0.0,0.0,6.0,4.0,0.0,0.0,0.0,10.0,,
Metropolitan,Less lethal weapons,AEP used,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,,
Metropolitan,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Metropolitan,Firearms,*Total Firearms,0.0,151.0,1201.0,251.0,86.0,8.0,0.0,1697.0,Firearms,Total: Firearms
Metropolitan,Other,*Total Other,8.0,735.0,3488.0,1498.0,537.0,117.0,0.0,6383.0,Other,Total: Other
Metropolitan,Other,"Dog use, of which",0.0,82.0,301.0,66.0,6.0,1.0,0.0,456.0,Other,Total: Dog
Metropolitan,Other,Dog deployed,0.0,59.0,229.0,43.0,3.0,1.0,0.0,335.0,Other,Dog: deployed
Metropolitan,Other,Dog bite,0.0,23.0,72.0,23.0,3.0,0.0,0.0,121.0,Other,Dog: bite
Metropolitan,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Metropolitan,Other,Other / improvised,8.0,653.0,3187.0,1432.0,531.0,116.0,0.0,5927.0,Other,Other / improvised
Metropolitan,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
Metropolitan,Tactical communication,Tactical communication,23.0,5479.0,24856.0,9888.0,2812.0,287.0,0.0,43345.0,Excluded: Tactical Communication,Tactical Communication
Norfolk,Total (excluding not reported and tactical communication),*Total Tactics,31.0,785.0,4891.0,2048.0,575.0,55.0,209.0,8594.0,Total,Total: all
Norfolk,Restraint,*Total Restraint,8.0,366.0,2276.0,955.0,275.0,28.0,95.0,4003.0,Restraint,Total: Restraint
Norfolk,Restraint,"Handcuffing, of which",3.0,287.0,1698.0,791.0,234.0,28.0,84.0,3125.0,Restraint,Total: Handcuffing
Norfolk,Restraint,Compliant handcuffing,0.0,173.0,1044.0,540.0,165.0,22.0,59.0,2003.0,Restraint,Handcuffing: compliant
Norfolk,Restraint,Non-compliant handcuffing,3.0,114.0,654.0,251.0,69.0,6.0,25.0,1122.0,Restraint,Handcuffing: non-compliant
Norfolk,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Norfolk,Restraint,Limb / Body restraints,3.0,32.0,272.0,85.0,16.0,0.0,3.0,411.0,Restraint,Limb / body restraints
Norfolk,Restraint,Ground restraint,2.0,47.0,306.0,79.0,25.0,0.0,8.0,467.0,Restraint,Ground restraint
Norfolk,Unarmed skills,*Total Unarmed skills,9.0,218.0,1183.0,502.0,125.0,15.0,35.0,2087.0,Unarmed skills,Total: unarmed skills
Norfolk,Other equipment,*Total Other equipment,0.0,27.0,332.0,122.0,50.0,2.0,18.0,551.0,Other equipment,Total: Other equipment
Norfolk,Other equipment,"Baton, of which",0.0,8.0,30.0,8.0,4.0,1.0,3.0,54.0,Other equipment,Total: Baton
Norfolk,Other equipment,Baton drawn,0.0,6.0,19.0,4.0,2.0,0.0,2.0,33.0,Other equipment,Baton: drawn
Norfolk,Other equipment,Baton used,0.0,2.0,11.0,4.0,2.0,1.0,1.0,21.0,Other equipment,Baton: used
Norfolk,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Norfolk,Other equipment,"Irritant spray, of which",0.0,12.0,243.0,90.0,37.0,1.0,8.0,391.0,Other equipment,Total: Irritant spray
Norfolk,Other equipment,Irritant spray - drawn,0.0,6.0,88.0,28.0,17.0,1.0,1.0,141.0,Other equipment,Irritant spray: drawn
Norfolk,Other equipment,Irritant spray - used,0.0,6.0,155.0,62.0,20.0,0.0,7.0,250.0,Other equipment,Irritant spray: used
Norfolk,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Norfolk,Other equipment,Spit and bite guard,0.0,7.0,50.0,23.0,7.0,0.0,2.0,89.0,Other equipment,Spit and bite guard
Norfolk,Other equipment,Shield,0.0,0.0,9.0,1.0,2.0,0.0,5.0,17.0,Other equipment,Shield
Norfolk,Less lethal weapons,*Total Less lethal weapons,0.0,42.0,342.0,163.0,41.0,2.0,23.0,613.0,Less lethal weapons,Total: Less lethal weapons
Norfolk,Less lethal weapons,CED of which,0.0,39.0,328.0,157.0,39.0,2.0,23.0,588.0,,
Norfolk,Less lethal weapons,CED non-discharge,:,:,:,:,:,:,:,:,,
Norfolk,Less lethal weapons,CED discharge,:,:,:,:,:,:,:,:,,
Norfolk,Less lethal weapons,CED not stated,0.0,39.0,328.0,157.0,39.0,2.0,23.0,588.0,,
Norfolk,Less lethal weapons,"AEP, of which",0.0,3.0,14.0,6.0,2.0,0.0,0.0,25.0,Less lethal weapons,Total: AEP
Norfolk,Less lethal weapons,AEP drawn,0.0,3.0,14.0,6.0,0.0,0.0,0.0,23.0,,
Norfolk,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,,
Norfolk,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Norfolk,Firearms,*Total Firearms,0.0,1.0,4.0,6.0,0.0,0.0,0.0,11.0,Firearms,Total: Firearms
Norfolk,Other,*Total Other,14.0,131.0,754.0,300.0,84.0,8.0,38.0,1329.0,Other,Total: Other
Norfolk,Other,"Dog use, of which",0.0,5.0,12.0,3.0,0.0,0.0,3.0,23.0,Other,Total: Dog
Norfolk,Other,Dog deployed,0.0,3.0,11.0,3.0,0.0,0.0,3.0,20.0,Other,Dog: deployed
Norfolk,Other,Dog bite,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,Other,Dog: bite
Norfolk,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Norfolk,Other,Other / improvised,14.0,126.0,742.0,297.0,84.0,8.0,35.0,1306.0,Other,Other / improvised
Norfolk,Not reported,*Total Not reported,1.0,28.0,96.0,21.0,13.0,0.0,4.0,163.0,Not reported,Total: Not reported
Norfolk,Tactical communication,Tactical communication,14.0,350.0,2061.0,874.0,249.0,29.0,95.0,3672.0,Excluded: Tactical Communication,Tactical Communication
North Wales,Total (excluding not reported and tactical communication),*Total Tactics,1.0,194.0,1380.0,606.0,159.0,18.0,3.0,2361.0,Total,Total: all
North Wales,Restraint,*Total Restraint,0.0,95.0,601.0,259.0,65.0,7.0,0.0,1027.0,Restraint,Total: Restraint
North Wales,Restraint,"Handcuffing, of which",0.0,88.0,560.0,239.0,60.0,6.0,0.0,953.0,Restraint,Total: Handcuffing
North Wales,Restraint,Compliant handcuffing,0.0,15.0,103.0,64.0,16.0,2.0,0.0,200.0,Restraint,Handcuffing: compliant
North Wales,Restraint,Non-compliant handcuffing,0.0,73.0,457.0,175.0,44.0,4.0,0.0,753.0,Restraint,Handcuffing: non-compliant
North Wales,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
North Wales,Restraint,Limb / Body restraints,0.0,2.0,13.0,7.0,2.0,0.0,0.0,24.0,Restraint,Limb / body restraints
North Wales,Restraint,Ground restraint,0.0,5.0,28.0,13.0,3.0,1.0,0.0,50.0,Restraint,Ground restraint
North Wales,Unarmed skills,*Total Unarmed skills,1.0,28.0,207.0,80.0,20.0,0.0,1.0,337.0,Unarmed skills,Total: unarmed skills
North Wales,Other equipment,*Total Other equipment,0.0,13.0,143.0,53.0,10.0,0.0,1.0,220.0,Other equipment,Total: Other equipment
North Wales,Other equipment,"Baton, of which",0.0,0.0,7.0,5.0,0.0,0.0,1.0,13.0,Other equipment,Total: Baton
North Wales,Other equipment,Baton drawn,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Other equipment,Baton: drawn
North Wales,Other equipment,Baton used,0.0,0.0,7.0,4.0,0.0,0.0,1.0,12.0,Other equipment,Baton: used
North Wales,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
North Wales,Other equipment,"Irritant spray, of which",0.0,13.0,131.0,46.0,9.0,0.0,0.0,199.0,Other equipment,Total: Irritant spray
North Wales,Other equipment,Irritant spray - drawn,0.0,0.0,18.0,9.0,2.0,0.0,0.0,29.0,Other equipment,Irritant spray: drawn
North Wales,Other equipment,Irritant spray - used,0.0,13.0,113.0,37.0,7.0,0.0,0.0,170.0,Other equipment,Irritant spray: used
North Wales,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
North Wales,Other equipment,Spit and bite guard,0.0,0.0,4.0,2.0,1.0,0.0,0.0,7.0,Other equipment,Spit and bite guard
North Wales,Other equipment,Shield,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Other equipment,Shield
North Wales,Less lethal weapons,*Total Less lethal weapons,0.0,15.0,93.0,45.0,15.0,0.0,1.0,169.0,Less lethal weapons,Total: Less lethal weapons
North Wales,Less lethal weapons,CED of which,0.0,15.0,93.0,45.0,15.0,0.0,1.0,169.0,,
North Wales,Less lethal weapons,CED non-discharge,0.0,15.0,82.0,39.0,14.0,0.0,1.0,151.0,,
North Wales,Less lethal weapons,CED discharge,0.0,0.0,11.0,6.0,1.0,0.0,0.0,18.0,,
North Wales,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
North Wales,Less lethal weapons,"AEP, of which",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,Total: AEP
North Wales,Less lethal weapons,AEP drawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
North Wales,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
North Wales,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
North Wales,Firearms,*Total Firearms,0.0,0.0,4.0,0.0,3.0,0.0,0.0,7.0,Firearms,Total: Firearms
North Wales,Other,*Total Other,0.0,43.0,332.0,169.0,46.0,11.0,0.0,601.0,Other,Total: Other
North Wales,Other,"Dog use, of which",0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,Other,Total: Dog
North Wales,Other,Dog deployed,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,Other,Dog: deployed
North Wales,Other,Dog bite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,Dog: bite
North Wales,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
North Wales,Other,Other / improvised,0.0,43.0,330.0,169.0,46.0,11.0,0.0,599.0,Other,Other / improvised
North Wales,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
North Wales,Tactical communication,Tactical communication,0.0,12.0,106.0,42.0,9.0,1.0,0.0,170.0,Excluded: Tactical Communication,Tactical Communication
North Yorkshire,Total (excluding not reported and tactical communication),*Total Tactics,13.0,589.0,3178.0,1434.0,344.0,34.0,0.0,5592.0,Total,Total: all
North Yorkshire,Restraint,*Total Restraint,6.0,337.0,1885.0,845.0,200.0,16.0,0.0,3289.0,Restraint,Total: Restraint
North Yorkshire,Restraint,"Handcuffing, of which",0.0,232.0,1309.0,628.0,164.0,13.0,0.0,2346.0,Restraint,Total: Handcuffing
North Yorkshire,Restraint,Compliant handcuffing,0.0,123.0,763.0,373.0,97.0,7.0,0.0,1363.0,Restraint,Handcuffing: compliant
North Yorkshire,Restraint,Non-compliant handcuffing,0.0,109.0,546.0,255.0,67.0,6.0,0.0,983.0,Restraint,Handcuffing: non-compliant
North Yorkshire,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
North Yorkshire,Restraint,Limb / Body restraints,0.0,21.0,120.0,30.0,6.0,3.0,0.0,180.0,Restraint,Limb / body restraints
North Yorkshire,Restraint,Ground restraint,6.0,84.0,456.0,187.0,30.0,0.0,0.0,763.0,Restraint,Ground restraint
North Yorkshire,Unarmed skills,*Total Unarmed skills,5.0,211.0,855.0,405.0,102.0,13.0,0.0,1591.0,Unarmed skills,Total: unarmed skills
North Yorkshire,Other equipment,*Total Other equipment,0.0,20.0,208.0,81.0,13.0,3.0,0.0,325.0,Other equipment,Total: Other equipment
North Yorkshire,Other equipment,"Baton, of which",0.0,3.0,27.0,12.0,1.0,2.0,0.0,45.0,Other equipment,Total: Baton
North Yorkshire,Other equipment,Baton drawn,0.0,3.0,15.0,5.0,1.0,2.0,0.0,26.0,Other equipment,Baton: drawn
North Yorkshire,Other equipment,Baton used,0.0,0.0,12.0,7.0,0.0,0.0,0.0,19.0,Other equipment,Baton: used
North Yorkshire,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
North Yorkshire,Other equipment,"Irritant spray, of which",0.0,8.0,147.0,58.0,9.0,1.0,0.0,223.0,Other equipment,Total: Irritant spray
North Yorkshire,Other equipment,Irritant spray - drawn,0.0,6.0,58.0,21.0,6.0,0.0,0.0,91.0,Other equipment,Irritant spray: drawn
North Yorkshire,Other equipment,Irritant spray - used,0.0,2.0,89.0,37.0,3.0,1.0,0.0,132.0,Other equipment,Irritant spray: used
North Yorkshire,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
North Yorkshire,Other equipment,Spit and bite guard,0.0,9.0,30.0,10.0,3.0,0.0,0.0,52.0,Other equipment,Spit and bite guard
North Yorkshire,Other equipment,Shield,0.0,0.0,4.0,1.0,0.0,0.0,0.0,5.0,Other equipment,Shield
North Yorkshire,Less lethal weapons,*Total Less lethal weapons,1.0,11.0,143.0,54.0,19.0,0.0,0.0,228.0,Less lethal weapons,Total: Less lethal weapons
North Yorkshire,Less lethal weapons,CED of which,1.0,9.0,135.0,50.0,19.0,0.0,0.0,214.0,,
North Yorkshire,Less lethal weapons,CED non-discharge,1.0,9.0,112.0,42.0,17.0,0.0,0.0,181.0,,
North Yorkshire,Less lethal weapons,CED discharge,0.0,0.0,23.0,8.0,2.0,0.0,0.0,33.0,,
North Yorkshire,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
North Yorkshire,Less lethal weapons,"AEP, of which",0.0,2.0,8.0,4.0,0.0,0.0,0.0,14.0,Less lethal weapons,Total: AEP
North Yorkshire,Less lethal weapons,AEP drawn,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,,
North Yorkshire,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
North Yorkshire,Less lethal weapons,AEP not stated,0.0,2.0,7.0,3.0,0.0,0.0,0.0,12.0,,
North Yorkshire,Firearms,*Total Firearms,0.0,1.0,16.0,8.0,1.0,0.0,0.0,26.0,Firearms,Total: Firearms
North Yorkshire,Other,*Total Other,1.0,9.0,71.0,41.0,9.0,2.0,0.0,133.0,Other,Total: Other
North Yorkshire,Other,"Dog use, of which",0.0,1.0,8.0,3.0,0.0,0.0,0.0,12.0,Other,Total: Dog
North Yorkshire,Other,Dog deployed,0.0,1.0,5.0,2.0,0.0,0.0,0.0,8.0,Other,Dog: deployed
North Yorkshire,Other,Dog bite,0.0,0.0,3.0,1.0,0.0,0.0,0.0,4.0,Other,Dog: bite
North Yorkshire,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
North Yorkshire,Other,Other / improvised,1.0,8.0,63.0,38.0,9.0,2.0,0.0,121.0,Other,Other / improvised
North Yorkshire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
North Yorkshire,Tactical communication,Tactical communication,7.0,252.0,1243.0,561.0,154.0,21.0,0.0,2238.0,Excluded: Tactical Communication,Tactical Communication
Northamptonshire,Total (excluding not reported and tactical communication),*Total Tactics,20.0,902.0,5952.0,2395.0,601.0,57.0,1.0,9928.0,Total,Total: all
Northamptonshire,Restraint,*Total Restraint,2.0,453.0,2979.0,1246.0,302.0,19.0,0.0,5001.0,Restraint,Total: Restraint
Northamptonshire,Restraint,"Handcuffing, of which",2.0,379.0,2497.0,1081.0,274.0,19.0,0.0,4252.0,Restraint,Total: Handcuffing
Northamptonshire,Restraint,Compliant handcuffing,1.0,232.0,1586.0,716.0,174.0,13.0,0.0,2722.0,Restraint,Handcuffing: compliant
Northamptonshire,Restraint,Non-compliant handcuffing,1.0,147.0,911.0,365.0,100.0,6.0,0.0,1530.0,Restraint,Handcuffing: non-compliant
Northamptonshire,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Northamptonshire,Restraint,Limb / Body restraints,0.0,49.0,285.0,91.0,15.0,0.0,0.0,440.0,Restraint,Limb / body restraints
Northamptonshire,Restraint,Ground restraint,0.0,25.0,197.0,74.0,13.0,0.0,0.0,309.0,Restraint,Ground restraint
Northamptonshire,Unarmed skills,*Total Unarmed skills,8.0,277.0,1690.0,650.0,158.0,22.0,0.0,2805.0,Unarmed skills,Total: unarmed skills
Northamptonshire,Other equipment,*Total Other equipment,1.0,47.0,447.0,162.0,25.0,1.0,1.0,684.0,Other equipment,Total: Other equipment
Northamptonshire,Other equipment,"Baton, of which",0.0,6.0,74.0,22.0,0.0,0.0,0.0,102.0,Other equipment,Total: Baton
Northamptonshire,Other equipment,Baton drawn,0.0,4.0,45.0,12.0,0.0,0.0,0.0,61.0,Other equipment,Baton: drawn
Northamptonshire,Other equipment,Baton used,0.0,2.0,29.0,10.0,0.0,0.0,0.0,41.0,Other equipment,Baton: used
Northamptonshire,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Northamptonshire,Other equipment,"Irritant spray, of which",1.0,24.0,286.0,112.0,18.0,1.0,1.0,443.0,Other equipment,Total: Irritant spray
Northamptonshire,Other equipment,Irritant spray - drawn,0.0,11.0,141.0,61.0,10.0,1.0,0.0,224.0,Other equipment,Irritant spray: drawn
Northamptonshire,Other equipment,Irritant spray - used,1.0,13.0,145.0,51.0,8.0,0.0,1.0,219.0,Other equipment,Irritant spray: used
Northamptonshire,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Northamptonshire,Other equipment,Spit and bite guard,0.0,12.0,81.0,23.0,5.0,0.0,0.0,121.0,Other equipment,Spit and bite guard
Northamptonshire,Other equipment,Shield,0.0,5.0,6.0,5.0,2.0,0.0,0.0,18.0,Other equipment,Shield
Northamptonshire,Less lethal weapons,*Total Less lethal weapons,2.0,43.0,334.0,123.0,59.0,7.0,0.0,568.0,Less lethal weapons,Total: Less lethal weapons
