Police Force,Type of force,Tactic,Mental,Physical,Physical and mental,None,Not reported,Number of times tactic reported
South Wales,Restraint,Limb / Body restraints,49.0,2.0,3.0,432.0,0.0,486.0
South Wales,Restraint,Ground restraint,181.0,10.0,7.0,2398.0,0.0,2596.0
South Wales,Unarmed skills,*Total Unarmed skills,348.0,49.0,11.0,5508.0,0.0,5916.0
South Wales,Other equipment,*Total Other equipment,25.0,8.0,1.0,393.0,0.0,427.0
South Wales,Other equipment,"Baton, of which",5.0,2.0,0.0,79.0,0.0,86.0
South Wales,Other equipment,Baton drawn,5.0,1.0,0.0,49.0,0.0,55.0
South Wales,Other equipment,Baton used,0.0,1.0,0.0,30.0,0.0,31.0
South Wales,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0
South Wales,Other equipment,"Irritant spray, of which",4.0,5.0,1.0,163.0,0.0,173.0
South Wales,Other equipment,Irritant spray - drawn,2.0,3.0,1.0,79.0,0.0,85.0
South Wales,Other equipment,Irritant spray - used,2.0,2.0,0.0,84.0,0.0,88.0
South Wales,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0
South Wales,Other equipment,Spit and bite guard,14.0,1.0,0.0,145.0,0.0,160.0
South Wales,Other equipment,Shield,2.0,0.0,0.0,6.0,0.0,8.0
South Wales,Less lethal weapons,*Total Less lethal weapons,52.0,5.0,2.0,807.0,0.0,866.0
South Wales,Less lethal weapons,CED of which,48.0,4.0,2.0,710.0,0.0,764.0
South Wales,Less lethal weapons,CED non-discharge,25.0,2.0,2.0,479.0,0.0,508.0
South Wales,Less lethal weapons,CED discharge,11.0,1.0,0.0,67.0,0.0,79.0
South Wales,Less lethal weapons,CED not stated,12.0,1.0,0.0,164.0,0.0,177.0
South Wales,Less lethal weapons,"AEP, of which",4.0,1.0,0.0,97.0,0.0,102.0
South Wales,Less lethal weapons,AEP drawn,4.0,1.0,0.0,95.0,0.0,100.0
South Wales,Less lethal weapons,AEP used,0.0,0.0,0.0,2.0,0.0,2.0
South Wales,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0
South Wales,Firearms,*Total Firearms,4.0,2.0,0.0,135.0,0.0,141.0
South Wales,Other,*Total Other,57.0,14.0,6.0,1000.0,0.0,1077.0
South Wales,Other,"Dog use, of which",3.0,2.0,1.0,81.0,0.0,87.0
South Wales,Other,Dog deployed,3.0,1.0,1.0,75.0,0.0,80.0
South Wales,Other,Dog bite,0.0,1.0,0.0,6.0,0.0,7.0
South Wales,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0
South Wales,Other,Other / improvised,54.0,12.0,5.0,919.0,0.0,990.0
South Wales,Not reported,*Total Not reported,2.0,0.0,1.0,17.0,0.0,20.0
South Wales,Tactical communication,Tactical communication,457.0,85.0,22.0,10223.0,0.0,10787.0
South Yorkshire,Total (excluding not reported and tactical communication),*Total Tactics,1438.0,87.0,57.0,10715.0,0.0,12297.0
South Yorkshire,Restraint,*Total Restraint,665.0,36.0,26.0,4855.0,0.0,5582.0
South Yorkshire,Restraint,"Handcuffing, of which",394.0,27.0,15.0,3309.0,0.0,3745.0
South Yorkshire,Restraint,Compliant handcuffing,99.0,10.0,1.0,1271.0,0.0,1381.0
South Yorkshire,Restraint,Non-compliant handcuffing,295.0,17.0,14.0,2038.0,0.0,2364.0
South Yorkshire,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0
South Yorkshire,Restraint,Limb / Body restraints,97.0,3.0,4.0,323.0,0.0,427.0
South Yorkshire,Restraint,Ground restraint,174.0,6.0,7.0,1223.0,0.0,1410.0
South Yorkshire,Unarmed skills,*Total Unarmed skills,578.0,37.0,27.0,4114.0,0.0,4756.0
South Yorkshire,Other equipment,*Total Other equipment,67.0,5.0,2.0,736.0,0.0,810.0
South Yorkshire,Other equipment,"Baton, of which",8.0,0.0,0.0,179.0,0.0,187.0
South Yorkshire,Other equipment,Baton drawn,6.0,0.0,0.0,108.0,0.0,114.0
South Yorkshire,Other equipment,Baton used,2.0,0.0,0.0,71.0,0.0,73.0
South Yorkshire,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0
South Yorkshire,Other equipment,"Irritant spray, of which",33.0,4.0,1.0,442.0,0.0,480.0
South Yorkshire,Other equipment,Irritant spray - drawn,14.0,1.0,0.0,145.0,0.0,160.0
South Yorkshire,Other equipment,Irritant spray - used,19.0,3.0,1.0,297.0,0.0,320.0
South Yorkshire,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0
South Yorkshire,Other equipment,Spit and bite guard,21.0,1.0,1.0,110.0,0.0,133.0
South Yorkshire,Other equipment,Shield,5.0,0.0,0.0,5.0,0.0,10.0
South Yorkshire,Less lethal weapons,*Total Less lethal weapons,70.0,6.0,0.0,496.0,0.0,572.0
South Yorkshire,Less lethal weapons,CED of which,69.0,6.0,0.0,487.0,0.0,562.0
South Yorkshire,Less lethal weapons,CED non-discharge,55.0,5.0,0.0,416.0,0.0,476.0
South Yorkshire,Less lethal weapons,CED discharge,14.0,1.0,0.0,71.0,0.0,86.0
South Yorkshire,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0
South Yorkshire,Less lethal weapons,"AEP, of which",1.0,0.0,0.0,9.0,0.0,10.0
South Yorkshire,Less lethal weapons,AEP drawn,1.0,0.0,0.0,9.0,0.0,10.0
South Yorkshire,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0
South Yorkshire,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0
South Yorkshire,Firearms,*Total Firearms,4.0,1.0,1.0,52.0,0.0,58.0
South Yorkshire,Other,*Total Other,54.0,2.0,1.0,462.0,0.0,519.0
South Yorkshire,Other,"Dog use, of which",7.0,0.0,0.0,105.0,0.0,112.0
South Yorkshire,Other,Dog deployed,5.0,0.0,0.0,73.0,0.0,78.0
South Yorkshire,Other,Dog bite,2.0,0.0,0.0,32.0,0.0,34.0
South Yorkshire,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0
South Yorkshire,Other,Other / improvised,47.0,2.0,1.0,357.0,0.0,407.0
South Yorkshire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0
South Yorkshire,Tactical communication,Tactical communication,545.0,32.0,25.0,3905.0,0.0,4507.0
Staffordshire,Total (excluding not reported and tactical communication),*Total Tactics,618.0,32.0,14.0,6319.0,368.0,7351.0
Staffordshire,Restraint,*Total Restraint,264.0,16.0,7.0,2724.0,50.0,3061.0
Staffordshire,Restraint,"Handcuffing, of which",167.0,9.0,5.0,1841.0,30.0,2052.0
Staffordshire,Restraint,Compliant handcuffing,:,:,:,:,:,:
Staffordshire,Restraint,Non-compliant handcuffing,:,:,:,:,:,:
Staffordshire,Restraint,Handcuffing not stated,167.0,9.0,5.0,1841.0,30.0,2052.0
Staffordshire,Restraint,Limb / Body restraints,26.0,3.0,0.0,169.0,5.0,203.0
Staffordshire,Restraint,Ground restraint,71.0,4.0,2.0,714.0,15.0,806.0
Staffordshire,Unarmed skills,*Total Unarmed skills,284.0,14.0,6.0,2725.0,298.0,3327.0
Staffordshire,Other equipment,*Total Other equipment,43.0,2.0,1.0,532.0,13.0,591.0
Staffordshire,Other equipment,"Baton, of which",3.0,0.0,0.0,64.0,2.0,69.0
Staffordshire,Other equipment,Baton drawn,2.0,0.0,0.0,34.0,1.0,37.0
Staffordshire,Other equipment,Baton used,1.0,0.0,0.0,30.0,1.0,32.0
Staffordshire,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0
Staffordshire,Other equipment,"Irritant spray, of which",34.0,1.0,0.0,387.0,10.0,432.0
Staffordshire,Other equipment,Irritant spray - drawn,17.0,0.0,0.0,184.0,3.0,204.0
Staffordshire,Other equipment,Irritant spray - used,17.0,1.0,0.0,203.0,7.0,228.0
Staffordshire,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0
Staffordshire,Other equipment,Spit and bite guard,5.0,1.0,1.0,77.0,1.0,85.0
Staffordshire,Other equipment,Shield,1.0,0.0,0.0,4.0,0.0,5.0
Staffordshire,Less lethal weapons,*Total Less lethal weapons,18.0,0.0,0.0,170.0,3.0,191.0
Staffordshire,Less lethal weapons,CED of which,17.0,0.0,0.0,153.0,3.0,173.0
Staffordshire,Less lethal weapons,CED non-discharge,14.0,0.0,0.0,137.0,2.0,153.0
Staffordshire,Less lethal weapons,CED discharge,3.0,0.0,0.0,16.0,0.0,19.0
Staffordshire,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,1.0,1.0
Staffordshire,Less lethal weapons,"AEP, of which",1.0,0.0,0.0,17.0,0.0,18.0
Staffordshire,Less lethal weapons,AEP drawn,1.0,0.0,0.0,14.0,0.0,15.0
Staffordshire,Less lethal weapons,AEP used,0.0,0.0,0.0,3.0,0.0,3.0
Staffordshire,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0
Staffordshire,Firearms,*Total Firearms,0.0,0.0,0.0,28.0,0.0,28.0
Staffordshire,Other,*Total Other,9.0,0.0,0.0,140.0,4.0,153.0
Staffordshire,Other,"Dog use, of which",0.0,0.0,0.0,60.0,3.0,63.0
Staffordshire,Other,Dog deployed,0.0,0.0,0.0,46.0,3.0,49.0
Staffordshire,Other,Dog bite,0.0,0.0,0.0,14.0,0.0,14.0
Staffordshire,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0
Staffordshire,Other,Other / improvised,9.0,0.0,0.0,80.0,1.0,90.0
Staffordshire,Not reported,*Total Not reported,4.0,0.0,0.0,9.0,1.0,14.0
Staffordshire,Tactical communication,Tactical communication,243.0,13.0,4.0,2393.0,41.0,2694.0
Suffolk,Total (excluding not reported and tactical communication),*Total Tactics,421.0,71.0,29.0,5170.0,0.0,5691.0
Suffolk,Restraint,*Total Restraint,215.0,30.0,9.0,2898.0,0.0,3152.0
Suffolk,Restraint,"Handcuffing, of which",164.0,21.0,6.0,2426.0,0.0,2617.0
Suffolk,Restraint,Compliant handcuffing,59.0,5.0,3.0,1338.0,0.0,1405.0
Suffolk,Restraint,Non-compliant handcuffing,105.0,16.0,3.0,1088.0,0.0,1212.0
Suffolk,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0
Suffolk,Restraint,Limb / Body restraints,20.0,2.0,1.0,163.0,0.0,186.0
Suffolk,Restraint,Ground restraint,31.0,7.0,2.0,309.0,0.0,349.0
Suffolk,Unarmed skills,*Total Unarmed skills,69.0,16.0,3.0,761.0,0.0,849.0
Suffolk,Other equipment,*Total Other equipment,26.0,6.0,1.0,319.0,0.0,352.0
Suffolk,Other equipment,"Baton, of which",1.0,0.0,0.0,16.0,0.0,17.0
Suffolk,Other equipment,Baton drawn,1.0,0.0,0.0,12.0,0.0,13.0
Suffolk,Other equipment,Baton used,0.0,0.0,0.0,4.0,0.0,4.0
Suffolk,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0
Suffolk,Other equipment,"Irritant spray, of which",22.0,3.0,1.0,237.0,0.0,263.0
Suffolk,Other equipment,Irritant spray - drawn,13.0,2.0,0.0,103.0,0.0,118.0
Suffolk,Other equipment,Irritant spray - used,9.0,1.0,1.0,134.0,0.0,145.0
Suffolk,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0
Suffolk,Other equipment,Spit and bite guard,3.0,2.0,0.0,61.0,0.0,66.0
Suffolk,Other equipment,Shield,0.0,1.0,0.0,5.0,0.0,6.0
Suffolk,Less lethal weapons,*Total Less lethal weapons,37.0,0.0,9.0,343.0,0.0,389.0
Suffolk,Less lethal weapons,CED of which,33.0,0.0,9.0,321.0,0.0,363.0
Suffolk,Less lethal weapons,CED non-discharge,:,:,:,:,:,:
Suffolk,Less lethal weapons,CED discharge,:,:,:,:,:,:
Suffolk,Less lethal weapons,CED not stated,33.0,0.0,9.0,321.0,0.0,363.0
Suffolk,Less lethal weapons,"AEP, of which",4.0,0.0,0.0,22.0,0.0,26.0
Suffolk,Less lethal weapons,AEP drawn,4.0,0.0,0.0,18.0,0.0,22.0
Suffolk,Less lethal weapons,AEP used,0.0,0.0,0.0,4.0,0.0,4.0
Suffolk,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0
Suffolk,Firearms,*Total Firearms,1.0,0.0,1.0,16.0,0.0,18.0
Suffolk,Other,*Total Other,73.0,19.0,6.0,833.0,0.0,931.0
Suffolk,Other,"Dog use, of which",1.0,0.0,0.0,8.0,0.0,9.0
Suffolk,Other,Dog deployed,0.0,0.0,0.0,4.0,0.0,4.0
Suffolk,Other,Dog bite,1.0,0.0,0.0,4.0,0.0,5.0
Suffolk,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0
Suffolk,Other,Other / improvised,72.0,19.0,6.0,825.0,0.0,922.0
Suffolk,Not reported,*Total Not reported,0.0,0.0,0.0,79.0,0.0,79.0
Suffolk,Tactical communication,Tactical communication,128.0,22.0,10.0,2227.0,0.0,2387.0
Surrey,Total (excluding not reported and tactical communication),*Total Tactics,2851.0,28.0,34.0,4640.0,0.0,7553.0
Surrey,Restraint,*Total Restraint,1564.0,14.0,20.0,2729.0,0.0,4327.0
Surrey,Restraint,"Handcuffing, of which",1140.0,12.0,19.0,2360.0,0.0,3531.0
Surrey,Restraint,Compliant handcuffing,441.0,8.0,8.0,1480.0,0.0,1937.0
Surrey,Restraint,Non-compliant handcuffing,699.0,4.0,11.0,880.0,0.0,1594.0
Surrey,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0
Surrey,Restraint,Limb / Body restraints,224.0,1.0,1.0,174.0,0.0,400.0
Surrey,Restraint,Ground restraint,200.0,1.0,0.0,195.0,0.0,396.0
Surrey,Unarmed skills,*Total Unarmed skills,939.0,8.0,12.0,1205.0,0.0,2164.0
Surrey,Other equipment,*Total Other equipment,158.0,3.0,1.0,225.0,0.0,387.0
Surrey,Other equipment,"Baton, of which",15.0,0.0,0.0,29.0,0.0,44.0
Surrey,Other equipment,Baton drawn,11.0,0.0,0.0,14.0,0.0,25.0
Surrey,Other equipment,Baton used,4.0,0.0,0.0,15.0,0.0,19.0
Surrey,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0
Surrey,Other equipment,"Irritant spray, of which",83.0,2.0,0.0,133.0,0.0,218.0
Surrey,Other equipment,Irritant spray - drawn,31.0,1.0,0.0,60.0,0.0,92.0
Surrey,Other equipment,Irritant spray - used,52.0,1.0,0.0,73.0,0.0,126.0
Surrey,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0
Surrey,Other equipment,Spit and bite guard,58.0,1.0,1.0,62.0,0.0,122.0
Surrey,Other equipment,Shield,2.0,0.0,0.0,1.0,0.0,3.0
Surrey,Less lethal weapons,*Total Less lethal weapons,119.0,2.0,0.0,325.0,0.0,446.0
Surrey,Less lethal weapons,CED of which,116.0,2.0,0.0,310.0,0.0,428.0
Surrey,Less lethal weapons,CED non-discharge,102.0,2.0,0.0,284.0,0.0,388.0
Surrey,Less lethal weapons,CED discharge,14.0,0.0,0.0,26.0,0.0,40.0
Surrey,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0
Surrey,Less lethal weapons,"AEP, of which",3.0,0.0,0.0,15.0,0.0,18.0
Surrey,Less lethal weapons,AEP drawn,3.0,0.0,0.0,15.0,0.0,18.0
Surrey,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0
Surrey,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0
Surrey,Firearms,*Total Firearms,9.0,0.0,0.0,54.0,0.0,63.0
Surrey,Other,*Total Other,62.0,1.0,1.0,102.0,0.0,166.0
Surrey,Other,"Dog use, of which",2.0,0.0,0.0,7.0,0.0,9.0
Surrey,Other,Dog deployed,2.0,0.0,0.0,6.0,0.0,8.0
Surrey,Other,Dog bite,0.0,0.0,0.0,1.0,0.0,1.0
Surrey,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0
Surrey,Other,Other / improvised,60.0,1.0,1.0,95.0,0.0,157.0
Surrey,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0
Surrey,Tactical communication,Tactical communication,1228.0,11.0,14.0,1848.0,0.0,3101.0
Sussex,Total (excluding not reported and tactical communication),*Total Tactics,7272.0,132.0,147.0,16539.0,0.0,24090.0
Sussex,Restraint,*Total Restraint,3550.0,79.0,66.0,9246.0,0.0,12941.0
Sussex,Restraint,"Handcuffing, of which",2749.0,74.0,54.0,7985.0,0.0,10862.0
Sussex,Restraint,Compliant handcuffing,:,:,:,:,:,:
Sussex,Restraint,Non-compliant handcuffing,:,:,:,:,:,:
Sussex,Restraint,Handcuffing not stated,2749.0,74.0,54.0,7985.0,0.0,10862.0
Sussex,Restraint,Limb / Body restraints,329.0,1.0,5.0,443.0,0.0,778.0
Sussex,Restraint,Ground restraint,472.0,4.0,7.0,818.0,0.0,1301.0
Sussex,Unarmed skills,*Total Unarmed skills,2807.0,33.0,54.0,5291.0,0.0,8185.0
Sussex,Other equipment,*Total Other equipment,397.0,5.0,12.0,861.0,0.0,1275.0
Sussex,Other equipment,"Baton, of which",43.0,0.0,4.0,126.0,0.0,173.0
Sussex,Other equipment,Baton drawn,25.0,0.0,2.0,81.0,0.0,108.0
Sussex,Other equipment,Baton used,18.0,0.0,2.0,45.0,0.0,65.0
Sussex,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0
Sussex,Other equipment,"Irritant spray, of which",244.0,5.0,6.0,576.0,0.0,831.0
Sussex,Other equipment,Irritant spray - drawn,112.0,1.0,4.0,269.0,0.0,386.0
Sussex,Other equipment,Irritant spray - used,132.0,4.0,2.0,307.0,0.0,445.0
Sussex,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0
Sussex,Other equipment,Spit and bite guard,100.0,0.0,1.0,154.0,0.0,255.0
Sussex,Other equipment,Shield,10.0,0.0,1.0,5.0,0.0,16.0
Sussex,Less lethal weapons,*Total Less lethal weapons,277.0,7.0,7.0,637.0,0.0,928.0
Sussex,Less lethal weapons,CED of which,261.0,7.0,7.0,622.0,0.0,897.0
Sussex,Less lethal weapons,CED non-discharge,220.0,7.0,7.0,583.0,0.0,817.0
Sussex,Less lethal weapons,CED discharge,41.0,0.0,0.0,39.0,0.0,80.0
Sussex,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0
Sussex,Less lethal weapons,"AEP, of which",16.0,0.0,0.0,15.0,0.0,31.0
Sussex,Less lethal weapons,AEP drawn,14.0,0.0,0.0,15.0,0.0,29.0
Sussex,Less lethal weapons,AEP used,2.0,0.0,0.0,0.0,0.0,2.0
Sussex,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0
Sussex,Firearms,*Total Firearms,25.0,0.0,1.0,86.0,0.0,112.0
Sussex,Other,*Total Other,216.0,8.0,7.0,418.0,0.0,649.0
Sussex,Other,"Dog use, of which",10.0,1.0,0.0,43.0,0.0,54.0
Sussex,Other,Dog deployed,10.0,1.0,0.0,37.0,0.0,48.0
Sussex,Other,Dog bite,0.0,0.0,0.0,6.0,0.0,6.0
Sussex,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0
Sussex,Other,Other / improvised,206.0,7.0,7.0,375.0,0.0,595.0
Sussex,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0
Sussex,Tactical communication,Tactical communication,2934.0,58.0,73.0,5910.0,0.0,8975.0
Thames Valley,Total (excluding not reported and tactical communication),*Total Tactics,2188.0,102.0,74.0,26403.0,12.0,28779.0
Thames Valley,Restraint,*Total Restraint,1227.0,59.0,39.0,16021.0,2.0,17348.0
Thames Valley,Restraint,"Handcuffing, of which",669.0,42.0,25.0,10509.0,2.0,11247.0
Thames Valley,Restraint,Compliant handcuffing,313.0,28.0,13.0,7037.0,2.0,7393.0
Thames Valley,Restraint,Non-compliant handcuffing,354.0,14.0,12.0,3450.0,0.0,3830.0
Thames Valley,Restraint,Handcuffing not stated,2.0,0.0,0.0,22.0,0.0,24.0
Thames Valley,Restraint,Limb / Body restraints,144.0,4.0,1.0,855.0,0.0,1004.0
Thames Valley,Restraint,Ground restraint,414.0,13.0,13.0,4657.0,0.0,5097.0
Thames Valley,Unarmed skills,*Total Unarmed skills,667.0,30.0,21.0,6656.0,1.0,7375.0
Thames Valley,Other equipment,*Total Other equipment,99.0,2.0,1.0,1268.0,0.0,1370.0
Thames Valley,Other equipment,"Baton, of which",17.0,1.0,1.0,243.0,0.0,262.0
Thames Valley,Other equipment,Baton drawn,:,:,:,:,:,:
Thames Valley,Other equipment,Baton used,:,:,:,:,:,:
Thames Valley,Other equipment,Baton not stated,17.0,1.0,1.0,243.0,0.0,262.0
Thames Valley,Other equipment,"Irritant spray, of which",40.0,1.0,0.0,749.0,0.0,790.0
Thames Valley,Other equipment,Irritant spray - drawn,14.0,0.0,0.0,201.0,0.0,215.0
Thames Valley,Other equipment,Irritant spray - used,26.0,1.0,0.0,479.0,0.0,506.0
Thames Valley,Other equipment,Irritant spray not stated,0.0,0.0,0.0,69.0,0.0,69.0
Thames Valley,Other equipment,Spit and bite guard,36.0,0.0,0.0,255.0,0.0,291.0
Thames Valley,Other equipment,Shield,6.0,0.0,0.0,21.0,0.0,27.0
Thames Valley,Less lethal weapons,*Total Less lethal weapons,94.0,0.0,4.0,944.0,0.0,1042.0
Thames Valley,Less lethal weapons,CED of which,93.0,0.0,4.0,940.0,0.0,1037.0
Thames Valley,Less lethal weapons,CED non-discharge,66.0,0.0,4.0,790.0,0.0,860.0
Thames Valley,Less lethal weapons,CED discharge,21.0,0.0,0.0,106.0,0.0,127.0
Thames Valley,Less lethal weapons,CED not stated,6.0,0.0,0.0,44.0,0.0,50.0
Thames Valley,Less lethal weapons,"AEP, of which",1.0,0.0,0.0,4.0,0.0,5.0
Thames Valley,Less lethal weapons,AEP drawn,1.0,0.0,0.0,1.0,0.0,2.0
Thames Valley,Less lethal weapons,AEP used,0.0,0.0,0.0,1.0,0.0,1.0
Thames Valley,Less lethal weapons,AEP not stated,0.0,0.0,0.0,2.0,0.0,2.0
Thames Valley,Firearms,*Total Firearms,2.0,0.0,0.0,35.0,0.0,37.0
Thames Valley,Other,*Total Other,99.0,11.0,9.0,1479.0,9.0,1607.0
Thames Valley,Other,"Dog use, of which",0.0,1.0,0.0,78.0,0.0,79.0
Thames Valley,Other,Dog deployed,:,:,:,:,:,:
Thames Valley,Other,Dog bite,:,:,:,:,:,:
Thames Valley,Other,Dog not stated,0.0,1.0,0.0,78.0,0.0,79.0
Thames Valley,Other,Other / improvised,99.0,10.0,9.0,1401.0,9.0,1528.0
Thames Valley,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0
Thames Valley,Tactical communication,Tactical communication,138.0,8.0,6.0,1422.0,1.0,1575.0
Warwickshire,Total (excluding not reported and tactical communication),*Total Tactics,434.0,42.0,0.0,0.0,2637.0,3113.0
Warwickshire,Restraint,*Total Restraint,244.0,25.0,0.0,0.0,1401.0,1670.0
Warwickshire,Restraint,"Handcuffing, of which",171.0,20.0,0.0,0.0,1057.0,1248.0
Warwickshire,Restraint,Compliant handcuffing,57.0,8.0,0.0,0.0,515.0,580.0
Warwickshire,Restraint,Non-compliant handcuffing,114.0,12.0,0.0,0.0,542.0,668.0
Warwickshire,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0
Warwickshire,Restraint,Limb / Body restraints,17.0,0.0,0.0,0.0,36.0,53.0
Warwickshire,Restraint,Ground restraint,56.0,5.0,0.0,0.0,308.0,369.0
Warwickshire,Unarmed skills,*Total Unarmed skills,86.0,9.0,0.0,0.0,480.0,575.0
Warwickshire,Other equipment,*Total Other equipment,18.0,1.0,0.0,0.0,151.0,170.0
Warwickshire,Other equipment,"Baton, of which",3.0,1.0,0.0,0.0,21.0,25.0
Warwickshire,Other equipment,Baton drawn,2.0,1.0,0.0,0.0,11.0,14.0
Warwickshire,Other equipment,Baton used,1.0,0.0,0.0,0.0,10.0,11.0
Warwickshire,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0
Warwickshire,Other equipment,"Irritant spray, of which",7.0,0.0,0.0,0.0,96.0,103.0
Warwickshire,Other equipment,Irritant spray - drawn,6.0,0.0,0.0,0.0,40.0,46.0
Warwickshire,Other equipment,Irritant spray - used,1.0,0.0,0.0,0.0,56.0,57.0
Warwickshire,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0
Warwickshire,Other equipment,Spit and bite guard,8.0,0.0,0.0,0.0,31.0,39.0
Warwickshire,Other equipment,Shield,0.0,0.0,0.0,0.0,3.0,3.0
Warwickshire,Less lethal weapons,*Total Less lethal weapons,0.0,0.0,0.0,0.0,186.0,186.0
Warwickshire,Less lethal weapons,CED of which,:,:,:,:,184.0,184.0
Warwickshire,Less lethal weapons,CED non-discharge,:,:,:,:,168.0,168.0
Warwickshire,Less lethal weapons,CED discharge,:,:,:,:,16.0,16.0
Warwickshire,Less lethal weapons,CED not stated,:,:,:,:,0.0,0.0
Warwickshire,Less lethal weapons,"AEP, of which",0.0,0.0,0.0,0.0,2.0,2.0
Warwickshire,Less lethal weapons,AEP drawn,0.0,0.0,0.0,0.0,1.0,1.0
Warwickshire,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,1.0,1.0
Warwickshire,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0
Warwickshire,Firearms,*Total Firearms,10.0,0.0,0.0,0.0,95.0,105.0
Warwickshire,Other,*Total Other,76.0,7.0,0.0,0.0,324.0,407.0
Warwickshire,Other,"Dog use, of which",4.0,0.0,0.0,0.0,42.0,46.0
Warwickshire,Other,Dog deployed,4.0,0.0,0.0,0.0,40.0,44.0
Warwickshire,Other,Dog bite,0.0,0.0,0.0,0.0,2.0,2.0
Warwickshire,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0
Warwickshire,Other,Other / improvised,72.0,7.0,0.0,0.0,282.0,361.0
Warwickshire,Not reported,*Total Not reported,12.0,0.0,0.0,0.0,64.0,76.0
Warwickshire,Tactical communication,Tactical communication,97.0,8.0,0.0,0.0,512.0,617.0
West Mercia,Total (excluding not reported and tactical communication),*Total Tactics,2260.0,179.0,0.0,0.0,12809.0,15248.0
West Mercia,Restraint,*Total Restraint,1209.0,89.0,0.0,0.0,6791.0,8089.0
West Mercia,Restraint,"Handcuffing, of which",778.0,64.0,0.0,0.0,4744.0,5586.0
West Mercia,Restraint,Compliant handcuffing,232.0,25.0,0.0,0.0,2463.0,2720.0
West Mercia,Restraint,Non-compliant handcuffing,546.0,39.0,0.0,0.0,2281.0,2866.0
West Mercia,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0
West Mercia,Restraint,Limb / Body restraints,79.0,4.0,0.0,0.0,160.0,243.0
West Mercia,Restraint,Ground restraint,352.0,21.0,0.0,0.0,1887.0,2260.0
West Mercia,Unarmed skills,*Total Unarmed skills,553.0,40.0,0.0,0.0,2856.0,3449.0
West Mercia,Other equipment,*Total Other equipment,106.0,10.0,0.0,0.0,713.0,829.0
West Mercia,Other equipment,"Baton, of which",20.0,1.0,0.0,0.0,136.0,157.0
West Mercia,Other equipment,Baton drawn,10.0,1.0,0.0,0.0,70.0,81.0
West Mercia,Other equipment,Baton used,10.0,0.0,0.0,0.0,66.0,76.0
West Mercia,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0
