Tactic,Police Force,Force type - Output,Tactic - Output,ethnicity,count
CED non-discharge,Dyfed-Powys,,,White,238.0
CED discharge,Dyfed-Powys,,,White,24.0
CED not stated,Dyfed-Powys,,,White,0.0
"AEP, of which",Dyfed-Powys,Less lethal weapons,Total: AEP,White,21.0
AEP drawn,Dyfed-Powys,,,White,21.0
AEP used,Dyfed-Powys,,,White,0.0
AEP not stated,Dyfed-Powys,,,White,0.0
*Total Firearms,Dyfed-Powys,Firearms,Total: Firearms,White,77.0
*Total Other,Dyfed-Powys,Other,Total: Other,White,159.0
"Dog use, of which",Dyfed-Powys,Other,Total: Dog,White,8.0
Dog deployed,Dyfed-Powys,Other,Dog: deployed,White,8.0
Dog bite,Dyfed-Powys,Other,Dog: bite,White,0.0
Dog not stated,Dyfed-Powys,,,White,0.0
Other / improvised,Dyfed-Powys,Other,Other / improvised,White,151.0
*Total Not reported,Dyfed-Powys,Not reported,Total: Not reported,White,0.0
Tactical communication,Dyfed-Powys,Excluded: Tactical Communication,Tactical Communication,White,2130.0
*Total Tactics,Essex,Total,Total: all,White,17786.0
*Total Restraint,Essex,Restraint,Total: Restraint,White,12005.0
"Handcuffing, of which",Essex,Restraint,Total: Handcuffing,White,7838.0
Compliant handcuffing,Essex,Restraint,Handcuffing: compliant,White,4817.0
Non-compliant handcuffing,Essex,Restraint,Handcuffing: non-compliant,White,3021.0
Handcuffing not stated,Essex,,,White,0.0
Limb / Body restraints,Essex,Restraint,Limb / body restraints,White,1195.0
Ground restraint,Essex,Restraint,Ground restraint,White,2972.0
*Total Unarmed skills,Essex,Unarmed skills,Total: unarmed skills,White,3022.0
*Total Other equipment,Essex,Other equipment,Total: Other equipment,White,493.0
"Baton, of which",Essex,Other equipment,Total: Baton,White,104.0
Baton drawn,Essex,Other equipment,Baton: drawn,White,76.0
Baton used,Essex,Other equipment,Baton: used,White,28.0
Baton not stated,Essex,,,White,0.0
"Irritant spray, of which",Essex,Other equipment,Total: Irritant spray,White,137.0
Irritant spray - drawn,Essex,Other equipment,Irritant spray: drawn,White,67.0
Irritant spray - used,Essex,Other equipment,Irritant spray: used,White,70.0
Irritant spray not stated,Essex,,,White,0.0
Spit and bite guard,Essex,Other equipment,Spit and bite guard,White,232.0
Shield,Essex,Other equipment,Shield,White,20.0
*Total Less lethal weapons,Essex,Less lethal weapons,Total: Less lethal weapons,White,317.0
CED of which,Essex,,,White,317.0
CED non-discharge,Essex,,,White,195.0
CED discharge,Essex,,,White,24.0
CED not stated,Essex,,,White,98.0
"AEP, of which",Essex,Less lethal weapons,Total: AEP,White,0.0
AEP drawn,Essex,,,White,0.0
AEP used,Essex,,,White,0.0
AEP not stated,Essex,,,White,0.0
*Total Firearms,Essex,Firearms,Total: Firearms,White,126.0
*Total Other,Essex,Other,Total: Other,White,1823.0
"Dog use, of which",Essex,Other,Total: Dog,White,129.0
Dog deployed,Essex,Other,Dog: deployed,White,99.0
Dog bite,Essex,Other,Dog: bite,White,30.0
Dog not stated,Essex,,,White,0.0
Other / improvised,Essex,Other,Other / improvised,White,1694.0
*Total Not reported,Essex,Not reported,Total: Not reported,White,0.0
Tactical communication,Essex,Excluded: Tactical Communication,Tactical Communication,White,4159.0
*Total Tactics,Gloucestershire,Total,Total: all,White,1884.0
*Total Restraint,Gloucestershire,Restraint,Total: Restraint,White,1239.0
"Handcuffing, of which",Gloucestershire,Restraint,Total: Handcuffing,White,813.0
Compliant handcuffing,Gloucestershire,Restraint,Handcuffing: compliant,White,466.0
Non-compliant handcuffing,Gloucestershire,Restraint,Handcuffing: non-compliant,White,347.0
Handcuffing not stated,Gloucestershire,,,White,0.0
Limb / Body restraints,Gloucestershire,Restraint,Limb / body restraints,White,83.0
Ground restraint,Gloucestershire,Restraint,Ground restraint,White,343.0
*Total Unarmed skills,Gloucestershire,Unarmed skills,Total: unarmed skills,White,353.0
*Total Other equipment,Gloucestershire,Other equipment,Total: Other equipment,White,125.0
"Baton, of which",Gloucestershire,Other equipment,Total: Baton,White,23.0
Baton drawn,Gloucestershire,Other equipment,Baton: drawn,White,14.0
Baton used,Gloucestershire,Other equipment,Baton: used,White,9.0
Baton not stated,Gloucestershire,,,White,0.0
"Irritant spray, of which",Gloucestershire,Other equipment,Total: Irritant spray,White,70.0
Irritant spray - drawn,Gloucestershire,Other equipment,Irritant spray: drawn,White,41.0
Irritant spray - used,Gloucestershire,Other equipment,Irritant spray: used,White,29.0
Irritant spray not stated,Gloucestershire,,,White,0.0
Spit and bite guard,Gloucestershire,Other equipment,Spit and bite guard,White,23.0
Shield,Gloucestershire,Other equipment,Shield,White,9.0
*Total Less lethal weapons,Gloucestershire,Less lethal weapons,Total: Less lethal weapons,White,98.0
CED of which,Gloucestershire,,,White,84.0
CED non-discharge,Gloucestershire,,,White,55.0
CED discharge,Gloucestershire,,,White,18.0
CED not stated,Gloucestershire,,,White,11.0
"AEP, of which",Gloucestershire,Less lethal weapons,Total: AEP,White,14.0
AEP drawn,Gloucestershire,,,White,12.0
AEP used,Gloucestershire,,,White,2.0
AEP not stated,Gloucestershire,,,White,0.0
*Total Firearms,Gloucestershire,Firearms,Total: Firearms,White,4.0
*Total Other,Gloucestershire,Other,Total: Other,White,65.0
"Dog use, of which",Gloucestershire,Other,Total: Dog,White,33.0
Dog deployed,Gloucestershire,Other,Dog: deployed,White,30.0
Dog bite,Gloucestershire,Other,Dog: bite,White,3.0
Dog not stated,Gloucestershire,,,White,0.0
Other / improvised,Gloucestershire,Other,Other / improvised,White,32.0
*Total Not reported,Gloucestershire,Not reported,Total: Not reported,White,0.0
Tactical communication,Gloucestershire,Excluded: Tactical Communication,Tactical Communication,White,887.0
*Total Tactics,Greater Manchester,Total,Total: all,White,12613.0
*Total Restraint,Greater Manchester,Restraint,Total: Restraint,White,7930.0
"Handcuffing, of which",Greater Manchester,Restraint,Total: Handcuffing,White,3666.0
Compliant handcuffing,Greater Manchester,Restraint,Handcuffing: compliant,White,1387.0
Non-compliant handcuffing,Greater Manchester,Restraint,Handcuffing: non-compliant,White,2279.0
Handcuffing not stated,Greater Manchester,,,White,0.0
Limb / Body restraints,Greater Manchester,Restraint,Limb / body restraints,White,2275.0
Ground restraint,Greater Manchester,Restraint,Ground restraint,White,1989.0
*Total Unarmed skills,Greater Manchester,Unarmed skills,Total: unarmed skills,White,2764.0
*Total Other equipment,Greater Manchester,Other equipment,Total: Other equipment,White,561.0
"Baton, of which",Greater Manchester,Other equipment,Total: Baton,White,220.0
Baton drawn,Greater Manchester,Other equipment,Baton: drawn,White,147.0
Baton used,Greater Manchester,Other equipment,Baton: used,White,73.0
Baton not stated,Greater Manchester,,,White,0.0
"Irritant spray, of which",Greater Manchester,Other equipment,Total: Irritant spray,White,202.0
Irritant spray - drawn,Greater Manchester,Other equipment,Irritant spray: drawn,White,124.0
Irritant spray - used,Greater Manchester,Other equipment,Irritant spray: used,White,78.0
Irritant spray not stated,Greater Manchester,,,White,0.0
Spit and bite guard,Greater Manchester,Other equipment,Spit and bite guard,White,64.0
Shield,Greater Manchester,Other equipment,Shield,White,75.0
*Total Less lethal weapons,Greater Manchester,Less lethal weapons,Total: Less lethal weapons,White,1075.0
CED of which,Greater Manchester,,,White,1073.0
CED non-discharge,Greater Manchester,,,White,829.0
CED discharge,Greater Manchester,,,White,129.0
CED not stated,Greater Manchester,,,White,115.0
"AEP, of which",Greater Manchester,Less lethal weapons,Total: AEP,White,2.0
AEP drawn,Greater Manchester,,,White,1.0
AEP used,Greater Manchester,,,White,1.0
AEP not stated,Greater Manchester,,,White,0.0
*Total Firearms,Greater Manchester,Firearms,Total: Firearms,White,25.0
*Total Other,Greater Manchester,Other,Total: Other,White,258.0
"Dog use, of which",Greater Manchester,Other,Total: Dog,White,42.0
Dog deployed,Greater Manchester,Other,Dog: deployed,White,24.0
Dog bite,Greater Manchester,Other,Dog: bite,White,18.0
Dog not stated,Greater Manchester,,,White,0.0
Other / improvised,Greater Manchester,Other,Other / improvised,White,216.0
*Total Not reported,Greater Manchester,Not reported,Total: Not reported,White,22.0
Tactical communication,Greater Manchester,Excluded: Tactical Communication,Tactical Communication,White,5339.0
*Total Tactics,Gwent,Total,Total: all,White,8105.0
*Total Restraint,Gwent,Restraint,Total: Restraint,White,5316.0
"Handcuffing, of which",Gwent,Restraint,Total: Handcuffing,White,4636.0
Compliant handcuffing,Gwent,Restraint,Handcuffing: compliant,White,3119.0
Non-compliant handcuffing,Gwent,Restraint,Handcuffing: non-compliant,White,1517.0
Handcuffing not stated,Gwent,,,White,0.0
Limb / Body restraints,Gwent,Restraint,Limb / body restraints,White,7.0
Ground restraint,Gwent,Restraint,Ground restraint,White,673.0
*Total Unarmed skills,Gwent,Unarmed skills,Total: unarmed skills,White,1934.0
*Total Other equipment,Gwent,Other equipment,Total: Other equipment,White,418.0
"Baton, of which",Gwent,Other equipment,Total: Baton,White,16.0
Baton drawn,Gwent,Other equipment,Baton: drawn,White,9.0
Baton used,Gwent,Other equipment,Baton: used,White,7.0
Baton not stated,Gwent,,,White,0.0
"Irritant spray, of which",Gwent,Other equipment,Total: Irritant spray,White,273.0
Irritant spray - drawn,Gwent,Other equipment,Irritant spray: drawn,White,111.0
Irritant spray - used,Gwent,Other equipment,Irritant spray: used,White,162.0
Irritant spray not stated,Gwent,,,White,0.0
Spit and bite guard,Gwent,Other equipment,Spit and bite guard,White,124.0
Shield,Gwent,Other equipment,Shield,White,5.0
*Total Less lethal weapons,Gwent,Less lethal weapons,Total: Less lethal weapons,White,199.0
CED of which,Gwent,,,White,195.0
CED non-discharge,Gwent,,,White,136.0
CED discharge,Gwent,,,White,22.0
CED not stated,Gwent,,,White,37.0
"AEP, of which",Gwent,Less lethal weapons,Total: AEP,White,4.0
AEP drawn,Gwent,,,White,4.0
AEP used,Gwent,,,White,0.0
AEP not stated,Gwent,,,White,0.0
*Total Firearms,Gwent,Firearms,Total: Firearms,White,25.0
*Total Other,Gwent,Other,Total: Other,White,213.0
"Dog use, of which",Gwent,Other,Total: Dog,White,31.0
Dog deployed,Gwent,Other,Dog: deployed,White,29.0
Dog bite,Gwent,Other,Dog: bite,White,2.0
Dog not stated,Gwent,,,White,0.0
Other / improvised,Gwent,Other,Other / improvised,White,182.0
*Total Not reported,Gwent,Not reported,Total: Not reported,White,189.0
Tactical communication,Gwent,Excluded: Tactical Communication,Tactical Communication,White,1843.0
*Total Tactics,Hampshire,Total,Total: all,White,8821.0
*Total Restraint,Hampshire,Restraint,Total: Restraint,White,5233.0
"Handcuffing, of which",Hampshire,Restraint,Total: Handcuffing,White,2735.0
Compliant handcuffing,Hampshire,Restraint,Handcuffing: compliant,White,682.0
Non-compliant handcuffing,Hampshire,Restraint,Handcuffing: non-compliant,White,2053.0
Handcuffing not stated,Hampshire,,,White,0.0
Limb / Body restraints,Hampshire,Restraint,Limb / body restraints,White,671.0
Ground restraint,Hampshire,Restraint,Ground restraint,White,1827.0
*Total Unarmed skills,Hampshire,Unarmed skills,Total: unarmed skills,White,2444.0
*Total Other equipment,Hampshire,Other equipment,Total: Other equipment,White,469.0
"Baton, of which",Hampshire,Other equipment,Total: Baton,White,76.0
Baton drawn,Hampshire,Other equipment,Baton: drawn,White,42.0
Baton used,Hampshire,Other equipment,Baton: used,White,28.0
Baton not stated,Hampshire,,,White,6.0
"Irritant spray, of which",Hampshire,Other equipment,Total: Irritant spray,White,260.0
Irritant spray - drawn,Hampshire,Other equipment,Irritant spray: drawn,White,119.0
Irritant spray - used,Hampshire,Other equipment,Irritant spray: used,White,141.0
Irritant spray not stated,Hampshire,,,White,0.0
Spit and bite guard,Hampshire,Other equipment,Spit and bite guard,White,100.0
Shield,Hampshire,Other equipment,Shield,White,33.0
*Total Less lethal weapons,Hampshire,Less lethal weapons,Total: Less lethal weapons,White,428.0
CED of which,Hampshire,,,White,424.0
CED non-discharge,Hampshire,,,White,323.0
CED discharge,Hampshire,,,White,47.0
CED not stated,Hampshire,,,White,54.0
"AEP, of which",Hampshire,Less lethal weapons,Total: AEP,White,4.0
AEP drawn,Hampshire,,,White,4.0
AEP used,Hampshire,,,White,0.0
AEP not stated,Hampshire,,,White,0.0
*Total Firearms,Hampshire,Firearms,Total: Firearms,White,3.0
*Total Other,Hampshire,Other,Total: Other,White,244.0
"Dog use, of which",Hampshire,Other,Total: Dog,White,16.0
Dog deployed,Hampshire,Other,Dog: deployed,White,13.0
Dog bite,Hampshire,Other,Dog: bite,White,3.0
Dog not stated,Hampshire,,,White,0.0
Other / improvised,Hampshire,Other,Other / improvised,White,228.0
*Total Not reported,Hampshire,Not reported,Total: Not reported,White,0.0
Tactical communication,Hampshire,Excluded: Tactical Communication,Tactical Communication,White,3679.0
*Total Tactics,Hertfordshire,Total,Total: all,White,10579.0
*Total Restraint,Hertfordshire,Restraint,Total: Restraint,White,6125.0
"Handcuffing, of which",Hertfordshire,Restraint,Total: Handcuffing,White,4493.0
Compliant handcuffing,Hertfordshire,Restraint,Handcuffing: compliant,White,2758.0
Non-compliant handcuffing,Hertfordshire,Restraint,Handcuffing: non-compliant,White,1735.0
Handcuffing not stated,Hertfordshire,,,White,0.0
Limb / Body restraints,Hertfordshire,Restraint,Limb / body restraints,White,560.0
Ground restraint,Hertfordshire,Restraint,Ground restraint,White,1072.0
*Total Unarmed skills,Hertfordshire,Unarmed skills,Total: unarmed skills,White,3144.0
*Total Other equipment,Hertfordshire,Other equipment,Total: Other equipment,White,770.0
"Baton, of which",Hertfordshire,Other equipment,Total: Baton,White,97.0
Baton drawn,Hertfordshire,Other equipment,Baton: drawn,White,66.0
Baton used,Hertfordshire,Other equipment,Baton: used,White,31.0
Baton not stated,Hertfordshire,,,White,0.0
"Irritant spray, of which",Hertfordshire,Other equipment,Total: Irritant spray,White,527.0
Irritant spray - drawn,Hertfordshire,Other equipment,Irritant spray: drawn,White,298.0
Irritant spray - used,Hertfordshire,Other equipment,Irritant spray: used,White,227.0
Irritant spray not stated,Hertfordshire,,,White,2.0
Spit and bite guard,Hertfordshire,Other equipment,Spit and bite guard,White,113.0
Shield,Hertfordshire,Other equipment,Shield,White,33.0
*Total Less lethal weapons,Hertfordshire,Less lethal weapons,Total: Less lethal weapons,White,286.0
CED of which,Hertfordshire,,,White,286.0
CED non-discharge,Hertfordshire,,,White,250.0
CED discharge,Hertfordshire,,,White,35.0
CED not stated,Hertfordshire,,,White,1.0
"AEP, of which",Hertfordshire,Less lethal weapons,Total: AEP,White,0.0
AEP drawn,Hertfordshire,,,White,0.0
AEP used,Hertfordshire,,,White,0.0
AEP not stated,Hertfordshire,,,White,0.0
*Total Firearms,Hertfordshire,Firearms,Total: Firearms,White,6.0
*Total Other,Hertfordshire,Other,Total: Other,White,248.0
"Dog use, of which",Hertfordshire,Other,Total: Dog,White,4.0
Dog deployed,Hertfordshire,Other,Dog: deployed,White,3.0
Dog bite,Hertfordshire,Other,Dog: bite,White,1.0
Dog not stated,Hertfordshire,,,White,0.0
Other / improvised,Hertfordshire,Other,Other / improvised,White,244.0
*Total Not reported,Hertfordshire,Not reported,Total: Not reported,White,21.0
Tactical communication,Hertfordshire,Excluded: Tactical Communication,Tactical Communication,White,5589.0
*Total Tactics,Humberside,Total,Total: all,White,8839.0
*Total Restraint,Humberside,Restraint,Total: Restraint,White,4624.0
"Handcuffing, of which",Humberside,Restraint,Total: Handcuffing,White,3453.0
Compliant handcuffing,Humberside,Restraint,Handcuffing: compliant,White,2008.0
Non-compliant handcuffing,Humberside,Restraint,Handcuffing: non-compliant,White,1445.0
Handcuffing not stated,Humberside,,,White,0.0
Limb / Body restraints,Humberside,Restraint,Limb / body restraints,White,394.0
Ground restraint,Humberside,Restraint,Ground restraint,White,777.0
*Total Unarmed skills,Humberside,Unarmed skills,Total: unarmed skills,White,2400.0
*Total Other equipment,Humberside,Other equipment,Total: Other equipment,White,444.0
"Baton, of which",Humberside,Other equipment,Total: Baton,White,67.0
Baton drawn,Humberside,Other equipment,Baton: drawn,White,44.0
Baton used,Humberside,Other equipment,Baton: used,White,23.0
Baton not stated,Humberside,,,White,0.0
"Irritant spray, of which",Humberside,Other equipment,Total: Irritant spray,White,219.0
Irritant spray - drawn,Humberside,Other equipment,Irritant spray: drawn,White,102.0
Irritant spray - used,Humberside,Other equipment,Irritant spray: used,White,117.0
Irritant spray not stated,Humberside,,,White,0.0
Spit and bite guard,Humberside,Other equipment,Spit and bite guard,White,149.0
Shield,Humberside,Other equipment,Shield,White,9.0
*Total Less lethal weapons,Humberside,Less lethal weapons,Total: Less lethal weapons,White,828.0
CED of which,Humberside,,,White,762.0
CED non-discharge,Humberside,,,White,507.0
CED discharge,Humberside,,,White,78.0
CED not stated,Humberside,,,White,177.0
"AEP, of which",Humberside,Less lethal weapons,Total: AEP,White,66.0
