Police Force,Type of force,Tactic,White,Black (or Black British),Asian (or Asian British),Mixed,Other,Not reported,Number of times tactic reported,Force type - Output,Tactic - Output
Metropolitan,Other equipment,Irritant spray - used,219.0,240.0,41.0,20.0,24.0,7.0,551.0,Other equipment,Irritant spray: used
Metropolitan,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Metropolitan,Other equipment,Spit and bite guard,807.0,482.0,116.0,50.0,49.0,14.0,1518.0,Other equipment,Spit and bite guard
Metropolitan,Other equipment,Shield,58.0,72.0,8.0,4.0,1.0,8.0,151.0,Other equipment,Shield
Metropolitan,Less lethal weapons,*Total Less lethal weapons,3818.0,4458.0,1072.0,310.0,311.0,111.0,10080.0,Less lethal weapons,Total: Less lethal weapons
Metropolitan,Less lethal weapons,CED of which,3813.0,4453.0,1071.0,310.0,310.0,111.0,10068.0,,
Metropolitan,Less lethal weapons,CED non-discharge,3430.0,4067.0,981.0,276.0,283.0,96.0,9133.0,,
Metropolitan,Less lethal weapons,CED discharge,383.0,386.0,90.0,34.0,27.0,15.0,935.0,,
Metropolitan,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Metropolitan,Less lethal weapons,"AEP, of which",5.0,5.0,1.0,0.0,1.0,0.0,12.0,Less lethal weapons,Total: AEP
Metropolitan,Less lethal weapons,AEP drawn,5.0,4.0,1.0,0.0,0.0,0.0,10.0,,
Metropolitan,Less lethal weapons,AEP used,0.0,1.0,0.0,0.0,1.0,0.0,2.0,,
Metropolitan,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Metropolitan,Firearms,*Total Firearms,484.0,770.0,267.0,57.0,80.0,39.0,1697.0,Firearms,Total: Firearms
Metropolitan,Other,*Total Other,3055.0,2111.0,611.0,215.0,251.0,140.0,6383.0,Other,Total: Other
Metropolitan,Other,"Dog use, of which",231.0,147.0,33.0,21.0,17.0,7.0,456.0,Other,Total: Dog
Metropolitan,Other,Dog deployed,156.0,110.0,31.0,18.0,15.0,5.0,335.0,Other,Dog: deployed
Metropolitan,Other,Dog bite,75.0,37.0,2.0,3.0,2.0,2.0,121.0,Other,Dog: bite
Metropolitan,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Metropolitan,Other,Other / improvised,2824.0,1964.0,578.0,194.0,234.0,133.0,5927.0,Other,Other / improvised
Metropolitan,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
Metropolitan,Tactical communication,Tactical communication,18188.0,16808.0,4957.0,1315.0,1678.0,399.0,43345.0,Excluded: Tactical Communication,Tactical Communication
Norfolk,Total (excluding not reported and tactical communication),*Total Tactics,7558.0,601.0,73.0,0.0,31.0,331.0,8594.0,Total,Total: all
Norfolk,Restraint,*Total Restraint,3514.0,272.0,42.0,0.0,15.0,160.0,4003.0,Restraint,Total: Restraint
Norfolk,Restraint,"Handcuffing, of which",2713.0,217.0,37.0,0.0,15.0,143.0,3125.0,Restraint,Total: Handcuffing
Norfolk,Restraint,Compliant handcuffing,1710.0,146.0,28.0,0.0,10.0,109.0,2003.0,Restraint,Handcuffing: compliant
Norfolk,Restraint,Non-compliant handcuffing,1003.0,71.0,9.0,0.0,5.0,34.0,1122.0,Restraint,Handcuffing: non-compliant
Norfolk,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Norfolk,Restraint,Limb / Body restraints,377.0,25.0,4.0,0.0,0.0,5.0,411.0,Restraint,Limb / body restraints
Norfolk,Restraint,Ground restraint,424.0,30.0,1.0,0.0,0.0,12.0,467.0,Restraint,Ground restraint
Norfolk,Unarmed skills,*Total Unarmed skills,1880.0,130.0,10.0,0.0,8.0,59.0,2087.0,Unarmed skills,Total: unarmed skills
Norfolk,Other equipment,*Total Other equipment,478.0,46.0,8.0,0.0,0.0,19.0,551.0,Other equipment,Total: Other equipment
Norfolk,Other equipment,"Baton, of which",43.0,10.0,0.0,0.0,0.0,1.0,54.0,Other equipment,Total: Baton
Norfolk,Other equipment,Baton drawn,24.0,8.0,0.0,0.0,0.0,1.0,33.0,Other equipment,Baton: drawn
Norfolk,Other equipment,Baton used,19.0,2.0,0.0,0.0,0.0,0.0,21.0,Other equipment,Baton: used
Norfolk,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Norfolk,Other equipment,"Irritant spray, of which",341.0,32.0,6.0,0.0,0.0,12.0,391.0,Other equipment,Total: Irritant spray
Norfolk,Other equipment,Irritant spray - drawn,120.0,13.0,5.0,0.0,0.0,3.0,141.0,Other equipment,Irritant spray: drawn
Norfolk,Other equipment,Irritant spray - used,221.0,19.0,1.0,0.0,0.0,9.0,250.0,Other equipment,Irritant spray: used
Norfolk,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Norfolk,Other equipment,Spit and bite guard,82.0,4.0,2.0,0.0,0.0,1.0,89.0,Other equipment,Spit and bite guard
Norfolk,Other equipment,Shield,12.0,0.0,0.0,0.0,0.0,5.0,17.0,Other equipment,Shield
Norfolk,Less lethal weapons,*Total Less lethal weapons,511.0,60.0,6.0,0.0,6.0,30.0,613.0,Less lethal weapons,Total: Less lethal weapons
Norfolk,Less lethal weapons,CED of which,492.0,55.0,6.0,0.0,6.0,29.0,588.0,,
Norfolk,Less lethal weapons,CED non-discharge,:,:,:,:,:,:,:,,
Norfolk,Less lethal weapons,CED discharge,:,:,:,:,:,:,:,,
Norfolk,Less lethal weapons,CED not stated,492.0,55.0,6.0,0.0,6.0,29.0,588.0,,
Norfolk,Less lethal weapons,"AEP, of which",19.0,5.0,0.0,0.0,0.0,1.0,25.0,Less lethal weapons,Total: AEP
Norfolk,Less lethal weapons,AEP drawn,17.0,5.0,0.0,0.0,0.0,1.0,23.0,,
Norfolk,Less lethal weapons,AEP used,2.0,0.0,0.0,0.0,0.0,0.0,2.0,,
Norfolk,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Norfolk,Firearms,*Total Firearms,6.0,3.0,0.0,0.0,0.0,2.0,11.0,Firearms,Total: Firearms
Norfolk,Other,*Total Other,1169.0,90.0,7.0,0.0,2.0,61.0,1329.0,Other,Total: Other
Norfolk,Other,"Dog use, of which",13.0,7.0,0.0,0.0,0.0,3.0,23.0,Other,Total: Dog
Norfolk,Other,Dog deployed,13.0,4.0,0.0,0.0,0.0,3.0,20.0,Other,Dog: deployed
Norfolk,Other,Dog bite,0.0,3.0,0.0,0.0,0.0,0.0,3.0,Other,Dog: bite
Norfolk,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Norfolk,Other,Other / improvised,1156.0,83.0,7.0,0.0,2.0,58.0,1306.0,Other,Other / improvised
Norfolk,Not reported,*Total Not reported,137.0,20.0,1.0,0.0,1.0,4.0,163.0,Not reported,Total: Not reported
Norfolk,Tactical communication,Tactical communication,3202.0,268.0,31.0,0.0,18.0,153.0,3672.0,Excluded: Tactical Communication,Tactical Communication
North Wales,Total (excluding not reported and tactical communication),*Total Tactics,2280.0,31.0,5.0,0.0,1.0,44.0,2361.0,Total,Total: all
North Wales,Restraint,*Total Restraint,995.0,10.0,2.0,0.0,1.0,19.0,1027.0,Restraint,Total: Restraint
North Wales,Restraint,"Handcuffing, of which",924.0,10.0,2.0,0.0,1.0,16.0,953.0,Restraint,Total: Handcuffing
North Wales,Restraint,Compliant handcuffing,193.0,1.0,2.0,0.0,1.0,3.0,200.0,Restraint,Handcuffing: compliant
North Wales,Restraint,Non-compliant handcuffing,731.0,9.0,0.0,0.0,0.0,13.0,753.0,Restraint,Handcuffing: non-compliant
North Wales,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
North Wales,Restraint,Limb / Body restraints,24.0,0.0,0.0,0.0,0.0,0.0,24.0,Restraint,Limb / body restraints
North Wales,Restraint,Ground restraint,47.0,0.0,0.0,0.0,0.0,3.0,50.0,Restraint,Ground restraint
North Wales,Unarmed skills,*Total Unarmed skills,327.0,2.0,0.0,0.0,0.0,8.0,337.0,Unarmed skills,Total: unarmed skills
North Wales,Other equipment,*Total Other equipment,211.0,4.0,0.0,0.0,0.0,5.0,220.0,Other equipment,Total: Other equipment
North Wales,Other equipment,"Baton, of which",12.0,0.0,0.0,0.0,0.0,1.0,13.0,Other equipment,Total: Baton
North Wales,Other equipment,Baton drawn,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Other equipment,Baton: drawn
North Wales,Other equipment,Baton used,11.0,0.0,0.0,0.0,0.0,1.0,12.0,Other equipment,Baton: used
North Wales,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
North Wales,Other equipment,"Irritant spray, of which",191.0,4.0,0.0,0.0,0.0,4.0,199.0,Other equipment,Total: Irritant spray
North Wales,Other equipment,Irritant spray - drawn,29.0,0.0,0.0,0.0,0.0,0.0,29.0,Other equipment,Irritant spray: drawn
North Wales,Other equipment,Irritant spray - used,162.0,4.0,0.0,0.0,0.0,4.0,170.0,Other equipment,Irritant spray: used
North Wales,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
North Wales,Other equipment,Spit and bite guard,7.0,0.0,0.0,0.0,0.0,0.0,7.0,Other equipment,Spit and bite guard
North Wales,Other equipment,Shield,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Other equipment,Shield
North Wales,Less lethal weapons,*Total Less lethal weapons,161.0,4.0,1.0,0.0,0.0,3.0,169.0,Less lethal weapons,Total: Less lethal weapons
North Wales,Less lethal weapons,CED of which,161.0,4.0,1.0,0.0,0.0,3.0,169.0,,
North Wales,Less lethal weapons,CED non-discharge,143.0,4.0,1.0,0.0,0.0,3.0,151.0,,
North Wales,Less lethal weapons,CED discharge,18.0,0.0,0.0,0.0,0.0,0.0,18.0,,
North Wales,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
North Wales,Less lethal weapons,"AEP, of which",0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,Total: AEP
North Wales,Less lethal weapons,AEP drawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
North Wales,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
North Wales,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
North Wales,Firearms,*Total Firearms,7.0,0.0,0.0,0.0,0.0,0.0,7.0,Firearms,Total: Firearms
North Wales,Other,*Total Other,579.0,11.0,2.0,0.0,0.0,9.0,601.0,Other,Total: Other
North Wales,Other,"Dog use, of which",2.0,0.0,0.0,0.0,0.0,0.0,2.0,Other,Total: Dog
North Wales,Other,Dog deployed,2.0,0.0,0.0,0.0,0.0,0.0,2.0,Other,Dog: deployed
North Wales,Other,Dog bite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,Dog: bite
North Wales,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
North Wales,Other,Other / improvised,577.0,11.0,2.0,0.0,0.0,9.0,599.0,Other,Other / improvised
North Wales,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
North Wales,Tactical communication,Tactical communication,168.0,1.0,0.0,0.0,0.0,1.0,170.0,Excluded: Tactical Communication,Tactical Communication
North Yorkshire,Total (excluding not reported and tactical communication),*Total Tactics,5290.0,114.0,76.0,72.0,40.0,0.0,5592.0,Total,Total: all
North Yorkshire,Restraint,*Total Restraint,3110.0,66.0,45.0,43.0,25.0,0.0,3289.0,Restraint,Total: Restraint
North Yorkshire,Restraint,"Handcuffing, of which",2217.0,48.0,34.0,27.0,20.0,0.0,2346.0,Restraint,Total: Handcuffing
North Yorkshire,Restraint,Compliant handcuffing,1276.0,26.0,26.0,19.0,16.0,0.0,1363.0,Restraint,Handcuffing: compliant
North Yorkshire,Restraint,Non-compliant handcuffing,941.0,22.0,8.0,8.0,4.0,0.0,983.0,Restraint,Handcuffing: non-compliant
North Yorkshire,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
North Yorkshire,Restraint,Limb / Body restraints,166.0,3.0,4.0,5.0,2.0,0.0,180.0,Restraint,Limb / body restraints
North Yorkshire,Restraint,Ground restraint,727.0,15.0,7.0,11.0,3.0,0.0,763.0,Restraint,Ground restraint
North Yorkshire,Unarmed skills,*Total Unarmed skills,1508.0,35.0,19.0,19.0,10.0,0.0,1591.0,Unarmed skills,Total: unarmed skills
North Yorkshire,Other equipment,*Total Other equipment,307.0,5.0,3.0,8.0,2.0,0.0,325.0,Other equipment,Total: Other equipment
North Yorkshire,Other equipment,"Baton, of which",41.0,2.0,1.0,1.0,0.0,0.0,45.0,Other equipment,Total: Baton
North Yorkshire,Other equipment,Baton drawn,25.0,1.0,0.0,0.0,0.0,0.0,26.0,Other equipment,Baton: drawn
North Yorkshire,Other equipment,Baton used,16.0,1.0,1.0,1.0,0.0,0.0,19.0,Other equipment,Baton: used
North Yorkshire,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
North Yorkshire,Other equipment,"Irritant spray, of which",212.0,3.0,2.0,6.0,0.0,0.0,223.0,Other equipment,Total: Irritant spray
North Yorkshire,Other equipment,Irritant spray - drawn,87.0,0.0,1.0,3.0,0.0,0.0,91.0,Other equipment,Irritant spray: drawn
North Yorkshire,Other equipment,Irritant spray - used,125.0,3.0,1.0,3.0,0.0,0.0,132.0,Other equipment,Irritant spray: used
North Yorkshire,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
North Yorkshire,Other equipment,Spit and bite guard,49.0,0.0,0.0,1.0,2.0,0.0,52.0,Other equipment,Spit and bite guard
North Yorkshire,Other equipment,Shield,5.0,0.0,0.0,0.0,0.0,0.0,5.0,Other equipment,Shield
North Yorkshire,Less lethal weapons,*Total Less lethal weapons,219.0,4.0,3.0,1.0,1.0,0.0,228.0,Less lethal weapons,Total: Less lethal weapons
North Yorkshire,Less lethal weapons,CED of which,206.0,4.0,3.0,1.0,0.0,0.0,214.0,,
North Yorkshire,Less lethal weapons,CED non-discharge,176.0,3.0,1.0,1.0,0.0,0.0,181.0,,
North Yorkshire,Less lethal weapons,CED discharge,30.0,1.0,2.0,0.0,0.0,0.0,33.0,,
North Yorkshire,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
North Yorkshire,Less lethal weapons,"AEP, of which",13.0,0.0,0.0,0.0,1.0,0.0,14.0,Less lethal weapons,Total: AEP
North Yorkshire,Less lethal weapons,AEP drawn,2.0,0.0,0.0,0.0,0.0,0.0,2.0,,
North Yorkshire,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
North Yorkshire,Less lethal weapons,AEP not stated,11.0,0.0,0.0,0.0,1.0,0.0,12.0,,
North Yorkshire,Firearms,*Total Firearms,25.0,1.0,0.0,0.0,0.0,0.0,26.0,Firearms,Total: Firearms
North Yorkshire,Other,*Total Other,121.0,3.0,6.0,1.0,2.0,0.0,133.0,Other,Total: Other
North Yorkshire,Other,"Dog use, of which",12.0,0.0,0.0,0.0,0.0,0.0,12.0,Other,Total: Dog
North Yorkshire,Other,Dog deployed,8.0,0.0,0.0,0.0,0.0,0.0,8.0,Other,Dog: deployed
North Yorkshire,Other,Dog bite,4.0,0.0,0.0,0.0,0.0,0.0,4.0,Other,Dog: bite
North Yorkshire,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
North Yorkshire,Other,Other / improvised,109.0,3.0,6.0,1.0,2.0,0.0,121.0,Other,Other / improvised
North Yorkshire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
North Yorkshire,Tactical communication,Tactical communication,2108.0,54.0,31.0,33.0,12.0,0.0,2238.0,Excluded: Tactical Communication,Tactical Communication
Northamptonshire,Total (excluding not reported and tactical communication),*Total Tactics,8358.0,946.0,157.0,364.0,103.0,0.0,9928.0,Total,Total: all
Northamptonshire,Restraint,*Total Restraint,4159.0,506.0,95.0,177.0,64.0,0.0,5001.0,Restraint,Total: Restraint
Northamptonshire,Restraint,"Handcuffing, of which",3500.0,444.0,91.0,155.0,62.0,0.0,4252.0,Restraint,Total: Handcuffing
Northamptonshire,Restraint,Compliant handcuffing,2181.0,308.0,76.0,104.0,53.0,0.0,2722.0,Restraint,Handcuffing: compliant
Northamptonshire,Restraint,Non-compliant handcuffing,1319.0,136.0,15.0,51.0,9.0,0.0,1530.0,Restraint,Handcuffing: non-compliant
Northamptonshire,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Northamptonshire,Restraint,Limb / Body restraints,388.0,36.0,3.0,12.0,1.0,0.0,440.0,Restraint,Limb / body restraints
Northamptonshire,Restraint,Ground restraint,271.0,26.0,1.0,10.0,1.0,0.0,309.0,Restraint,Ground restraint
Northamptonshire,Unarmed skills,*Total Unarmed skills,2417.0,233.0,32.0,108.0,15.0,0.0,2805.0,Unarmed skills,Total: unarmed skills
Northamptonshire,Other equipment,*Total Other equipment,591.0,56.0,7.0,20.0,10.0,0.0,684.0,Other equipment,Total: Other equipment
Northamptonshire,Other equipment,"Baton, of which",89.0,8.0,2.0,2.0,1.0,0.0,102.0,Other equipment,Total: Baton
Northamptonshire,Other equipment,Baton drawn,52.0,5.0,1.0,2.0,1.0,0.0,61.0,Other equipment,Baton: drawn
Northamptonshire,Other equipment,Baton used,37.0,3.0,1.0,0.0,0.0,0.0,41.0,Other equipment,Baton: used
Northamptonshire,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Northamptonshire,Other equipment,"Irritant spray, of which",380.0,40.0,3.0,11.0,9.0,0.0,443.0,Other equipment,Total: Irritant spray
Northamptonshire,Other equipment,Irritant spray - drawn,193.0,22.0,1.0,6.0,2.0,0.0,224.0,Other equipment,Irritant spray: drawn
Northamptonshire,Other equipment,Irritant spray - used,187.0,18.0,2.0,5.0,7.0,0.0,219.0,Other equipment,Irritant spray: used
Northamptonshire,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Northamptonshire,Other equipment,Spit and bite guard,104.0,8.0,2.0,7.0,0.0,0.0,121.0,Other equipment,Spit and bite guard
Northamptonshire,Other equipment,Shield,18.0,0.0,0.0,0.0,0.0,0.0,18.0,Other equipment,Shield
Northamptonshire,Less lethal weapons,*Total Less lethal weapons,456.0,77.0,12.0,20.0,3.0,0.0,568.0,Less lethal weapons,Total: Less lethal weapons
Northamptonshire,Less lethal weapons,CED of which,447.0,73.0,12.0,20.0,3.0,0.0,555.0,,
Northamptonshire,Less lethal weapons,CED non-discharge,423.0,70.0,12.0,18.0,3.0,0.0,526.0,,
Northamptonshire,Less lethal weapons,CED discharge,21.0,2.0,0.0,2.0,0.0,0.0,25.0,,
Northamptonshire,Less lethal weapons,CED not stated,3.0,1.0,0.0,0.0,0.0,0.0,4.0,,
Northamptonshire,Less lethal weapons,"AEP, of which",9.0,4.0,0.0,0.0,0.0,0.0,13.0,Less lethal weapons,Total: AEP
Northamptonshire,Less lethal weapons,AEP drawn,9.0,4.0,0.0,0.0,0.0,0.0,13.0,,
Northamptonshire,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Northamptonshire,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Northamptonshire,Firearms,*Total Firearms,42.0,12.0,1.0,4.0,1.0,0.0,60.0,Firearms,Total: Firearms
Northamptonshire,Other,*Total Other,693.0,62.0,10.0,35.0,10.0,0.0,810.0,Other,Total: Other
Northamptonshire,Other,"Dog use, of which",60.0,8.0,2.0,6.0,3.0,0.0,79.0,Other,Total: Dog
Northamptonshire,Other,Dog deployed,55.0,6.0,2.0,6.0,3.0,0.0,72.0,Other,Dog: deployed
Northamptonshire,Other,Dog bite,5.0,2.0,0.0,0.0,0.0,0.0,7.0,Other,Dog: bite
Northamptonshire,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Northamptonshire,Other,Other / improvised,633.0,54.0,8.0,29.0,7.0,0.0,731.0,Other,Other / improvised
Northamptonshire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
Northamptonshire,Tactical communication,Tactical communication,2603.0,267.0,40.0,114.0,21.0,0.0,3045.0,Excluded: Tactical Communication,Tactical Communication
Northumbria,Total (excluding not reported and tactical communication),*Total Tactics,25547.0,527.0,467.0,131.0,155.0,10.0,26837.0,Total,Total: all
Northumbria,Restraint,*Total Restraint,18736.0,366.0,355.0,97.0,124.0,2.0,19680.0,Restraint,Total: Restraint
Northumbria,Restraint,"Handcuffing, of which",14429.0,277.0,284.0,84.0,98.0,1.0,15173.0,Restraint,Total: Handcuffing
Northumbria,Restraint,Compliant handcuffing,10318.0,182.0,217.0,67.0,72.0,1.0,10857.0,Restraint,Handcuffing: compliant
Northumbria,Restraint,Non-compliant handcuffing,4111.0,95.0,67.0,17.0,26.0,0.0,4316.0,Restraint,Handcuffing: non-compliant
Northumbria,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Northumbria,Restraint,Limb / Body restraints,493.0,17.0,13.0,1.0,5.0,0.0,529.0,Restraint,Limb / body restraints
Northumbria,Restraint,Ground restraint,3814.0,72.0,58.0,12.0,21.0,1.0,3978.0,Restraint,Ground restraint
Northumbria,Unarmed skills,*Total Unarmed skills,4936.0,101.0,72.0,16.0,21.0,1.0,5147.0,Unarmed skills,Total: unarmed skills
Northumbria,Other equipment,*Total Other equipment,800.0,29.0,13.0,5.0,3.0,0.0,850.0,Other equipment,Total: Other equipment
Northumbria,Other equipment,"Baton, of which",122.0,8.0,1.0,2.0,0.0,0.0,133.0,Other equipment,Total: Baton
Northumbria,Other equipment,Baton drawn,91.0,4.0,1.0,1.0,0.0,0.0,97.0,Other equipment,Baton: drawn
Northumbria,Other equipment,Baton used,31.0,4.0,0.0,1.0,0.0,0.0,36.0,Other equipment,Baton: used
Northumbria,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Northumbria,Other equipment,"Irritant spray, of which",266.0,8.0,4.0,0.0,1.0,0.0,279.0,Other equipment,Total: Irritant spray
Northumbria,Other equipment,Irritant spray - drawn,126.0,4.0,3.0,0.0,1.0,0.0,134.0,Other equipment,Irritant spray: drawn
Northumbria,Other equipment,Irritant spray - used,140.0,4.0,1.0,0.0,0.0,0.0,145.0,Other equipment,Irritant spray: used
Northumbria,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Northumbria,Other equipment,Spit and bite guard,388.0,9.0,8.0,3.0,2.0,0.0,410.0,Other equipment,Spit and bite guard
Northumbria,Other equipment,Shield,24.0,4.0,0.0,0.0,0.0,0.0,28.0,Other equipment,Shield
Northumbria,Less lethal weapons,*Total Less lethal weapons,345.0,12.0,12.0,7.0,3.0,1.0,380.0,Less lethal weapons,Total: Less lethal weapons
Northumbria,Less lethal weapons,CED of which,313.0,11.0,10.0,6.0,2.0,1.0,343.0,,
Northumbria,Less lethal weapons,CED non-discharge,268.0,9.0,9.0,4.0,1.0,1.0,292.0,,
Northumbria,Less lethal weapons,CED discharge,45.0,2.0,1.0,2.0,1.0,0.0,51.0,,
Northumbria,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Northumbria,Less lethal weapons,"AEP, of which",32.0,1.0,2.0,1.0,1.0,0.0,37.0,Less lethal weapons,Total: AEP
Northumbria,Less lethal weapons,AEP drawn,32.0,1.0,2.0,1.0,1.0,0.0,37.0,,
Northumbria,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Northumbria,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Northumbria,Firearms,*Total Firearms,111.0,4.0,6.0,4.0,1.0,0.0,126.0,Firearms,Total: Firearms
Northumbria,Other,*Total Other,619.0,15.0,9.0,2.0,3.0,6.0,654.0,Other,Total: Other
Northumbria,Other,"Dog use, of which",118.0,1.0,0.0,0.0,0.0,0.0,119.0,Other,Total: Dog
Northumbria,Other,Dog deployed,103.0,1.0,0.0,0.0,0.0,0.0,104.0,Other,Dog: deployed
Northumbria,Other,Dog bite,15.0,0.0,0.0,0.0,0.0,0.0,15.0,Other,Dog: bite
Northumbria,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Northumbria,Other,Other / improvised,501.0,14.0,9.0,2.0,3.0,6.0,535.0,Other,Other / improvised
Northumbria,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
Northumbria,Tactical communication,Tactical communication,14889.0,293.0,304.0,89.0,97.0,3.0,15675.0,Excluded: Tactical Communication,Tactical Communication
Nottinghamshire,Total (excluding not reported and tactical communication),*Total Tactics,7437.0,1215.0,557.0,444.0,146.0,0.0,9799.0,Total,Total: all
Nottinghamshire,Restraint,*Total Restraint,4087.0,738.0,396.0,286.0,90.0,0.0,5597.0,Restraint,Total: Restraint
Nottinghamshire,Restraint,"Handcuffing, of which",3805.0,713.0,385.0,278.0,88.0,0.0,5269.0,Restraint,Total: Handcuffing
Nottinghamshire,Restraint,Compliant handcuffing,2038.0,432.0,306.0,190.0,55.0,0.0,3021.0,Restraint,Handcuffing: compliant
Nottinghamshire,Restraint,Non-compliant handcuffing,1767.0,281.0,79.0,88.0,33.0,0.0,2248.0,Restraint,Handcuffing: non-compliant
Nottinghamshire,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Nottinghamshire,Restraint,Limb / Body restraints,282.0,25.0,11.0,8.0,2.0,0.0,328.0,Restraint,Limb / body restraints
Nottinghamshire,Restraint,Ground restraint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Restraint,Ground restraint
Nottinghamshire,Unarmed skills,*Total Unarmed skills,2033.0,270.0,81.0,76.0,37.0,0.0,2497.0,Unarmed skills,Total: unarmed skills
Nottinghamshire,Other equipment,*Total Other equipment,265.0,55.0,19.0,18.0,4.0,0.0,361.0,Other equipment,Total: Other equipment
Nottinghamshire,Other equipment,"Baton, of which",59.0,19.0,6.0,10.0,2.0,0.0,96.0,Other equipment,Total: Baton
Nottinghamshire,Other equipment,Baton drawn,36.0,11.0,4.0,5.0,1.0,0.0,57.0,Other equipment,Baton: drawn
Nottinghamshire,Other equipment,Baton used,23.0,8.0,2.0,5.0,1.0,0.0,39.0,Other equipment,Baton: used
Nottinghamshire,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Nottinghamshire,Other equipment,"Irritant spray, of which",118.0,31.0,6.0,7.0,1.0,0.0,163.0,Other equipment,Total: Irritant spray
Nottinghamshire,Other equipment,Irritant spray - drawn,53.0,14.0,2.0,3.0,0.0,0.0,72.0,Other equipment,Irritant spray: drawn
Nottinghamshire,Other equipment,Irritant spray - used,65.0,17.0,4.0,4.0,1.0,0.0,91.0,Other equipment,Irritant spray: used
Nottinghamshire,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Nottinghamshire,Other equipment,Spit and bite guard,80.0,5.0,4.0,1.0,1.0,0.0,91.0,Other equipment,Spit and bite guard
Nottinghamshire,Other equipment,Shield,8.0,0.0,3.0,0.0,0.0,0.0,11.0,Other equipment,Shield
