Police Force,Type of force,Tactic,Under 11 years,11 - 17 years,18 - 34 years,35 - 49 years,50 - 64 years,65 and over,Not reported,Number of times tactic reported,Force type - Output,Tactic - Output
Merseyside,Other equipment,"Irritant spray, of which",0.0,34.0,260.0,112.0,16.0,2.0,25.0,449.0,Other equipment,Total: Irritant spray
Merseyside,Other equipment,Irritant spray - drawn,0.0,18.0,111.0,50.0,7.0,1.0,14.0,201.0,Other equipment,Irritant spray: drawn
Merseyside,Other equipment,Irritant spray - used,0.0,16.0,149.0,62.0,9.0,1.0,11.0,248.0,Other equipment,Irritant spray: used
Merseyside,Other equipment,Not stated irritant spray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Irritant spray: not stated
Merseyside,Other equipment,Spit and bite guard,0.0,7.0,41.0,14.0,2.0,1.0,2.0,67.0,Other equipment,Spit and bite guard
Merseyside,Other equipment,Shield,0.0,0.0,14.0,11.0,3.0,0.0,0.0,28.0,Other equipment,Shield
Merseyside,Less lethal weapons,*Total Less lethal weapons,0.0,17.0,179.0,97.0,17.0,1.0,11.0,322.0,Less lethal weapons,Total: Less lethal weapons
Merseyside,Less lethal weapons,CED,0.0,17.0,178.0,97.0,17.0,1.0,11.0,321.0,Less lethal weapons,CED
Merseyside,Less lethal weapons,"AEP, of which",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Less lethal weapons,Total: AEP
Merseyside,Less lethal weapons,AEP aimed,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Less lethal weapons,AEP: Aimed
Merseyside,Less lethal weapons,AEP fired,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,AEP: Fired
Merseyside,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,AEP: Not stated
Merseyside,Firearms,*Total Firearms,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,Firearms,Total: Firearms
Merseyside,Other,*Total Other,5.0,244.0,1505.0,672.0,156.0,4.0,105.0,2691.0,Other,Total: Other
Merseyside,Other,"Dog use, of which",0.0,4.0,43.0,3.0,1.0,0.0,0.0,51.0,Other,Total: Dog
Merseyside,Other,Dog deployed,0.0,2.0,21.0,2.0,0.0,0.0,0.0,25.0,Other,Dog: deployed
Merseyside,Other,Dog bite,0.0,2.0,22.0,1.0,1.0,0.0,0.0,26.0,Other,Dog: bite
Merseyside,Other,Not stated dog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,Dog: not stated
Merseyside,Other,Other / improvised,5.0,240.0,1462.0,669.0,155.0,4.0,105.0,2640.0,Other,Other / improvised
Merseyside,Not reported,*Total Not reported,0.0,0.0,14.0,5.0,1.0,0.0,1.0,21.0,Not reported,Total: Not reported
Merseyside,Tactical communication,Tactical communication,12.0,499.0,2581.0,1196.0,290.0,17.0,137.0,4732.0,Excluded: Tactical Communication,Tactical Communication
Metropolitan,Total (excluding not reported and tactical communication),*Total Tactics,97.0,19951.0,100128.0,40109.0,10731.0,789.0,0.0,171805.0,Total,Total: all
Metropolitan,Restraint,*Total Restraint,45.0,14306.0,70957.0,28880.0,7674.0,525.0,0.0,122387.0,Restraint,Total: Restraint
Metropolitan,Restraint,"Handcuffing, of which",18.0,11480.0,56017.0,23367.0,6429.0,442.0,0.0,97753.0,Restraint,Total: Handcuffing
Metropolitan,Restraint,Compliant handcuffing,4.0,7708.0,38813.0,16200.0,4420.0,266.0,0.0,67411.0,Restraint,Handcuffing: compliant
Metropolitan,Restraint,Non-compliant handcuffing,14.0,3772.0,17204.0,7167.0,2009.0,176.0,0.0,30342.0,Restraint,Handcuffing: non-compliant
Metropolitan,Restraint,Not stated handcuffing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Restraint,Handcuffing: not stated
Metropolitan,Restraint,Limb / Body restraints,12.0,830.0,4747.0,1958.0,466.0,47.0,0.0,8060.0,Restraint,Limb / body restraints
Metropolitan,Restraint,Ground restraint,15.0,1996.0,10193.0,3555.0,779.0,36.0,0.0,16574.0,Restraint,Ground restraint
Metropolitan,Unarmed skills,*Total Unarmed skills,39.0,3747.0,18133.0,7236.0,1893.0,164.0,0.0,31212.0,Unarmed skills,Total: unarmed skills
Metropolitan,Other equipment,*Total Other equipment,1.0,449.0,2767.0,904.0,214.0,9.0,0.0,4344.0,Other equipment,Total: Other equipment
Metropolitan,Other equipment,"Baton, of which",1.0,278.0,1477.0,390.0,95.0,3.0,0.0,2244.0,Other equipment,Total: Baton
Metropolitan,Other equipment,Baton drawn,1.0,231.0,1022.0,278.0,71.0,3.0,0.0,1606.0,Other equipment,Baton: drawn
Metropolitan,Other equipment,Baton used,0.0,47.0,455.0,112.0,24.0,0.0,0.0,638.0,Other equipment,Baton: used
Metropolitan,Other equipment,Not stated baton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Baton: not stated
Metropolitan,Other equipment,"Irritant spray, of which",0.0,116.0,645.0,205.0,43.0,1.0,0.0,1010.0,Other equipment,Total: Irritant spray
Metropolitan,Other equipment,Irritant spray - drawn,0.0,83.0,413.0,134.0,32.0,1.0,0.0,663.0,Other equipment,Irritant spray: drawn
Metropolitan,Other equipment,Irritant spray - used,0.0,33.0,232.0,71.0,11.0,0.0,0.0,347.0,Other equipment,Irritant spray: used
Metropolitan,Other equipment,Not stated irritant spray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Irritant spray: not stated
Metropolitan,Other equipment,Spit and bite guard,0.0,49.0,546.0,244.0,57.0,3.0,0.0,899.0,Other equipment,Spit and bite guard
Metropolitan,Other equipment,Shield,0.0,6.0,99.0,65.0,19.0,2.0,0.0,191.0,Other equipment,Shield
Metropolitan,Less lethal weapons,*Total Less lethal weapons,0.0,783.0,4472.0,1629.0,492.0,35.0,0.0,7411.0,Less lethal weapons,Total: Less lethal weapons
Metropolitan,Less lethal weapons,CED,0.0,783.0,4461.0,1625.0,492.0,35.0,0.0,7396.0,Less lethal weapons,CED
Metropolitan,Less lethal weapons,"AEP, of which",0.0,0.0,11.0,4.0,0.0,0.0,0.0,15.0,Less lethal weapons,Total: AEP
Metropolitan,Less lethal weapons,AEP aimed,0.0,0.0,11.0,4.0,0.0,0.0,0.0,15.0,Less lethal weapons,AEP: Aimed
Metropolitan,Less lethal weapons,AEP fired,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,AEP: Fired
Metropolitan,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,AEP: Not stated
Metropolitan,Firearms,*Total Firearms,0.0,88.0,930.0,271.0,92.0,8.0,0.0,1389.0,Firearms,Total: Firearms
Metropolitan,Other,*Total Other,12.0,578.0,2869.0,1189.0,366.0,48.0,0.0,5062.0,Other,Total: Other
Metropolitan,Other,"Dog use, of which",0.0,71.0,293.0,67.0,8.0,1.0,0.0,440.0,Other,Total: Dog
Metropolitan,Other,Dog deployed,0.0,54.0,204.0,54.0,6.0,1.0,0.0,319.0,Other,Dog: deployed
Metropolitan,Other,Dog bite,0.0,17.0,89.0,13.0,2.0,0.0,0.0,121.0,Other,Dog: bite
Metropolitan,Other,Not stated dog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,Dog: not stated
Metropolitan,Other,Other / improvised,12.0,507.0,2576.0,1122.0,358.0,47.0,0.0,4622.0,Other,Other / improvised
Metropolitan,Not reported,*Total Not reported,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,Not reported,Total: Not reported
Metropolitan,Tactical communication,Tactical communication,41.0,4248.0,20415.0,8053.0,2266.0,201.0,0.0,35224.0,Excluded: Tactical Communication,Tactical Communication
Norfolk,Total (excluding not reported and tactical communication),*Total Tactics,7.0,629.0,4197.0,1668.0,439.0,39.0,192.0,7171.0,Total,Total: all
Norfolk,Restraint,*Total Restraint,2.0,411.0,2776.0,1116.0,295.0,26.0,116.0,4742.0,Restraint,Total: Restraint
Norfolk,Restraint,"Handcuffing, of which",1.0,334.0,2188.0,898.0,252.0,23.0,94.0,3790.0,Restraint,Total: Handcuffing
Norfolk,Restraint,Compliant handcuffing,0.0,159.0,1151.0,481.0,136.0,14.0,60.0,2001.0,Restraint,Handcuffing: compliant
Norfolk,Restraint,Non-compliant handcuffing,1.0,175.0,1037.0,417.0,116.0,9.0,34.0,1789.0,Restraint,Handcuffing: non-compliant
Norfolk,Restraint,Not stated handcuffing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Restraint,Handcuffing: not stated
Norfolk,Restraint,Limb / Body restraints,0.0,30.0,220.0,81.0,23.0,1.0,11.0,366.0,Restraint,Limb / body restraints
Norfolk,Restraint,Ground restraint,1.0,47.0,368.0,137.0,20.0,2.0,11.0,586.0,Restraint,Ground restraint
Norfolk,Unarmed skills,*Total Unarmed skills,1.0,119.0,657.0,245.0,64.0,5.0,33.0,1124.0,Unarmed skills,Total: unarmed skills
Norfolk,Other equipment,*Total Other equipment,0.0,35.0,348.0,143.0,28.0,2.0,23.0,579.0,Other equipment,Total: Other equipment
Norfolk,Other equipment,"Baton, of which",0.0,2.0,30.0,12.0,4.0,0.0,6.0,54.0,Other equipment,Total: Baton
Norfolk,Other equipment,Baton drawn,0.0,1.0,22.0,9.0,4.0,0.0,5.0,41.0,Other equipment,Baton: drawn
Norfolk,Other equipment,Baton used,0.0,1.0,8.0,3.0,0.0,0.0,1.0,13.0,Other equipment,Baton: used
Norfolk,Other equipment,Not stated baton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Baton: not stated
Norfolk,Other equipment,"Irritant spray, of which",0.0,27.0,262.0,106.0,18.0,2.0,13.0,428.0,Other equipment,Total: Irritant spray
Norfolk,Other equipment,Irritant spray - drawn,0.0,17.0,105.0,39.0,7.0,0.0,5.0,173.0,Other equipment,Irritant spray: drawn
Norfolk,Other equipment,Irritant spray - used,0.0,10.0,157.0,67.0,11.0,2.0,8.0,255.0,Other equipment,Irritant spray: used
Norfolk,Other equipment,Not stated irritant spray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Irritant spray: not stated
Norfolk,Other equipment,Spit and bite guard,0.0,6.0,55.0,25.0,6.0,0.0,2.0,94.0,Other equipment,Spit and bite guard
Norfolk,Other equipment,Shield,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,Other equipment,Shield
Norfolk,Less lethal weapons,*Total Less lethal weapons,0.0,1.0,11.0,4.0,0.0,0.0,1.0,17.0,Less lethal weapons,Total: Less lethal weapons
Norfolk,Less lethal weapons,CED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,CED
Norfolk,Less lethal weapons,"AEP, of which",0.0,1.0,11.0,4.0,0.0,0.0,1.0,17.0,Less lethal weapons,Total: AEP
Norfolk,Less lethal weapons,AEP aimed,0.0,1.0,11.0,4.0,0.0,0.0,1.0,17.0,Less lethal weapons,AEP: Aimed
Norfolk,Less lethal weapons,AEP fired,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,AEP: Fired
Norfolk,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,AEP: Not stated
Norfolk,Firearms,*Total Firearms,0.0,1.0,6.0,1.0,1.0,0.0,1.0,10.0,Firearms,Total: Firearms
Norfolk,Other,*Total Other,4.0,62.0,399.0,159.0,51.0,6.0,18.0,699.0,Other,Total: Other
Norfolk,Other,"Dog use, of which",0.0,0.0,6.0,3.0,0.0,0.0,4.0,13.0,Other,Total: Dog
Norfolk,Other,Dog deployed,0.0,0.0,4.0,2.0,0.0,0.0,4.0,10.0,Other,Dog: deployed
Norfolk,Other,Dog bite,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,Other,Dog: bite
Norfolk,Other,Not stated dog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,Dog: not stated
Norfolk,Other,Other / improvised,4.0,62.0,393.0,156.0,51.0,6.0,14.0,686.0,Other,Other / improvised
Norfolk,Not reported,*Total Not reported,0.0,18.0,117.0,34.0,6.0,0.0,7.0,182.0,Not reported,Total: Not reported
Norfolk,Tactical communication,Tactical communication,4.0,258.0,1634.0,686.0,184.0,15.0,83.0,2864.0,Excluded: Tactical Communication,Tactical Communication
North Wales,Total (excluding not reported and tactical communication),*Total Tactics,0.0,113.0,1186.0,529.0,112.0,12.0,0.0,1952.0,Total,Total: all
North Wales,Restraint,*Total Restraint,0.0,52.0,477.0,211.0,36.0,9.0,0.0,785.0,Restraint,Total: Restraint
North Wales,Restraint,"Handcuffing, of which",0.0,47.0,435.0,200.0,36.0,9.0,0.0,727.0,Restraint,Total: Handcuffing
North Wales,Restraint,Compliant handcuffing,0.0,11.0,124.0,56.0,7.0,1.0,0.0,199.0,Restraint,Handcuffing: compliant
North Wales,Restraint,Non-compliant handcuffing,0.0,36.0,311.0,144.0,29.0,8.0,0.0,528.0,Restraint,Handcuffing: non-compliant
North Wales,Restraint,Not stated handcuffing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Restraint,Handcuffing: not stated
North Wales,Restraint,Limb / Body restraints,0.0,1.0,11.0,4.0,0.0,0.0,0.0,16.0,Restraint,Limb / body restraints
North Wales,Restraint,Ground restraint,0.0,4.0,31.0,7.0,0.0,0.0,0.0,42.0,Restraint,Ground restraint
North Wales,Unarmed skills,*Total Unarmed skills,0.0,15.0,156.0,64.0,17.0,2.0,0.0,254.0,Unarmed skills,Total: unarmed skills
North Wales,Other equipment,*Total Other equipment,0.0,2.0,113.0,51.0,8.0,0.0,0.0,174.0,Other equipment,Total: Other equipment
North Wales,Other equipment,"Baton, of which",0.0,0.0,6.0,3.0,0.0,0.0,0.0,9.0,Other equipment,Total: Baton
North Wales,Other equipment,Baton drawn,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Other equipment,Baton: drawn
North Wales,Other equipment,Baton used,0.0,0.0,5.0,3.0,0.0,0.0,0.0,8.0,Other equipment,Baton: used
North Wales,Other equipment,Not stated baton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Baton: not stated
North Wales,Other equipment,"Irritant spray, of which",0.0,2.0,103.0,47.0,7.0,0.0,0.0,159.0,Other equipment,Total: Irritant spray
North Wales,Other equipment,Irritant spray - drawn,0.0,0.0,19.0,6.0,0.0,0.0,0.0,25.0,Other equipment,Irritant spray: drawn
North Wales,Other equipment,Irritant spray - used,0.0,2.0,84.0,41.0,7.0,0.0,0.0,134.0,Other equipment,Irritant spray: used
North Wales,Other equipment,Not stated irritant spray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Irritant spray: not stated
North Wales,Other equipment,Spit and bite guard,0.0,0.0,3.0,1.0,0.0,0.0,0.0,4.0,Other equipment,Spit and bite guard
North Wales,Other equipment,Shield,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,Other equipment,Shield
North Wales,Less lethal weapons,*Total Less lethal weapons,0.0,6.0,79.0,43.0,2.0,0.0,0.0,130.0,Less lethal weapons,Total: Less lethal weapons
North Wales,Less lethal weapons,CED,0.0,6.0,79.0,43.0,2.0,0.0,0.0,130.0,Less lethal weapons,CED
North Wales,Less lethal weapons,"AEP, of which",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,Total: AEP
North Wales,Less lethal weapons,AEP aimed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,AEP: Aimed
North Wales,Less lethal weapons,AEP fired,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,AEP: Fired
North Wales,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,AEP: Not stated
North Wales,Firearms,*Total Firearms,0.0,0.0,5.0,5.0,0.0,0.0,0.0,10.0,Firearms,Total: Firearms
North Wales,Other,*Total Other,0.0,38.0,356.0,155.0,49.0,1.0,0.0,599.0,Other,Total: Other
North Wales,Other,"Dog use, of which",0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,Other,Total: Dog
North Wales,Other,Dog deployed,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,Other,Dog: deployed
North Wales,Other,Dog bite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,Dog: bite
North Wales,Other,Not stated dog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,Dog: not stated
North Wales,Other,Other / improvised,0.0,37.0,354.0,155.0,49.0,1.0,0.0,596.0,Other,Other / improvised
North Wales,Not reported,*Total Not reported,0.0,3.0,21.0,10.0,5.0,0.0,0.0,39.0,Not reported,Total: Not reported
North Wales,Tactical communication,Tactical communication,0.0,4.0,73.0,23.0,6.0,1.0,0.0,107.0,Excluded: Tactical Communication,Tactical Communication
North Yorkshire,Total (excluding not reported and tactical communication),*Total Tactics,10.0,457.0,2760.0,1282.0,282.0,39.0,0.0,4830.0,Total,Total: all
North Yorkshire,Restraint,*Total Restraint,8.0,258.0,1580.0,719.0,142.0,23.0,0.0,2730.0,Restraint,Total: Restraint
North Yorkshire,Restraint,"Handcuffing, of which",1.0,174.0,1093.0,505.0,113.0,18.0,0.0,1904.0,Restraint,Total: Handcuffing
North Yorkshire,Restraint,Compliant handcuffing,0.0,90.0,615.0,273.0,60.0,9.0,0.0,1047.0,Restraint,Handcuffing: compliant
North Yorkshire,Restraint,Non-compliant handcuffing,1.0,84.0,478.0,232.0,53.0,9.0,0.0,857.0,Restraint,Handcuffing: non-compliant
North Yorkshire,Restraint,Not stated handcuffing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Restraint,Handcuffing: not stated
North Yorkshire,Restraint,Limb / Body restraints,1.0,16.0,91.0,39.0,5.0,2.0,0.0,154.0,Restraint,Limb / body restraints
North Yorkshire,Restraint,Ground restraint,6.0,68.0,396.0,175.0,24.0,3.0,0.0,672.0,Restraint,Ground restraint
North Yorkshire,Unarmed skills,*Total Unarmed skills,2.0,165.0,757.0,346.0,84.0,10.0,0.0,1364.0,Unarmed skills,Total: unarmed skills
North Yorkshire,Other equipment,*Total Other equipment,0.0,11.0,200.0,107.0,14.0,1.0,0.0,333.0,Other equipment,Total: Other equipment
North Yorkshire,Other equipment,"Baton, of which",0.0,2.0,16.0,10.0,5.0,0.0,0.0,33.0,Other equipment,Total: Baton
North Yorkshire,Other equipment,Baton drawn,0.0,2.0,12.0,7.0,4.0,0.0,0.0,25.0,Other equipment,Baton: drawn
North Yorkshire,Other equipment,Baton used,0.0,0.0,4.0,3.0,1.0,0.0,0.0,8.0,Other equipment,Baton: used
North Yorkshire,Other equipment,Not stated baton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Baton: not stated
North Yorkshire,Other equipment,"Irritant spray, of which",0.0,8.0,142.0,77.0,7.0,1.0,0.0,235.0,Other equipment,Total: Irritant spray
North Yorkshire,Other equipment,Irritant spray - drawn,0.0,5.0,57.0,29.0,0.0,0.0,0.0,91.0,Other equipment,Irritant spray: drawn
North Yorkshire,Other equipment,Irritant spray - used,0.0,3.0,85.0,48.0,7.0,1.0,0.0,144.0,Other equipment,Irritant spray: used
North Yorkshire,Other equipment,Not stated irritant spray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Irritant spray: not stated
North Yorkshire,Other equipment,Spit and bite guard,0.0,1.0,40.0,20.0,2.0,0.0,0.0,63.0,Other equipment,Spit and bite guard
North Yorkshire,Other equipment,Shield,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,Other equipment,Shield
North Yorkshire,Less lethal weapons,*Total Less lethal weapons,0.0,13.0,145.0,77.0,27.0,2.0,0.0,264.0,Less lethal weapons,Total: Less lethal weapons
North Yorkshire,Less lethal weapons,CED,0.0,13.0,136.0,73.0,22.0,2.0,0.0,246.0,Less lethal weapons,CED
North Yorkshire,Less lethal weapons,"AEP, of which",0.0,0.0,9.0,4.0,5.0,0.0,0.0,18.0,Less lethal weapons,Total: AEP
North Yorkshire,Less lethal weapons,AEP aimed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,AEP: Aimed
North Yorkshire,Less lethal weapons,AEP fired,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,AEP: Fired
North Yorkshire,Less lethal weapons,Not stated AEP,0.0,0.0,9.0,4.0,5.0,0.0,0.0,18.0,Less lethal weapons,AEP: Not stated
North Yorkshire,Firearms,*Total Firearms,0.0,0.0,25.0,12.0,4.0,1.0,0.0,42.0,Firearms,Total: Firearms
North Yorkshire,Other,*Total Other,0.0,10.0,53.0,21.0,11.0,2.0,0.0,97.0,Other,Total: Other
North Yorkshire,Other,"Dog use, of which",0.0,1.0,5.0,1.0,1.0,0.0,0.0,8.0,Other,Total: Dog
North Yorkshire,Other,Dog deployed,0.0,0.0,3.0,0.0,1.0,0.0,0.0,4.0,Other,Dog: deployed
North Yorkshire,Other,Dog bite,0.0,1.0,2.0,1.0,0.0,0.0,0.0,4.0,Other,Dog: bite
North Yorkshire,Other,Not stated dog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,Dog: not stated
North Yorkshire,Other,Other / improvised,0.0,9.0,48.0,20.0,10.0,2.0,0.0,89.0,Other,Other / improvised
North Yorkshire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
North Yorkshire,Tactical communication,Tactical communication,4.0,198.0,1073.0,502.0,135.0,22.0,0.0,1934.0,Excluded: Tactical Communication,Tactical Communication
Northamptonshire,Total (excluding not reported and tactical communication),*Total Tactics,6.0,1257.0,7015.0,3122.0,696.0,46.0,1.0,12143.0,Total,Total: all
Northamptonshire,Restraint,*Total Restraint,6.0,724.0,4106.0,1871.0,391.0,29.0,0.0,7127.0,Restraint,Total: Restraint
Northamptonshire,Restraint,"Handcuffing, of which",2.0,492.0,2848.0,1376.0,306.0,24.0,0.0,5048.0,Restraint,Total: Handcuffing
Northamptonshire,Restraint,Compliant handcuffing,1.0,281.0,1842.0,912.0,177.0,13.0,0.0,3226.0,Restraint,Handcuffing: compliant
Northamptonshire,Restraint,Non-compliant handcuffing,1.0,211.0,1006.0,464.0,129.0,11.0,0.0,1822.0,Restraint,Handcuffing: non-compliant
Northamptonshire,Restraint,Not stated handcuffing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Restraint,Handcuffing: not stated
Northamptonshire,Restraint,Limb / Body restraints,0.0,47.0,328.0,106.0,15.0,3.0,0.0,499.0,Restraint,Limb / body restraints
Northamptonshire,Restraint,Ground restraint,4.0,185.0,930.0,389.0,70.0,2.0,0.0,1580.0,Restraint,Ground restraint
Northamptonshire,Unarmed skills,*Total Unarmed skills,0.0,313.0,1542.0,683.0,159.0,12.0,0.0,2709.0,Unarmed skills,Total: unarmed skills
Northamptonshire,Other equipment,*Total Other equipment,0.0,70.0,550.0,216.0,43.0,0.0,1.0,880.0,Other equipment,Total: Other equipment
Northamptonshire,Other equipment,"Baton, of which",0.0,10.0,81.0,39.0,10.0,0.0,0.0,140.0,Other equipment,Total: Baton
Northamptonshire,Other equipment,Baton drawn,0.0,7.0,42.0,21.0,3.0,0.0,0.0,73.0,Other equipment,Baton: drawn
Northamptonshire,Other equipment,Baton used,0.0,3.0,39.0,18.0,7.0,0.0,0.0,67.0,Other equipment,Baton: used
Northamptonshire,Other equipment,Not stated baton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Baton: not stated
Northamptonshire,Other equipment,"Irritant spray, of which",0.0,43.0,357.0,141.0,30.0,0.0,1.0,572.0,Other equipment,Total: Irritant spray
Northamptonshire,Other equipment,Irritant spray - drawn,0.0,23.0,162.0,64.0,14.0,0.0,0.0,263.0,Other equipment,Irritant spray: drawn
Northamptonshire,Other equipment,Irritant spray - used,0.0,20.0,195.0,77.0,16.0,0.0,1.0,309.0,Other equipment,Irritant spray: used
Northamptonshire,Other equipment,Not stated irritant spray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Irritant spray: not stated
Northamptonshire,Other equipment,Spit and bite guard,0.0,17.0,101.0,34.0,3.0,0.0,0.0,155.0,Other equipment,Spit and bite guard
Northamptonshire,Other equipment,Shield,0.0,0.0,11.0,2.0,0.0,0.0,0.0,13.0,Other equipment,Shield
Northamptonshire,Less lethal weapons,*Total Less lethal weapons,0.0,46.0,323.0,148.0,59.0,1.0,0.0,577.0,Less lethal weapons,Total: Less lethal weapons
Northamptonshire,Less lethal weapons,CED,0.0,45.0,308.0,148.0,58.0,1.0,0.0,560.0,Less lethal weapons,CED
Northamptonshire,Less lethal weapons,"AEP, of which",0.0,1.0,15.0,0.0,1.0,0.0,0.0,17.0,Less lethal weapons,Total: AEP
Northamptonshire,Less lethal weapons,AEP aimed,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,Less lethal weapons,AEP: Aimed
Northamptonshire,Less lethal weapons,AEP fired,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,AEP: Fired
Northamptonshire,Less lethal weapons,Not stated AEP,0.0,1.0,6.0,0.0,1.0,0.0,0.0,8.0,Less lethal weapons,AEP: Not stated
Northamptonshire,Firearms,*Total Firearms,0.0,2.0,53.0,16.0,9.0,0.0,0.0,80.0,Firearms,Total: Firearms
Northamptonshire,Other,*Total Other,0.0,102.0,441.0,188.0,35.0,4.0,0.0,770.0,Other,Total: Other
Northamptonshire,Other,"Dog use, of which",0.0,24.0,48.0,19.0,2.0,0.0,0.0,93.0,Other,Total: Dog
Northamptonshire,Other,Dog deployed,0.0,19.0,40.0,14.0,2.0,0.0,0.0,75.0,Other,Dog: deployed
Northamptonshire,Other,Dog bite,0.0,5.0,8.0,5.0,0.0,0.0,0.0,18.0,Other,Dog: bite
Northamptonshire,Other,Not stated dog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,Dog: not stated
Northamptonshire,Other,Other / improvised,0.0,78.0,393.0,169.0,33.0,4.0,0.0,677.0,Other,Other / improvised
Northamptonshire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
Northamptonshire,Tactical communication,Tactical communication,4.0,363.0,1746.0,780.0,196.0,15.0,0.0,3104.0,Excluded: Tactical Communication,Tactical Communication
Northumbria,Total (excluding not reported and tactical communication),*Total Tactics,29.0,2387.0,15916.0,6901.0,1366.0,100.0,13.0,26712.0,Total,Total: all
Northumbria,Restraint,*Total Restraint,12.0,1705.0,11753.0,5198.0,1031.0,67.0,8.0,19774.0,Restraint,Total: Restraint
Northumbria,Restraint,"Handcuffing, of which",3.0,1282.0,9158.0,4223.0,899.0,55.0,6.0,15626.0,Restraint,Total: Handcuffing
Northumbria,Restraint,Compliant handcuffing,2.0,868.0,6540.0,3184.0,688.0,45.0,3.0,11330.0,Restraint,Handcuffing: compliant
Northumbria,Restraint,Non-compliant handcuffing,1.0,414.0,2618.0,1039.0,211.0,10.0,3.0,4296.0,Restraint,Handcuffing: non-compliant
Northumbria,Restraint,Not stated handcuffing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Restraint,Handcuffing: not stated
Northumbria,Restraint,Limb / Body restraints,1.0,63.0,331.0,108.0,14.0,1.0,0.0,518.0,Restraint,Limb / body restraints
Northumbria,Restraint,Ground restraint,8.0,360.0,2264.0,867.0,118.0,11.0,2.0,3630.0,Restraint,Ground restraint
